'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "hockenheim_2018"
Pole, "McLarenTim(01:28.5970)"
Lasted laps, "7"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "urd_t5_maures_2018", "McLarenTim", "6", "01:28.5970", "-",
"2",   "", "", "urd_t5_maures_2018", "PhotonBurst", "6", "01:28.7460", "00:00.1490",
"3",   "", "", "urd_t5_aura_2018", "gunciz", "5", "01:29.4850", "00:00.8880",
"4",   "", "", "urd_t5_aura_2018", "MrGrinder", "4", "01:29.5850", "00:00.9880",
"5",   "", "", "urd_t5_bayro_2018", "Trempale", "6", "01:29.7130", "00:01.1160",
"6",   "", "", "urd_t5_bayro_2018", "JEMknight657", "5", "01:30.1900", "00:01.5930",
"gman197002", "urd_t5_aura_2018", "20.4290", "0.4960"
"Monochromatica", "urd_t5_bayro_2018", "20.7870", "0.8540"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "41.3100", "-"
"PhotonBurst", "urd_t5_maures_2018", "41.4760", "0.1660"
"Trempale", "urd_t5_bayro_2018", "41.7370", "0.4270"
"MrGrinder", "urd_t5_aura_2018", "41.7650", "0.4550"
"gunciz", "urd_t5_aura_2018", "41.7830", "0.4730"
"NotJames", "urd_t5_bayro_2018", "41.8860", "0.5760"
"JEMknight657", "urd_t5_bayro_2018", "41.8940", "0.5840"
"Waffles", "urd_t5_aura_2018", "41.9410", "0.6310"
"xPsychedelix", "urd_t5_aura_2018", "42.0290", "0.7190"
"Salzeder", "urd_t5_bayro_2018", "42.0660", "0.7560"
"gman197002", "urd_t5_aura_2018", "42.2150", "0.9050"
"Monochromatica", "urd_t5_bayro_2018", "42.4570", "1.1470"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "urd_t5_maures_2018", "27.2390", "-"
"McLarenTim", "urd_t5_maures_2018", "27.3150", "0.0760"
"gunciz", "urd_t5_aura_2018", "27.3690", "0.1300"
"Trempale", "urd_t5_bayro_2018", "27.5360", "0.2970"
"MrGrinder", "urd_t5_aura_2018", "27.6710", "0.4320"
"NotJames", "urd_t5_bayro_2018", "27.8050", "0.5660"
"Waffles", "urd_t5_aura_2018", "27.8140", "0.5750"
"Salzeder", "urd_t5_bayro_2018", "27.8330", "0.5940"
"gman197002", "urd_t5_aura_2018", "28.0170", "0.7780"
"JEMknight657", "urd_t5_bayro_2018", "28.0210", "0.7820"
"Monochromatica", "urd_t5_bayro_2018", "28.0530", "0.8140"
"xPsychedelix", "urd_t5_aura_2018", "28.0800", "0.8410"









'+++++++++++++++++++++
Race 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "hockenheim_2018"
Winner, "McLarenTim"
Led most laps, "McLarenTim"
Best lap, "PhotonBurst (01:29.1110)"
Lasted laps, "15"
Host, "Unknown"


Race 1 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "urd_t5_maures_2018", "McLarenTim", "15", "    22:28.3460", "01:29.1690", "99.77%", "14", "0", 
"2",  "", "", "urd_t5_maures_2018", "PhotonBurst", "15", "  '+00:01.3470", "01:29.1110", "99.70%", "0", "0", 
"3",  "", "", "urd_t5_aura_2018", "gunciz", "15", "  '+00:18.0710", "01:30.0140", "99.60%", "0", "0", 
"4",  "", "", "urd_t5_aura_2018", "MrGrinder", "15", "  '+00:18.8660", "01:29.7000", "99.24%", "0", "0", 
"5",  "", "", "urd_t5_bayro_2018", "JEMknight657", "15", "  '+00:19.4820", "01:29.6630", "99.35%", "0", "0", 
"6",  "", "", "urd_t5_aura_2018", "Waffles", "15", "  '+00:28.8730", "01:30.0270", "98.95%", "0", "0", 
"7",  "", "", "urd_t5_aura_2018", "gman197002", "15", "  '+00:37.5820", "01:30.8640", "99.40%", "0", "0", 
"8",  "", "", "urd_t5_bayro_2018", "Salzeder", "15", "  '+00:38.5890", "01:30.5520", "99.01%", "0", "0", 
"9",  "", "", "urd_t5_bayro_2018", "Trempale", "15", "  '+00:44.5450", "01:29.8730", "97.31%", "0", "0", 
"10",  "", "", "urd_t5_aura_2018", "xPsychedelix", "15", "  '+01:00.1450", "01:31.1270", "97.91%", "0", "0", 
"11",  "", "", "urd_t5_bayro_2018", "NotJames", "15", "  '+01:02.8630", "01:30.7470", "99.46%", "0", "0", 
"12",  "", "", "urd_t5_bayro_2018", "Monochromatica", "15", "  '+01:12.0290", "01:32.1900", "98.55%", "0", "0", 
"13",  "", "", "urd_t5_maures_2018", "marzen224", "2", " ", "01:33.3810", "-", "0", "0", 
"14",  "", "", "urd_t5_bayro_2018", "NihonTiger", "0", " DNF", "-", "-", "0", "0", 
"15",  "", "", "ford_transit", "Broadcast", "0", " DNF", "-", "-", "0", "0", 


Race 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "01:37.2900", "27.0080", "42.7050", "27.5770",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:29.2030", "19.9790", "41.7830", "27.4410",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:29.4070", "20.1250", "41.8090", "27.4730",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:29.3620", "20.0440", "41.8190", "27.4990",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:29.3530", "20.1070", "41.8010", "27.4450",  "F:M - R:M",     
"6 ", urd_t5_maures_2018, no,"0", "01:29.4380", "20.0660", "41.9490", "27.4230",  "F:M - R:M",     
"7 ", urd_t5_maures_2018, no,"0", "01:29.3990", "20.1530", "41.8730", "27.3730",  "F:M - R:M",     
"8 ", urd_t5_maures_2018, no,"0", "01:29.4810", "20.1940", "41.8180", "27.4690",  "F:M - R:M",     
"9 ", urd_t5_maures_2018, no,"0", "01:29.4420", "20.0970", "41.8410", "27.5040",  "F:M - R:M",     
"10 ", urd_t5_maures_2018, no,"0", "01:29.2570", "20.0290", "41.9450", "27.2830",  "F:M - R:M",     
"11 ", urd_t5_maures_2018, no,"0", "01:29.4520", "20.2280", "41.8370", "27.3870",  "F:M - R:M",     
"12 ", urd_t5_maures_2018, no,"0", "01:29.4160", "20.1390", "41.8180", "27.4590",  "F:M - R:M",     
"13 ", urd_t5_maures_2018, no,"0", "01:29.2670", "20.0350", "41.8140", "27.4180",  "F:M - R:M",     
"14 ", urd_t5_maures_2018, no,"0", "01:29.4400", "20.1800", "41.8820", "27.3780",  "F:M - R:M",     
"15 ", urd_t5_maures_2018, no,"0", "01:29.1690", "20.0120", "41.7740", "27.3830",  "F:M - R:M",     
Average,,,"01:29.8917", "20.5597", "41.8979", "27.4341"
Best possible,,, "01:29.0360", "19.9790", "41.7740", "27.2830"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "01:38.6460", "28.2970", "42.6650", "27.6840",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:29.5360", "20.2040", "42.0210", "27.3110",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:29.1280", "20.0980", "41.6300", "27.4000",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:29.3390", "20.2060", "41.6830", "27.4500",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:29.1110", "20.2970", "41.5350", "27.2790",  "F:M - R:M",     
"6 ", urd_t5_maures_2018, no,"0", "01:29.1610", "20.0770", "41.7190", "27.3650",  "F:M - R:M",     
"7 ", urd_t5_maures_2018, no,"0", "01:29.6370", "20.0220", "41.7870", "27.8280",  "F:M - R:M",     
"8 ", urd_t5_maures_2018, no,"0", "01:29.2250", "20.2220", "41.4590", "27.5440",  "F:M - R:M",     
"9 ", urd_t5_maures_2018, no,"0", "01:29.2820", "20.1040", "41.6380", "27.5400",  "F:M - R:M",     
"10 ", urd_t5_maures_2018, no,"0", "01:29.3090", "20.1270", "41.6650", "27.5170",  "F:M - R:M",     
"11 ", urd_t5_maures_2018, no,"0", "01:29.3630", "20.1490", "41.5980", "27.6160",  "F:M - R:M",     
"12 ", urd_t5_maures_2018, no,"0", "01:29.7230", "20.0500", "41.5930", "28.0800",  "F:M - R:M",     
"13 ", urd_t5_maures_2018, no,"0", "01:29.4450", "20.2030", "41.5930", "27.6490",  "F:M - R:M",     
"14 ", urd_t5_maures_2018, no,"0", "01:29.2790", "20.1640", "41.6020", "27.5130",  "F:M - R:M",     
"15 ", urd_t5_maures_2018, no,"0", "01:29.5300", "20.0460", "41.9980", "27.4860",  "F:M - R:M",     
Average,,,"01:29.9809", "20.6844", "41.7457", "27.5508"
Best possible,,, "01:28.7600", "20.0220", "41.4590", "27.2790"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_aura_2018, no,"0", "01:41.5210", "29.1380", "44.3030", "28.0800",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:30.0140", "20.2780", "42.1380", "27.5980",  "F:M - R:M",     
