'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "doningtonpark2018, national_prc"
Pole, "PhotonBurst(01:17.7580)"
Lasted laps, "11"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_mazda_mx5_cup", "PhotonBurst", "10", "01:17.7580", "-",
"2",   "", "", "ks_mazda_mx5_cup", "sharkeh", "9", "01:17.9110", "00:00.1530",
"3",   "", "", "ks_mazda_mx5_cup", "JEMknight657", "9", "01:18.0860", "00:00.3280",
"4",   "", "", "ks_mazda_mx5_cup", "McLarenTim", "11", "01:18.1150", "00:00.3570",
"5",   "", "", "ks_mazda_mx5_cup", "MrGrinder", "7", "01:18.1510", "00:00.3930",
"6",   "", "", "ks_mazda_mx5_cup", "Electro", "11", "01:18.1560", "00:00.3980",
"7",   "", "", "ks_mazda_mx5_cup", "gunciz", "11", "01:18.1880", "00:00.4300",
"8",   "", "", "ks_mazda_mx5_cup", "Smartpipe", "9", "01:18.4720", "00:00.7140",
"9",   "", "", "ks_mazda_mx5_cup", "Trempale", "8", "01:18.6840", "00:00.9260",
"10",   "", "", "ks_mazda_mx5_cup", "Salzeder", "8", "01:18.9320", "00:01.1740",
"11",   "", "", "ks_mazda_mx5_cup", "maestro", "10", "01:18.9990", "00:01.2410",
"12",   "", "", "ks_mazda_mx5_cup", "NihonTiger", "10", "01:19.0050", "00:01.2470",
"13",   "", "", "ks_mazda_mx5_cup", "NotJames", "9", "01:19.0440", "00:01.2860",
"14",   "", "", "ks_mazda_mx5_cup", "Georgin", "7", "01:19.4050", "00:01.6470",
"15",   "", "", "ks_mazda_mx5_cup", "xPsychedelix", "8", "01:19.5330", "00:01.7750",
"16",   "", "", "ks_mazda_mx5_cup", "gman197002", "11", "01:19.9170", "00:02.1590",
"17",   "", "", "ks_mazda_mx5_cup", "Crosdale", "8", "01:19.9820", "00:02.2240",
"18",   "", "", "ks_mazda_mx5_cup", "swordhaven", "7", "01:20.2100", "00:02.4520",
"19",   "", "", "ks_mazda_mx5_cup", "Horanjo", "10", "01:21.6090", "00:03.8510",
"20",   "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "9", "01:21.7450", "00:03.9870",
"21",   "", "", "ks_mazda_mx5_cup", "Sakia", "7", "01:23.3350", "00:05.5770",
"22",   "", "", "ks_mazda_mx5_cup", "Waffles", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
Average,,,"01:45.7985", "56.5763", "29.9548", "19.2674"
Best possible,,, "01:18.6330", "30.9920", "28.9480", "18.6930"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Salzeder"
"1 ", ks_mazda_mx5_cup, no,"0", "01:46.0250", "56.8490", "29.6110", "19.5650",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.2930", "31.3500", "29.0380", "18.9050",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:20.3920", "32.2420", "29.1290", "19.0210",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "02:04.9610", "70.8270", "34.0650", "20.0690",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:19.1760", "31.4210", "28.8820", "18.8730",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:57.3860", "69.5420", "28.9310", "18.9130",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.9320", "31.1920", "28.8900", "18.8500",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "03:32.8390", "164.4780", "28.7820", "19.5790",  "F:H - R:H",     
Average,,,"01:49.8755", "60.9876", "29.6660", "19.2219"
Best possible,,, "01:18.8240", "31.1920", "28.7820", "18.8500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
"1 ", ks_mazda_mx5_cup, no,"0", "01:40.2360", "50.3930", "30.6540", "19.1890",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:56.5950", "68.6510", "29.0390", "18.9050",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:20.9950", "31.7560", "30.2620", "18.9770",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.2550", "31.2540", "29.1320", "18.8690",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.9990", "31.2360", "29.0430", "18.7200",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.2350", "31.2110", "29.3130", "18.7110",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "02:14.5170", "86.6320", "29.1330", "18.7520",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.6040", "31.5890", "29.3000", "18.7150",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.2120", "31.5380", "29.0970", "18.5770",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:51.9240", "63.3140", "29.5740", "19.0360",  "F:H - R:H",     
Average,,,"01:34.0572", "45.7574", "29.4547", "18.8451"
Best possible,,, "01:18.8270", "31.2110", "29.0390", "18.5770"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", ks_mazda_mx5_cup, no,"0", "02:33.9510", "105.2330", "29.5840", "19.1340",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:20.0900", "31.6790", "29.1600", "19.2510",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.8420", "31.4980", "29.2000", "19.1440",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.1320", "31.5180", "28.8630", "18.7510",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:32.4980", "31.4600", "29.2320", "31.8060",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:26.4250", "32.3490", "35.1630", "18.9130",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:19.5210", "31.3980", "29.2500", "18.8730",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.7570", "31.3550", "29.4400", "18.9620",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.6790", "31.3450", "29.1420", "19.1920",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:19.0050", "31.2460", "28.7600", "18.9990",  "F:H - R:H",     
Average,,,"01:28.9900", "38.9081", "29.7794", "20.3025"
Best possible,,, "01:18.7570", "31.2460", "28.7600", "18.7510"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", ks_mazda_mx5_cup, no,"0", "01:35.7630", "46.9290", "30.1500", "18.6840",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.5280", "31.6480", "29.0520", "18.8280",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:22.0320", "32.4510", "30.8380", "18.7430",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:20.8690", "31.7880", "30.1900", "18.8910",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:19.5480", "31.4020", "29.1640", "18.9820",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "02:30.2460", "98.9410", "32.5670", "18.7380",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:29.7070", "41.3810", "29.2820", "19.0440",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.0440", "31.2850", "29.2270", "18.5320",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.1550", "31.0450", "29.4070", "18.7030",  "F:H - R:H",     
Average,,,"01:30.6546", "41.8744", "29.9863", "18.7939"
Best possible,,, "01:18.6290", "31.0450", "29.0520", "18.5320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Georgin"
"1 ", ks_mazda_mx5_cup, no,"0", "03:29.7450", "157.0810", "32.4490", "20.2150",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:21.2650", "31.8550", "29.6820", "19.7280",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.6020", "31.4020", "29.4120", "18.7880",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "02:25.7900", "97.6940", "29.2010", "18.8950",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:19.4050", "31.3500", "29.2940", "18.7610",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:20.5460", "31.3350", "29.9700", "19.2410",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "02:57.4820", "126.0470", "30.9700", "20.4650",  "F:H - R:H",     
Average,,,"02:01.9765", "72.3949", "30.1397", "19.4419"
Best possible,,, "01:19.2970", "31.3350", "29.2010", "18.7610"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"xPsychedelix"
"1 ", ks_mazda_mx5_cup, no,"0", "03:15.0890", "146.6560", "29.4750", "18.9580",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:21.8040", "31.8620", "31.1140", "18.8280",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.9330", "31.4450", "29.2870", "19.2010",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:24.6960", "31.9820", "30.1370", "22.5770",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:19.8120", "31.2470", "29.6510", "18.9140",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.5330", "31.4360", "29.4030", "18.6940",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "02:40.2540", "111.7620", "29.6820", "18.8100",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:26.1470", "31.6970", "32.6300", "21.8200",  "F:H - R:H",     
Average,,,"01:45.9086", "56.0109", "30.1724", "19.7253"
Best possible,,, "01:19.2280", "31.2470", "29.2870", "18.6940"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", ks_mazda_mx5_cup, no,"0", "01:50.7070", "62.4530", "29.4840", "18.7700",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.9170", "31.6040", "29.6370", "18.6760",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:20.5360", "31.9320", "29.5960", "19.0080",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:20.4340", "31.9470", "29.7440", "18.7430",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:22.4140", "31.7570", "30.5470", "20.1100",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.9980", "31.8650", "29.5570", "18.5760",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:33.8200", "31.7610", "41.1390", "20.9200",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:20.6820", "32.0730", "29.4340", "19.1750",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:20.1080", "31.7700", "29.2270", "19.1110",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:56.3680", "65.0810", "31.1360", "20.1510",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:20.2270", "31.8030", "29.6590", "18.7650",  "F:H - R:H",     
Average,,,"01:27.7464", "37.6405", "30.8327", "19.2732"
Best possible,,, "01:19.4070", "31.6040", "29.2270", "18.5760"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Crosdale"
"1 ", ks_mazda_mx5_cup, no,"0", "01:39.4130", "48.3110", "31.8830", "19.2190",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:21.6600", "32.3980", "30.0060", "19.2560",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:52.1940", "63.6970", "29.5610", "18.9360",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:20.2530", "31.6610", "29.4980", "19.0940",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "02:36.1140", "106.6140", "30.5460", "18.9540",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.9820", "31.3020", "29.6010", "19.0790",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.7050", "48.6070", "31.0860", "19.0120",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "02:19.3130", "89.9890", "30.2130", "19.1110",  "F:H - R:H",     
Average,,,"01:45.9543", "56.5724", "30.2993", "19.0826"
Best possible,,, "01:19.7360", "31.3020", "29.4980", "18.9360"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"swordhaven"
"1 ", ks_mazda_mx5_cup, no,"0", "04:54.5780", "243.8270", "31.2940", "19.4570",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "02:24.2640", "95.3710", "29.6780", "19.2150",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "02:23.4870", "93.6490", "30.1820", "19.6560",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:21.3190", "32.0170", "29.9160", "19.3860",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:22.9090", "32.5850", "30.7980", "19.5260",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "02:08.1740", "77.1170", "31.8780", "19.1790",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:20.2100", "31.9300", "29.2810", "18.9990",  "F:H - R:H",     
Average,,,"02:16.4201", "86.6423", "30.4324", "19.3454"
Best possible,,, "01:20.2100", "31.9300", "29.2810", "18.9990"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Horanjo"
"1 ", ks_mazda_mx5_cup, no,"0", "01:52.7230", "45.7810", "47.6100", "19.3320",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:33.7500", "43.7360", "30.6500", "19.3640",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:23.3710", "32.5750", "30.5770", "20.2190",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:22.4680", "32.7650", "30.4200", "19.2830",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:21.6090", "32.1000", "30.5410", "18.9680",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "02:50.2660", "120.8240", "30.2220", "19.2200",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:22.0130", "32.6300", "30.2950", "19.0880",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:24.1880", "33.5770", "31.3870", "19.2240",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:23.7830", "32.9520", "31.0760", "19.7550",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:24.3370", "33.0280", "31.8960", "19.4130",  "F:H - R:H",     
Average,,,"01:35.8508", "43.9968", "32.4674", "19.3866"
Best possible,,, "01:21.2900", "32.1000", "30.2220", "18.9680"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", ks_mazda_mx5_cup, no,"0", "02:01.6980", "71.8820", "30.1780", "19.6380",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:23.7980", "32.6470", "31.1580", "19.9930",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:34.9930", "32.3440", "40.9900", "21.6590",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:24.2180", "32.9000", "31.3070", "20.0110",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:22.1990", "32.2670", "29.9570", "19.9750",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "03:45.1820", "174.9760", "30.3160", "19.8900",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:23.2520", "32.1680", "30.2630", "20.8210",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:22.7570", "32.4030", "30.3020", "20.0520",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:21.7450", "32.5190", "29.7990", "19.4270",  "F:H - R:H",     
Average,,,"01:44.4269", "52.6784", "31.5856", "20.1629"
Best possible,,, "01:21.3940", "32.1680", "29.7990", "19.4270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Sakia"
"1 ", ks_mazda_mx5_cup, no,"0", "01:58.2930", "63.0410", "35.6810", "19.5710",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:36.3440", "40.0230", "36.0980", "20.2230",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:24.8050", "32.8520", "32.0310", "19.9220",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:25.7800", "32.3700", "32.0980", "21.3120",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "03:12.9570", "116.6500", "38.8490", "37.4580",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:23.3350", "33.1470", "30.9050", "19.2830",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:25.5510", "33.4950", "31.1850", "20.8710",  "F:H - R:H",     
Average,,,"01:46.7236", "50.2254", "33.8353", "22.6629"
Best possible,,, "01:22.5580", "32.3700", "30.9050", "19.2830"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
No laps for this driver


Qualify best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "ks_mazda_mx5_cup", "01:17.7580", ""
"PhotonBurst", "ks_mazda_mx5_cup", "01:17.8610", "0.103"
"sharkeh", "ks_mazda_mx5_cup", "01:17.9110", "0.153"
"PhotonBurst", "ks_mazda_mx5_cup", "01:17.9220", "0.164"
"sharkeh", "ks_mazda_mx5_cup", "01:17.9540", "0.196"
"PhotonBurst", "ks_mazda_mx5_cup", "01:17.9660", "0.208"
"JEMknight657", "ks_mazda_mx5_cup", "01:18.0860", "0.328"
"sharkeh", "ks_mazda_mx5_cup", "01:18.1000", "0.342"
"McLarenTim", "ks_mazda_mx5_cup", "01:18.1150", "0.357"
"JEMknight657", "ks_mazda_mx5_cup", "01:18.1220", "0.364"
"MrGrinder", "ks_mazda_mx5_cup", "01:18.1510", "0.393"
"Electro", "ks_mazda_mx5_cup", "01:18.1560", "0.398"
"gunciz", "ks_mazda_mx5_cup", "01:18.1880", "0.43"
"McLarenTim", "ks_mazda_mx5_cup", "01:18.1890", "0.431"
"gunciz", "ks_mazda_mx5_cup", "01:18.1900", "0.432"
"Electro", "ks_mazda_mx5_cup", "01:18.2020", "0.444"
"gunciz", "ks_mazda_mx5_cup", "01:18.2110", "0.453"
"PhotonBurst", "ks_mazda_mx5_cup", "01:18.2530", "0.495"
"gunciz", "ks_mazda_mx5_cup", "01:18.2870", "0.529"
"gunciz", "ks_mazda_mx5_cup", "01:18.3310", "0.573"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "ks_mazda_mx5_cup", "01:17.7580", ""
"sharkeh", "ks_mazda_mx5_cup", "01:17.9110", "0.153"
"JEMknight657", "ks_mazda_mx5_cup", "01:18.0860", "0.328"
"McLarenTim", "ks_mazda_mx5_cup", "01:18.1150", "0.357"
"MrGrinder", "ks_mazda_mx5_cup", "01:18.1510", "0.393"
"Electro", "ks_mazda_mx5_cup", "01:18.1560", "0.398"
"gunciz", "ks_mazda_mx5_cup", "01:18.1880", "0.43"
"Smartpipe", "ks_mazda_mx5_cup", "01:18.4720", "0.714"
"Trempale", "ks_mazda_mx5_cup", "01:18.6840", "0.926"
"Salzeder", "ks_mazda_mx5_cup", "01:18.9320", "1.174"
"maestro", "ks_mazda_mx5_cup", "01:18.9990", "1.241"
"NihonTiger", "ks_mazda_mx5_cup", "01:19.0050", "1.247"
"NotJames", "ks_mazda_mx5_cup", "01:19.0440", "1.286"
"Georgin", "ks_mazda_mx5_cup", "01:19.4050", "1.647"
"xPsychedelix", "ks_mazda_mx5_cup", "01:19.5330", "1.775"
"gman197002", "ks_mazda_mx5_cup", "01:19.9170", "2.159"
"Crosdale", "ks_mazda_mx5_cup", "01:19.9820", "2.224"
"swordhaven", "ks_mazda_mx5_cup", "01:20.2100", "2.452"
"Horanjo", "ks_mazda_mx5_cup", "01:21.6090", "3.851"
"Viperion_NZ", "ks_mazda_mx5_cup", "01:21.7450", "3.987"
"Sakia", "ks_mazda_mx5_cup", "01:23.3350", "5.577"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"gunciz", "ks_mazda_mx5_cup", "99.59%  0.3187",
"McLarenTim", "ks_mazda_mx5_cup", "99.51%  0.383",
"Electro", "ks_mazda_mx5_cup", "99.45%  0.428",
"JEMknight657", "ks_mazda_mx5_cup", "99.42%  0.4504",
"maestro", "ks_mazda_mx5_cup", "99.16%  0.6612",
"Salzeder", "ks_mazda_mx5_cup", "99.13%  0.6883",
"Smartpipe", "ks_mazda_mx5_cup", "99.08%  0.7243",
"PhotonBurst", "ks_mazda_mx5_cup", "99.00%  0.7737",
"sharkeh", "ks_mazda_mx5_cup", "98.88%  0.8712",
"Georgin", "ks_mazda_mx5_cup", "98.66%  1.066",
"Trempale", "ks_mazda_mx5_cup", "97.83%  1.7075",
"swordhaven", "ks_mazda_mx5_cup", "97.63%  1.904",
"gman197002", "ks_mazda_mx5_cup", "97.05%  2.3604",
"MrGrinder", "ks_mazda_mx5_cup", "96.68%  2.595",
"NotJames", "ks_mazda_mx5_cup", "96.51%  2.7625",
"xPsychedelix", "ks_mazda_mx5_cup", "96.30%  2.9454",
"NihonTiger", "ks_mazda_mx5_cup", "96.06%  3.113",
"Horanjo", "ks_mazda_mx5_cup", "96.04%  3.2353",
"Viperion_NZ", "ks_mazda_mx5_cup", "95.77%  3.4578",
"Sakia", "ks_mazda_mx5_cup", "94.26%  4.785",
"Crosdale", "ks_mazda_mx5_cup", "91.38%  6.8907",
"Waffles", "ks_mazda_mx5_cup", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"MrGrinder", "ks_mazda_mx5_cup", "30.7060", "-"
"PhotonBurst", "ks_mazda_mx5_cup", "30.7070", "0.0010"
"sharkeh", "ks_mazda_mx5_cup", "30.7510", "0.0450"
"JEMknight657", "ks_mazda_mx5_cup", "30.7830", "0.0770"
"Electro", "ks_mazda_mx5_cup", "30.8110", "0.1050"
"McLarenTim", "ks_mazda_mx5_cup", "30.8420", "0.1360"
"gunciz", "ks_mazda_mx5_cup", "30.8540", "0.1480"
"Smartpipe", "ks_mazda_mx5_cup", "30.9430", "0.2370"
"Trempale", "ks_mazda_mx5_cup", "30.9920", "0.2860"
"NotJames", "ks_mazda_mx5_cup", "31.0450", "0.3390"
"Salzeder", "ks_mazda_mx5_cup", "31.1920", "0.4860"
"maestro", "ks_mazda_mx5_cup", "31.2110", "0.5050"
"NihonTiger", "ks_mazda_mx5_cup", "31.2460", "0.5400"
"xPsychedelix", "ks_mazda_mx5_cup", "31.2470", "0.5410"
"Crosdale", "ks_mazda_mx5_cup", "31.3020", "0.5960"
"Georgin", "ks_mazda_mx5_cup", "31.3350", "0.6290"
"gman197002", "ks_mazda_mx5_cup", "31.6040", "0.8980"
"swordhaven", "ks_mazda_mx5_cup", "31.9300", "1.2240"
"Horanjo", "ks_mazda_mx5_cup", "32.1000", "1.3940"
"Viperion_NZ", "ks_mazda_mx5_cup", "32.1680", "1.4620"
"Sakia", "ks_mazda_mx5_cup", "32.3700", "1.6640"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "ks_mazda_mx5_cup", "28.4950", "-"
"sharkeh", "ks_mazda_mx5_cup", "28.5030", "0.0080"
"JEMknight657", "ks_mazda_mx5_cup", "28.6930", "0.1980"
"Electro", "ks_mazda_mx5_cup", "28.6970", "0.2020"
"Smartpipe", "ks_mazda_mx5_cup", "28.7280", "0.2330"
"gunciz", "ks_mazda_mx5_cup", "28.7290", "0.2340"
"McLarenTim", "ks_mazda_mx5_cup", "28.7510", "0.2560"
"NihonTiger", "ks_mazda_mx5_cup", "28.7600", "0.2650"
"Salzeder", "ks_mazda_mx5_cup", "28.7820", "0.2870"
"MrGrinder", "ks_mazda_mx5_cup", "28.8350", "0.3400"
"Trempale", "ks_mazda_mx5_cup", "28.9480", "0.4530"
"maestro", "ks_mazda_mx5_cup", "29.0390", "0.5440"
"NotJames", "ks_mazda_mx5_cup", "29.0520", "0.5570"
"Georgin", "ks_mazda_mx5_cup", "29.2010", "0.7060"
"gman197002", "ks_mazda_mx5_cup", "29.2270", "0.7320"
"swordhaven", "ks_mazda_mx5_cup", "29.2810", "0.7860"
"xPsychedelix", "ks_mazda_mx5_cup", "29.2870", "0.7920"
"Crosdale", "ks_mazda_mx5_cup", "29.4980", "1.0030"
"Viperion_NZ", "ks_mazda_mx5_cup", "29.7990", "1.3040"
"Horanjo", "ks_mazda_mx5_cup", "30.2220", "1.7270"
"Sakia", "ks_mazda_mx5_cup", "30.9050", "2.4100"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "ks_mazda_mx5_cup", "18.2690", "-"
"McLarenTim", "ks_mazda_mx5_cup", "18.3970", "0.1280"
"JEMknight657", "ks_mazda_mx5_cup", "18.4360", "0.1670"
"gunciz", "ks_mazda_mx5_cup", "18.4410", "0.1720"
"MrGrinder", "ks_mazda_mx5_cup", "18.4500", "0.1810"
"sharkeh", "ks_mazda_mx5_cup", "18.4540", "0.1850"
"Electro", "ks_mazda_mx5_cup", "18.5170", "0.2480"
"NotJames", "ks_mazda_mx5_cup", "18.5320", "0.2630"
"gman197002", "ks_mazda_mx5_cup", "18.5760", "0.3070"
"maestro", "ks_mazda_mx5_cup", "18.5770", "0.3080"
"Smartpipe", "ks_mazda_mx5_cup", "18.6610", "0.3920"
"Trempale", "ks_mazda_mx5_cup", "18.6930", "0.4240"
"xPsychedelix", "ks_mazda_mx5_cup", "18.6940", "0.4250"
"NihonTiger", "ks_mazda_mx5_cup", "18.7510", "0.4820"
"Georgin", "ks_mazda_mx5_cup", "18.7610", "0.4920"
"Salzeder", "ks_mazda_mx5_cup", "18.8500", "0.5810"
"Crosdale", "ks_mazda_mx5_cup", "18.9360", "0.6670"
"Horanjo", "ks_mazda_mx5_cup", "18.9680", "0.6990"
"swordhaven", "ks_mazda_mx5_cup", "18.9990", "0.7300"
"Sakia", "ks_mazda_mx5_cup", "19.2830", "1.0140"
