'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "doningtonpark2018, national_prc"
Pole, "PhotonBurst(01:17.7580)"
Lasted laps, "11"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_mazda_mx5_cup", "PhotonBurst", "10", "01:17.7580", "-",
"2",   "", "", "ks_mazda_mx5_cup", "sharkeh", "9", "01:17.9110", "00:00.1530",
"3",   "", "", "ks_mazda_mx5_cup", "JEMknight657", "9", "01:18.0860", "00:00.3280",
"4",   "", "", "ks_mazda_mx5_cup", "McLarenTim", "11", "01:18.1150", "00:00.3570",
"5",   "", "", "ks_mazda_mx5_cup", "MrGrinder", "7", "01:18.1510", "00:00.3930",
"6",   "", "", "ks_mazda_mx5_cup", "Electro", "11", "01:18.1560", "00:00.3980",
"7",   "", "", "ks_mazda_mx5_cup", "gunciz", "11", "01:18.1880", "00:00.4300",
"8",   "", "", "ks_mazda_mx5_cup", "Smartpipe", "9", "01:18.4720", "00:00.7140",
"9",   "", "", "ks_mazda_mx5_cup", "Trempale", "8", "01:18.6840", "00:00.9260",
"10",   "", "", "ks_mazda_mx5_cup", "Salzeder", "8", "01:18.9320", "00:01.1740",
"11",   "", "", "ks_mazda_mx5_cup", "maestro", "10", "01:18.9990", "00:01.2410",
"12",   "", "", "ks_mazda_mx5_cup", "NihonTiger", "10", "01:19.0050", "00:01.2470",
"13",   "", "", "ks_mazda_mx5_cup", "NotJames", "9", "01:19.0440", "00:01.2860",
"14",   "", "", "ks_mazda_mx5_cup", "Georgin", "7", "01:19.4050", "00:01.6470",
"15",   "", "", "ks_mazda_mx5_cup", "xPsychedelix", "8", "01:19.5330", "00:01.7750",
"16",   "", "", "ks_mazda_mx5_cup", "gman197002", "11", "01:19.9170", "00:02.1590",
"17",   "", "", "ks_mazda_mx5_cup", "Crosdale", "8", "01:19.9820", "00:02.2240",
"18",   "", "", "ks_mazda_mx5_cup", "swordhaven", "7", "01:20.2100", "00:02.4520",
"19",   "", "", "ks_mazda_mx5_cup", "Horanjo", "10", "01:21.6090", "00:03.8510",
"20",   "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "9", "01:21.7450", "00:03.9870",
"21",   "", "", "ks_mazda_mx5_cup", "Sakia", "7", "01:23.3350", "00:05.5770",
"22",   "", "", "ks_mazda_mx5_cup", "Waffles", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ", "ks_mazda_mx5_cup", "19.4270", "1.1580"


Qualify incidents worth reviewing
'======================
Date, Incident







'+++++++++++++++++++++
Race 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "doningtonpark2018, national_prc"
Winner, "PhotonBurst"
Led most laps, "PhotonBurst"
Best lap, "PhotonBurst (01:17.7100)"
Lasted laps, "12"
Host, "Unknown"


Race 1 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "ks_mazda_mx5_cup", "PhotonBurst", "12", "    15:44.0080", "01:17.7100", "99.35%", "11", "0", 
"2",  "", "", "ks_mazda_mx5_cup", "sharkeh", "12", "  '+00:01.5620", "01:17.8440", "99.41%", "0", "0", 
"3",  "", "", "ks_mazda_mx5_cup", "JEMknight657", "12", "  '+00:01.7650", "01:17.7360", "99.27%", "0", "0", 
"4",  "", "", "ks_mazda_mx5_cup", "MrGrinder", "12", "  '+00:02.8570", "01:17.8490", "99.32%", "0", "0", 
"5",  "", "", "ks_mazda_mx5_cup", "McLarenTim", "12", "  '+00:06.0980", "01:18.2740", "99.67%", "0", "0", 
"6",  "", "", "ks_mazda_mx5_cup", "Electro", "12", "  '+00:12.0720", "01:18.2630", "99.29%", "0", "0", 
"7",  "", "", "ks_mazda_mx5_cup", "Trempale", "12", "  '+00:12.2300", "01:18.3670", "99.21%", "0", "0", 
"8",  "", "", "ks_mazda_mx5_cup", "NotJames", "12", "  '+00:22.1120", "01:18.8960", "98.89%", "0", "0", 
"9",  "", "", "ks_mazda_mx5_cup", "maestro", "12", "  '+00:22.3790", "01:18.7890", "98.59%", "0", "0", 
"10",  "", "", "ks_mazda_mx5_cup", "gunciz", "12", "  '+00:22.4830", "01:18.2780", "98.32%", "0", "0", 
"11",  "", "", "ks_mazda_mx5_cup", "Georgin", "12", "  '+00:27.9060", "01:19.4400", "99.26%", "0", "0", 
"12",  "", "", "ks_mazda_mx5_cup", "xPsychedelix", "12", "  '+00:28.9880", "01:19.4280", "99.15%", "0", "0", 
"13",  "", "", "ks_mazda_mx5_cup", "NihonTiger", "12", "  '+00:30.9450", "01:19.0020", "98.20%", "0", "0", 
"14",  "", "", "ks_mazda_mx5_cup", "Smartpipe", "12", "  '+00:32.0420", "01:18.8150", "98.69%", "0", "0", 
"15",  "", "", "ks_mazda_mx5_cup", "Salzeder", "12", "  '+00:36.5700", "01:19.3120", "98.19%", "0", "0", 
"16",  "", "", "ks_mazda_mx5_cup", "gman197002", "12", "  '+00:40.6260", "01:19.4620", "97.61%", "0", "0", 
"17",  "", "", "ks_mazda_mx5_cup", "Crosdale", "12", "  '+00:56.9790", "01:20.1880", "98.04%", "0", "0", 
"18",  "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "12", "  '+01:11.2400", "01:21.2970", "96.59%", "0", "0", 
"19",  "", "", "ks_mazda_mx5_cup", "Horanjo", "12", "  '+01:15.7460", "01:21.1870", "96.93%", "0", "0", 
"20",  "", "", "ks_mazda_mx5_cup", "swordhaven", "11", "  '+01:21.8700", "01:20.4300", "95.08%", "0", "0", 
"21",  "", "", "ks_mazda_mx5_cup", "Sakia", "11", "  '+02:18.4790", "01:22.1260", "92.63%", "0", "0", 
"22",  "", "", "ks_mazda_mx5_cup", "Waffles", "0", " DNF", "-", "-", "0", "0", 


Race 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_mazda_mx5_cup, no,"0", "01:24.1290", "37.0040", "28.5570", "18.5680",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:17.9980", "30.8330", "28.6380", "18.5270",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.0710", "31.0560", "28.5920", "18.4230",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:18.1450", "31.0070", "28.7060", "18.4320",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.0220", "30.8890", "28.6700", "18.4630",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.0270", "30.9430", "28.6510", "18.4330",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:17.9390", "30.8510", "28.6020", "18.4860",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.0780", "30.9450", "28.7550", "18.3780",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:17.7100", "30.8510", "28.5310", "18.3280",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.0270", "31.0110", "28.5880", "18.4280",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:18.0290", "30.8200", "28.7690", "18.4400",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:19.8410", "30.8820", "28.8090", "20.1500",  "F:H - R:H",     
Average,,,"01:18.6680", "31.4243", "28.6557", "18.5880"
Best possible,,, "01:17.6790", "30.8200", "28.5310", "18.3280"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"sharkeh"
"1 ", ks_mazda_mx5_cup, no,"0", "01:24.7300", "37.3500", "28.7630", "18.6170",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:18.4630", "30.8490", "28.9440", "18.6700",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.2740", "30.9290", "28.7470", "18.5980",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:18.1890", "30.9700", "28.7690", "18.4500",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.1820", "30.8870", "28.6830", "18.6120",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:17.8440", "30.6880", "28.6160", "18.5400",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.2450", "30.8780", "28.8010", "18.5660",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.1230", "30.8460", "28.7590", "18.5180",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.2730", "30.9500", "28.7290", "18.5940",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.3260", "30.9960", "28.6920", "18.6380",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:18.2400", "30.9260", "28.7460", "18.5680",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.6870", "30.9590", "28.8460", "18.8820",  "F:H - R:H",     
Average,,,"01:18.7980", "31.4357", "28.7579", "18.6044"
Best possible,,, "01:17.7540", "30.6880", "28.6160", "18.4500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
"1 ", ks_mazda_mx5_cup, no,"0", "01:25.0030", "37.5910", "28.8130", "18.5990",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:18.4760", "30.9570", "28.8900", "18.6290",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.7430", "31.2150", "29.0250", "18.5030",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:17.7360", "30.7280", "28.5710", "18.4370",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:17.9760", "30.9500", "28.6380", "18.3880",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.6460", "31.2300", "28.8710", "18.5450",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.3370", "31.0820", "28.8680", "18.3870",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:17.8740", "30.7760", "28.7470", "18.3510",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.3990", "31.0900", "28.7770", "18.5320",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.2900", "31.0040", "28.8050", "18.4810",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:18.2940", "31.1330", "28.7870", "18.3740",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.0160", "30.9240", "28.6190", "18.4730",  "F:H - R:H",     
Average,,,"01:18.8159", "31.5567", "28.7843", "18.4749"
Best possible,,, "01:17.6500", "30.7280", "28.5710", "18.3510"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", ks_mazda_mx5_cup, no,"0", "01:25.2500", "37.8570", "28.7990", "18.5940",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:18.4240", "30.9260", "28.8950", "18.6030",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.9450", "31.3430", "28.9440", "18.6580",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:17.8490", "30.7250", "28.7060", "18.4180",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.3560", "31.0750", "28.8630", "18.4180",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.1320", "30.7730", "28.8640", "18.4950",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.7310", "31.1120", "28.7920", "18.8270",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.0550", "30.8910", "28.7180", "18.4460",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.3690", "30.9970", "28.9120", "18.4600",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.1780", "30.9010", "28.8050", "18.4720",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:18.2330", "30.8930", "28.7550", "18.5850",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.3790", "30.8720", "28.9310", "18.5760",  "F:H - R:H",     
Average,,,"01:18.9084", "31.5304", "28.8320", "18.5460"
Best possible,,, "01:17.8490", "30.7250", "28.7060", "18.4180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_mazda_mx5_cup, no,"0", "01:26.5420", "38.5400", "29.3090", "18.6930",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:18.3100", "30.8390", "28.8280", "18.6430",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.4230", "31.0960", "28.8720", "18.4550",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.0740", "31.0580", "29.4120", "18.6040",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.4350", "30.9690", "28.9070", "18.5590",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.5380", "30.8650", "29.0030", "18.6700",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.2740", "30.9160", "28.8670", "18.4910",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.3950", "30.9210", "28.8940", "18.5800",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.4870", "31.0620", "28.8940", "18.5310",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.4670", "30.8940", "28.9210", "18.6520",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:18.3340", "30.9080", "28.9900", "18.4360",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.8460", "30.9300", "28.9980", "18.9180",  "F:H - R:H",     
Average,,,"01:19.1772", "31.5832", "28.9913", "18.6027"
Best possible,,, "01:18.1030", "30.8390", "28.8280", "18.4360"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Electro"
"1 ", ks_mazda_mx5_cup, no,"0", "01:29.6580", "38.7890", "31.7710", "19.0980",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.0330", "31.2920", "28.8770", "18.8640",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.4490", "31.0910", "28.7690", "18.5890",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.0680", "31.0350", "28.6920", "19.3410",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.5520", "31.0180", "28.9210", "18.6130",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.2630", "30.8560", "28.7420", "18.6650",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.9770", "31.0570", "29.0570", "18.8630",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.2660", "30.8590", "28.8490", "18.5580",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.5140", "30.9580", "28.8500", "18.7060",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.6300", "30.8400", "29.1330", "18.6570",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:19.9910", "31.6880", "29.4300", "18.8730",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.6810", "30.9760", "28.9760", "18.7290",  "F:H - R:H",     
Average,,,"01:19.6735", "31.7049", "29.1723", "18.7963"
Best possible,,, "01:18.0900", "30.8400", "28.6920", "18.5580"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
"1 ", ks_mazda_mx5_cup, no,"0", "01:28.0540", "38.9540", "30.3220", "18.7780",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:18.7190", "31.0420", "28.9620", "18.7150",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.8330", "31.3310", "29.0070", "18.4950",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:18.7430", "31.1880", "28.9890", "18.5660",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:18.6360", "31.1510", "28.9620", "18.5230",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:18.8570", "31.1310", "29.0150", "18.7110",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.6260", "30.8950", "28.9350", "18.7960",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.6940", "31.0030", "28.9390", "18.7520",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:18.9540", "31.4880", "28.8940", "18.5720",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:19.1100", "30.8740", "29.3540", "18.8820",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:20.6850", "31.8060", "29.4290", "19.4500",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:18.3670", "30.9770", "28.9360", "18.4540",  "F:H - R:H",     
Average,,,"01:19.6898", "31.8200", "29.1453", "18.7245"
Best possible,,, "01:18.2220", "30.8740", "28.8940", "18.4540"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", ks_mazda_mx5_cup, no,"0", "01:29.5290", "40.1320", "30.3620", "19.0350",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.8300", "31.8510", "29.2670", "18.7120",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.2980", "31.3280", "29.1780", "18.7920",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.6160", "31.1790", "29.5600", "18.8770",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:20.3450", "31.7180", "29.8580", "18.7690",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.9760", "31.4850", "29.2490", "19.2420",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:20.0120", "31.5210", "29.4430", "19.0480",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.7160", "31.3040", "29.3230", "19.0890",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.0460", "31.1850", "29.1060", "18.7550",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.8960", "31.0440", "28.9530", "18.8990",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:20.7690", "31.4620", "30.5280", "18.7790",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:19.0820", "31.0220", "28.8640", "19.1960",  "F:H - R:H",     
Average,,,"01:20.5097", "32.1026", "29.4743", "18.9328"
Best possible,,, "01:18.5980", "31.0220", "28.8640", "18.7120"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
"1 ", ks_mazda_mx5_cup, no,"0", "01:28.6000", "39.3570", "30.1000", "19.1430",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:19.2050", "31.5950", "28.9540", "18.6560",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:18.7890", "31.1060", "28.9130", "18.7700",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:20.6390", "31.1660", "29.0080", "20.4650",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:21.7220", "32.7530", "30.2360", "18.7330",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.7420", "31.4670", "29.0920", "19.1830",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:19.9760", "31.7410", "29.5290", "18.7060",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.7780", "31.5920", "29.0890", "19.0970",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.5580", "31.6010", "29.0260", "18.9310",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:19.1250", "31.3980", "29.0610", "18.6660",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:19.0640", "31.3470", "29.0340", "18.6830",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:20.1930", "31.3180", "29.2460", "19.6290",  "F:H - R:H",     
Average,,,"01:20.5326", "32.2034", "29.2740", "19.0552"
Best possible,,, "01:18.6750", "31.1060", "28.9130", "18.6560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", ks_mazda_mx5_cup, no,"0", "01:32.3320", "38.6330", "33.2370", "20.4620",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:22.7650", "31.9100", "30.5740", "20.2810",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:20.3890", "32.6350", "29.1740", "18.5800",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.0480", "31.0380", "29.4920", "18.5180",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:20.0380", "30.9650", "29.6150", "19.4580",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.0250", "31.1010", "29.1280", "18.7960",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:18.3610", "30.9810", "28.8530", "18.5270",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:18.2780", "30.8840", "28.8720", "18.5220",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.2570", "31.0070", "28.7740", "19.4760",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:18.5780", "31.2380", "28.8410", "18.4990",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:19.1480", "31.5480", "29.1320", "18.4680",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:19.2930", "31.1420", "28.8410", "19.3100",  "F:H - R:H",     
Average,,,"01:20.5427", "31.9235", "29.5444", "19.0748"
Best possible,,, "01:18.1260", "30.8840", "28.7740", "18.4680"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Georgin"
"1 ", ks_mazda_mx5_cup, no,"0", "01:32.2160", "41.8300", "30.1550", "20.2310",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:21.9430", "31.6370", "30.5730", "19.7330",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.8450", "31.6760", "29.3540", "18.8150",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.7310", "31.6160", "29.2510", "18.8640",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:21.2250", "31.2610", "30.2450", "19.7190",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.5010", "31.4860", "29.3490", "18.6660",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:19.7140", "31.2800", "29.1650", "19.2690",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.4400", "31.4020", "29.2590", "18.7790",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.4970", "31.3110", "29.2540", "18.9320",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:19.5280", "31.5260", "29.2500", "18.7520",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:19.4400", "31.4330", "29.3860", "18.6210",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:19.8390", "31.4460", "29.4290", "18.9640",  "F:H - R:H",     
Average,,,"01:20.9932", "32.3253", "29.5558", "19.1121"
Best possible,,, "01:19.0470", "31.2610", "29.1650", "18.6210"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"xPsychedelix"
"1 ", ks_mazda_mx5_cup, no,"0", "01:32.5700", "41.2710", "30.8020", "20.4970",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:21.9470", "31.9210", "30.0830", "19.9430",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.6890", "31.8450", "29.2360", "18.6080",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:20.9140", "31.8100", "30.2710", "18.8330",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:20.3390", "31.8210", "29.6900", "18.8280",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.6880", "31.4930", "29.3900", "18.8050",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:19.4280", "31.3000", "29.3130", "18.8150",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.5060", "31.4460", "29.3310", "18.7290",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:19.5140", "31.2560", "29.5030", "18.7550",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:19.9130", "31.3860", "29.5870", "18.9400",  "F:H - R:H",     
"11 ", ks_mazda_mx5_cup, no,"0", "01:19.8680", "31.4660", "29.6240", "18.7780",  "F:H - R:H",     
"12 ", ks_mazda_mx5_cup, no,"0", "01:19.6710", "31.3540", "29.6240", "18.6930",  "F:H - R:H",     
Average,,,"01:21.0873", "32.3641", "29.7045", "19.0187"
Best possible,,, "01:19.1000", "31.2560", "29.2360", "18.6080"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", ks_mazda_mx5_cup, no,"0", "01:31.7930", "40.8720", "30.5950", "20.3260",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:20.2010", "31.7990", "29.5840", "18.8180",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:19.4910", "31.4490", "29.2850", "18.7570",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:19.7620", "31.5900", "29.2220", "18.9500",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:19.3680", "31.4780", "29.0350", "18.8550",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:19.2890", "31.4950", "29.0110", "18.7830",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:19.5350", "31.4620", "29.0700", "19.0030",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:19.7420", "31.4670", "29.0830", "19.1920",  "F:H - R:H",     
