Average,,,"01:40.1513", "37.7423", "32.7197", "29.6893"
Best possible,,, "01:28.3800", "27.7840", "31.0140", "29.5820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "03:08.2000", "125.9960", "32.7690", "29.4350",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:31.5670", "27.7880", "32.4320", "31.3470",  "F:M - R:M",     
Average,,,"02:19.8835", "76.8920", "32.6005", "30.3910"
Best possible,,, "01:29.6550", "27.7880", "32.4320", "29.4350"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jekay"
"1 ", urd_t5_bayro_2018, no,"0", "02:05.5910", "65.5260", "31.0360", "29.0290",  "F:M - R:M",     
Average,,,"02:05.5910", "65.5260", "31.0360", "29.0290"
Best possible,,, "02:05.5910", "65.5260", "31.0360", "29.0290"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_bayro_2018, no,"0", "02:10.5500", "70.4580", "31.4460", "28.6460",  "F:M - R:M",     
Average,,,"02:10.5500", "70.4580", "31.4460", "28.6460"
Best possible,,, "02:10.5500", "70.4580", "31.4460", "28.6460"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Nemaides"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"zelderan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"xPsychedelix"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"sharkeh"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Yames"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"misterbob"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Peketr"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"krs-1"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast 1"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast 2"
No laps for this driver


Practice 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:23.9270", ""
"PhotonBurst", "urd_t5_maures_2018", "01:25.3870", "1.46"
"JEMknight657", "urd_t5_bayro_2018", "01:26.1110", "2.184"
"bacsi97", "urd_t5_bayro_2018", "01:27.1580", "3.231"
"PhotonBurst", "urd_t5_maures_2018", "01:28.2870", "4.36"
"bacsi97", "urd_t5_bayro_2018", "01:28.3610", "4.434"
"NotJames", "urd_t5_maures_2018", "01:28.4440", "4.517"
"gman197002", "urd_t5_aura_2018", "01:31.5670", "7.64"
"NotJames", "urd_t5_maures_2018", "01:31.6160", "7.689"
"PhotonBurst", "urd_t5_maures_2018", "01:55.5030", "31.576"
"McLarenTim", "urd_t5_maures_2018", "01:57.4640", "33.537"
"NotJames", "urd_t5_maures_2018", "02:00.3940", "36.467"
"JEMknight657", "urd_t5_bayro_2018", "02:02.1270", "38.2"
"Jekay", "urd_t5_bayro_2018", "02:05.5910", "41.664"
"bacsi97", "urd_t5_bayro_2018", "02:06.4110", "42.484"
"gunciz", "urd_t5_bayro_2018", "02:10.5500", "46.623"
"gman197002", "urd_t5_aura_2018", "03:08.2000", "104.273"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:23.9270", ""
"PhotonBurst", "urd_t5_maures_2018", "01:25.3870", "1.46"
"JEMknight657", "urd_t5_bayro_2018", "01:26.1110", "2.184"
"bacsi97", "urd_t5_bayro_2018", "01:27.1580", "3.231"
"NotJames", "urd_t5_maures_2018", "01:28.4440", "4.517"
"gman197002", "urd_t5_aura_2018", "01:31.5670", "7.64"
"Jekay", "urd_t5_bayro_2018", "02:05.5910", "41.664"
"gunciz", "urd_t5_bayro_2018", "02:10.5500", "46.623"


Practice 1 consistency
'======================
Driver, Vehicle, Consistency,
"bacsi97", "urd_t5_bayro_2018", "98.62%  1.203",
"PhotonBurst", "urd_t5_maures_2018", "96.60%  2.9",
"NotJames", "urd_t5_maures_2018", "96.41%  3.172",
"McLarenTim", "urd_t5_maures_2018", "-",
"sharkeh", "urd_t5_bayro_2018", "-",
"Broadcast 1", "ford_transit", "-",
"krs-1", "urd_t5_maures_2018", "-",
"Peketr", "urd_t5_bayro_2018", "-",
"Trempale", "urd_t5_maures_2018", "-",
"misterbob", "urd_t5_maures_2018", "-",
"Yames", "urd_t5_bayro_2018", "-",
"zelderan", "urd_t5_aura_2018", "-",
"xPsychedelix", "urd_t5_aura_2018", "-",
"Viperion_NZ", "urd_t5_maures_2018", "-",
"Nemaides", "urd_t5_bayro_2018", "-",
"maestro", "urd_t5_bayro_2018", "-",
"gunciz", "urd_t5_bayro_2018", "-",
"Jekay", "urd_t5_bayro_2018", "-",
"gman197002", "urd_t5_aura_2018", "-",
"JEMknight657", "urd_t5_bayro_2018", "-",
"Broadcast 2", "ford_transit", "-",




Practice 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "26.5250", "-"
"PhotonBurst", "urd_t5_maures_2018", "26.9730", "0.4480"
"JEMknight657", "urd_t5_bayro_2018", "27.5040", "0.9790"
"bacsi97", "urd_t5_bayro_2018", "27.5560", "1.0310"
"NotJames", "urd_t5_maures_2018", "27.7840", "1.2590"
"gman197002", "urd_t5_aura_2018", "27.7880", "1.2630"
"Jekay", "urd_t5_bayro_2018", "65.5260", "39.0010"
"gunciz", "urd_t5_bayro_2018", "70.4580", "43.9330"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "29.3490", "-"
"PhotonBurst", "urd_t5_maures_2018", "29.8630", "0.5140"
"bacsi97", "urd_t5_bayro_2018", "29.9210", "0.5720"
"JEMknight657", "urd_t5_bayro_2018", "30.0690", "0.7200"
"NotJames", "urd_t5_maures_2018", "31.0140", "1.6650"
"Jekay", "urd_t5_bayro_2018", "31.0360", "1.6870"
"gunciz", "urd_t5_bayro_2018", "31.4460", "2.0970"
"gman197002", "urd_t5_aura_2018", "32.4320", "3.0830"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "28.0530", "-"
"PhotonBurst", "urd_t5_maures_2018", "28.2190", "0.1660"
"JEMknight657", "urd_t5_bayro_2018", "28.5380", "0.4850"
"gunciz", "urd_t5_bayro_2018", "28.6460", "0.5930"
"Jekay", "urd_t5_bayro_2018", "29.0290", "0.9760"
"gman197002", "urd_t5_aura_2018", "29.4350", "1.3820"
"NotJames", "urd_t5_maures_2018", "29.5820", "1.5290"
"bacsi97", "urd_t5_bayro_2018", "29.6810", "1.6280"









'+++++++++++++++++++++
Qualify 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "QUALIFY"
Track:, "zolder, zolder2017online_prc"
Pole, "McLarenTim(01:23.7630)"
Lasted laps, "7"
Host, "Unknown"



Qualify 1 result
'======================
Pos,  Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",  "", "", "urd_t5_maures_2018", "McLarenTim", "7", "01:23.7630", "-",
"2",  "", "", "urd_t5_maures_2018", "PhotonBurst", "5", "01:24.5490", "00:00.7860",
"3",  "", "", "urd_t5_bayro_2018", "gunciz", "6", "01:24.7480", "00:00.9850",
"4",  "", "", "urd_t5_bayro_2018", "Jekay", "6", "01:24.8440", "00:01.0810",
"5",  "", "", "urd_t5_bayro_2018", "JEMknight657", "5", "01:25.3480", "00:01.5850",
"6",  "", "", "urd_t5_bayro_2018", "bacsi97", "5", "01:25.8440", "00:02.0810",
"7",  "", "", "urd_t5_bayro_2018", "maestro", "6", "01:25.8530", "00:02.0900",
"8",  "", "", "urd_t5_aura_2018", "xPsychedelix", "4", "01:27.0550", "00:03.2920",
"9",  "", "", "urd_t5_maures_2018", "NotJames", "4", "01:27.2720", "00:03.5090",
"10",  "", "", "urd_t5_maures_2018", "Viperion_NZ", "5", "01:27.7690", "00:04.0060",
"11",  "", "", "urd_t5_aura_2018", "gman197002", "4", "01:28.2270", "00:04.4640",
"12",  "", "", "urd_t5_bayro_2018", "Nemaides", "4", "01:29.9840", "00:06.2210",
"13",  "", "", "urd_t5_aura_2018", "zelderan", "0", "-", "-",
"14",  "", "", "urd_t5_bayro_2018", "sharkeh", "0", "-", "-",
"15",  "", "", "urd_t5_bayro_2018", "Yames", "0", "-", "-",
"16",  "", "", "urd_t5_maures_2018", "misterbob", "0", "-", "-",
"17",  "", "", "urd_t5_maures_2018", "Trempale", "0", "-", "-",
"18",  "", "", "urd_t5_bayro_2018", "Peketr", "0", "-", "-",
"19",  "", "", "urd_t5_maures_2018", "krs-1", "0", "-", "-",
"20",  "", "", "ford_transit", "Broadcast 1", "0", "-", "-",
"21",  "", "", "ford_transit", "Broadcast 2", "0", "-", "-",

Qualify 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "01:39.1870", "40.6870", "30.2450", "28.2550",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:24.2410", "26.3480", "29.4490", "28.4440",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:23.8580", "26.4830", "29.3580", "28.0170",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "02:16.7750", "74.1170", "30.3260", "32.3320",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:25.9030", "26.5750", "31.2070", "28.1210",  "F:M - R:M",     
"6 ", urd_t5_maures_2018, no,"0", "01:24.0030", "26.4250", "29.3490", "28.2290",  "F:M - R:M",     
"7 ", urd_t5_maures_2018, no,"0", "01:23.7630", "26.3960", "29.3130", "28.0540",  "F:M - R:M",     
Average,,,"01:33.9614", "35.2901", "29.8924", "28.7789"
Best possible,,, "01:23.6780", "26.3480", "29.3130", "28.0170"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "01:43.5090", "43.7490", "30.8380", "28.9220",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:25.6430", "26.9950", "30.2080", "28.4400",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "03:12.5940", "132.4690", "31.4150", "28.7100",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:25.0130", "26.9370", "29.8210", "28.2550",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:24.5490", "26.9260", "29.5110", "28.1120",  "F:M - R:M",     
Average,,,"01:50.2616", "51.4152", "30.3586", "28.4878"
Best possible,,, "01:24.5490", "26.9260", "29.5110", "28.1120"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_bayro_2018, no,"0", "02:02.1070", "60.3490", "30.7440", "31.0140",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:25.4250", "26.8530", "29.9960", "28.5760",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:57.2340", "56.8880", "30.8170", "29.5290",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:25.3830", "27.1610", "29.8620", "28.3600",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:24.7480", "26.8460", "29.6460", "28.2560",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:42.8300", "26.9610", "29.5420", "46.3270",  "F:M - R:M",     
Average,,,"01:39.6212", "37.5097", "30.1012", "32.0103"
Best possible,,, "01:24.6440", "26.8460", "29.5420", "28.2560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jekay"
"1 ", urd_t5_bayro_2018, no,"0", "02:00.1660", "57.9260", "30.6770", "31.5630",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:32.2190", "27.0370", "36.5940", "28.5880",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:24.9810", "26.7680", "29.8850", "28.3280",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "02:21.5700", "81.3510", "30.5990", "29.6200",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:25.4680", "26.8640", "29.9080", "28.6960",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:24.8440", "26.9110", "29.5330", "28.4000",  "F:M - R:M",     
Average,,,"01:41.5413", "41.1428", "31.1993", "29.1992"
Best possible,,, "01:24.6290", "26.7680", "29.5330", "28.3280"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
"1 ", urd_t5_bayro_2018, no,"0", "02:04.5230", "62.6170", "32.7870", "29.1190",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:29.5620", "27.3850", "33.2240", "28.9530",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:26.1250", "27.2740", "30.1370", "28.7140",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:25.3480", "27.2940", "29.7800", "28.2740",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "02:08.4220", "69.4860", "30.4060", "28.5300",  "F:M - R:M",     
Average,,,"01:42.7960", "42.8112", "31.2668", "28.7180"
Best possible,,, "01:25.3280", "27.2740", "29.7800", "28.2740"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bacsi97"
"1 ", urd_t5_bayro_2018, no,"0", "01:52.1200", "48.1660", "32.1250", "31.8290",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:26.9230", "27.5090", "30.3350", "29.0790",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "02:27.1280", "86.9090", "31.0330", "29.1860",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:26.6090", "27.3530", "30.6950", "28.5610",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:25.8440", "27.3810", "29.7720", "28.6910",  "F:M - R:M",     
Average,,,"01:43.7248", "43.4636", "30.7920", "29.4692"
Best possible,,, "01:25.6860", "27.3530", "29.7720", "28.5610"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
"1 ", urd_t5_bayro_2018, no,"0", "01:48.1540", "44.9200", "34.1820", "29.0520",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:26.1890", "27.3250", "30.1950", "28.6690",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:26.2130", "27.3450", "30.4330", "28.4350",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "03:17.7860", "137.5490", "31.2210", "29.0160",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:25.8530", "27.1330", "30.0960", "28.6240",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:28.7520", "27.3170", "30.2360", "31.1990",  "F:M - R:M",     
Average,,,"01:48.8245", "48.5982", "31.0605", "29.1658"
Best possible,,, "01:25.6640", "27.1330", "30.0960", "28.4350"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"xPsychedelix"
"1 ", urd_t5_aura_2018, no,"0", "02:25.3320", "82.1020", "32.9090", "30.3210",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:27.8840", "27.1300", "31.3780", "29.3760",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:27.0550", "26.8000", "30.9200", "29.3350",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:27.3190", "27.3070", "30.9650", "29.0470",  "F:M - R:M",     
Average,,,"01:41.8976", "40.8348", "31.5430", "29.5198"
Best possible,,, "01:26.7670", "26.8000", "30.9200", "29.0470"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", urd_t5_maures_2018, no,"0", "01:44.5540", "40.7940", "32.2690", "31.4910",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:30.8790", "27.7660", "30.5410", "32.5720",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:27.2720", "27.2790", "30.8650", "29.1280",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:33.5580", "27.5960", "30.9690", "34.9930",  "F:M - R:M",     
Average,,,"01:34.0658", "30.8588", "31.1610", "32.0460"
Best possible,,, "01:26.9480", "27.2790", "30.5410", "29.1280"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", urd_t5_maures_2018, no,"0", "01:58.1600", "55.4980", "32.7200", "29.9420",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:28.8460", "28.7480", "31.0420", "29.0560",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:28.4980", "28.2300", "30.9230", "29.3450",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:28.4080", "28.3110", "30.7800", "29.3170",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:27.7690", "27.7210", "30.8750", "29.1730",  "F:M - R:M",     
Average,,,"01:34.3362", "33.7016", "31.2680", "29.3666"
Best possible,,, "01:27.5570", "27.7210", "30.7800", "29.0560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "02:12.9720", "70.3130", "33.0890", "29.5700",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:28.2270", "27.8900", "31.1810", "29.1560",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "03:20.9420", "134.8650", "32.5300", "33.5470",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:28.8640", "28.5280", "31.0950", "29.2410",  "F:M - R:M",     
Average,,,"02:07.7513", "65.3990", "31.9738", "30.3785"
Best possible,,, "01:28.1410", "27.8900", "31.0950", "29.1560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Nemaides"
"1 ", urd_t5_bayro_2018, no,"0", "04:41.9670", "218.7320", "32.9540", "30.2810",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:38.7110", "29.4340", "39.2620", "30.0150",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:31.4600", "29.1940", "31.9050", "30.3610",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:29.9840", "28.6630", "31.3740", "29.9470",  "F:M - R:M",     
Average,,,"02:20.5306", "76.5058", "33.8738", "30.1510"
Best possible,,, "01:29.9840", "28.6630", "31.3740", "29.9470"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"zelderan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"sharkeh"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Yames"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"misterbob"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Peketr"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"krs-1"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast 1"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast 2"
No laps for this driver


Qualify 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:23.7630", ""
"McLarenTim", "urd_t5_maures_2018", "01:23.8580", "0.095"
"McLarenTim", "urd_t5_maures_2018", "01:24.0030", "0.24"
"McLarenTim", "urd_t5_maures_2018", "01:24.2410", "0.478"
"PhotonBurst", "urd_t5_maures_2018", "01:24.5490", "0.786"
"gunciz", "urd_t5_bayro_2018", "01:24.7480", "0.985"
"Jekay", "urd_t5_bayro_2018", "01:24.8440", "1.081"
"Jekay", "urd_t5_bayro_2018", "01:24.9810", "1.218"
"PhotonBurst", "urd_t5_maures_2018", "01:25.0130", "1.25"
"JEMknight657", "urd_t5_bayro_2018", "01:25.3480", "1.585"
"gunciz", "urd_t5_bayro_2018", "01:25.3830", "1.62"
"gunciz", "urd_t5_bayro_2018", "01:25.4250", "1.662"
"Jekay", "urd_t5_bayro_2018", "01:25.4680", "1.705"
"PhotonBurst", "urd_t5_maures_2018", "01:25.6430", "1.88"
"bacsi97", "urd_t5_bayro_2018", "01:25.8440", "2.081"
"maestro", "urd_t5_bayro_2018", "01:25.8530", "2.09"
"McLarenTim", "urd_t5_maures_2018", "01:25.9030", "2.14"
"JEMknight657", "urd_t5_bayro_2018", "01:26.1250", "2.362"
"maestro", "urd_t5_bayro_2018", "01:26.1890", "2.426"
"maestro", "urd_t5_bayro_2018", "01:26.2130", "2.45"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:23.7630", ""
