'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "imola1994"
Pole, "Waffles(01:28.7350)"
Lasted laps, "7"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "lotus_98t", "Waffles", "5", "01:28.7350", "-",
"2",   "", "", "lotus_98t", "Electro", "5", "01:29.3200", "00:00.5850",
"3",   "", "", "lotus_98t", "MrGrinder", "6", "01:29.4050", "00:00.6700",
"4",   "", "", "lotus_98t", "Salzeder", "5", "01:29.7220", "00:00.9870",
"5",   "", "", "lotus_98t", "gunciz", "6", "01:29.9190", "00:01.1840",
"6",   "", "", "lotus_98t", "NotJames", "6", "01:29.9620", "00:01.2270",
"7",   "", "", "lotus_98t", "McLarenTim", "7", "01:30.4380", "00:01.7030",
"8",   "", "", "lotus_98t", "Trempale", "5", "01:31.1340", "00:02.3990",
"9",   "", "", "lotus_98t", "marzen224", "3", "01:33.3210", "00:04.5860",
"10",   "", "", "lotus_98t", "Viperion_NZ", "0", "-", "-",
"11",   "", "", "lotus_98t", "G, T", "0", "-", "-",
"12",   "", "", "lotus_49", "Broadcast", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", lotus_98t, no,"0", "01:55.3130", "38.4260", "40.3650", "36.5220",  "F:Q - R:Q",     
"2 ", lotus_98t, no,"0", "01:30.2460", "25.2650", "34.2950", "30.6860",  "F:Q - R:Q",     
"3 ", lotus_98t, no,"0", "01:49.0390", "43.8830", "34.9880", "30.1680",  "F:Q - R:Q",     
"4 ", lotus_98t, no,"0", "02:20.3520", "75.3990", "34.3800", "30.5730",  "F:Q - R:Q",     
"5 ", lotus_98t, no,"0", "01:28.7350", "24.9120", "33.6910", "30.1320",  "F:Q - R:Q",     
Average,,,"01:48.7370", "41.5770", "35.5438", "31.6162"
Best possible,,, "01:28.7350", "24.9120", "33.6910", "30.1320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Electro"
"1 ", lotus_98t, no,"0", "01:50.2440", "38.0720", "36.1450", "36.0270",  "F:Q - R:Q",     
"2 ", lotus_98t, no,"0", "01:29.3200", "25.1140", "34.0740", "30.1320",  "F:Q - R:Q",     
"3 ", lotus_98t, no,"0", "01:31.2660", "25.1780", "34.0610", "32.0270",  "F:Q - R:Q",     
"4 ", lotus_98t, no,"0", "01:31.5160", "25.0820", "34.9200", "31.5140",  "F:Q - R:Q",     
"5 ", lotus_98t, no,"0", "03:00.9590", "113.4730", "35.6220", "31.8640",  "F:Q - R:Q",     
Average,,,"01:52.6610", "45.3838", "34.9644", "32.3128"
Best possible,,, "01:29.2750", "25.0820", "34.0610", "30.1320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", lotus_98t, no,"0", "02:05.8030", "57.7770", "36.3960", "31.6300",  "F:Q - R:Q",     
"2 ", lotus_98t, no,"0", "01:30.6130", "25.4170", "34.1600", "31.0360",  "F:Q - R:Q",     
"3 ", lotus_98t, no,"0", "02:37.8300", "92.1700", "34.4030", "31.2570",  "F:Q - R:Q",     
"4 ", lotus_98t, no,"0", "01:29.4050", "25.2850", "33.8170", "30.3030",  "F:Q - R:Q",     
"5 ", lotus_98t, no,"0", "02:14.2420", "68.7810", "34.3930", "31.0680",  "F:Q - R:Q",     
"6 ", lotus_98t, no,"0", "01:30.5180", "25.1960", "34.5330", "30.7890",  "F:Q - R:Q",     
Average,,,"01:54.7351", "49.1043", "34.6170", "31.0138"
Best possible,,, "01:29.3160", "25.1960", "33.8170", "30.3030"

