'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "hockenheim_2018"
Pole, "McLarenTim(01:44.9640)"
Lasted laps, "6"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_porsche_cayman_gt4_clubsport", "McLarenTim", "6", "01:44.9640", "-",
"2",   "", "", "ks_porsche_cayman_gt4_clubsport", "PhotonBurst", "6", "01:45.0720", "00:00.1080",
"3",   "", "", "ks_porsche_cayman_gt4_clubsport", "Electro", "5", "01:45.1380", "00:00.1740",
"4",   "", "", "ks_porsche_cayman_gt4_clubsport", "gunciz", "5", "01:45.3890", "00:00.4250",
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.8070", "24.0060", "48.5050", "33.2960",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.5290", "24.0470", "48.4520", "33.0300",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.6570", "23.9950", "48.3790", "33.2830",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.7040", "24.0560", "48.4250", "33.2230",  "F:H - R:H",     
Average,,,"01:46.2981", "24.5422", "48.5590", "33.1969"
Best possible,,, "01:44.9870", "23.7310", "48.2800", "32.9760"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:51.7200", "30.0450", "48.6310", "33.0440",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.5240", "24.2900", "48.3210", "32.9130",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.4590", "24.5050", "48.9640", "32.9900",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.1080", "24.0170", "48.2580", "32.8330",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.5390", "25.3350", "49.7200", "33.4840",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.0000", "24.2480", "48.2810", "33.4710",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.6670", "23.9990", "48.9110", "35.7570",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.3230", "24.1080", "49.0090", "33.2060",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.3610", "24.1920", "49.1890", "32.9800",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.1220", "23.8120", "48.1140", "33.1960",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.6800", "24.3560", "48.2400", "33.0840",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.4090", "23.9290", "48.4160", "34.0640",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.6940", "24.1590", "48.6130", "32.9220",  "F:H - R:H",     
Average,,,"01:46.7389", "24.6919", "48.6667", "33.3803"
Best possible,,, "01:44.7590", "23.8120", "48.1140", "32.8330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:52.9680", "30.2660", "49.3390", "33.3630",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.5790", "24.0210", "48.3750", "33.1830",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.6600", "23.8760", "48.6630", "33.1210",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.1600", "23.8810", "48.2670", "33.0120",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.6590", "24.5750", "49.6720", "33.4120",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.7510", "24.0350", "48.4290", "33.2870",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.0880", "24.2290", "49.4370", "33.4220",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.8330", "25.2450", "49.3290", "33.2590",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.8190", "23.9860", "48.1990", "33.6340",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1500", "23.9440", "48.2260", "33.9800",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.5040", "23.8960", "48.2810", "33.3270",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8700", "23.9670", "48.3210", "34.5820",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8530", "24.2740", "48.7750", "33.8040",  "F:H - R:H",     
Average,,,"01:46.8380", "24.6304", "48.7164", "33.4912"
Best possible,,, "01:45.0870", "23.8760", "48.1990", "33.0120"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:53.9980", "30.7700", "49.2480", "33.9800",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.9310", "24.0850", "48.6770", "33.1690",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.3780", "23.9460", "48.1860", "33.2460",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.8260", "24.2190", "48.4200", "33.1870",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5520", "24.1750", "49.1760", "33.2010",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2730", "24.3950", "48.5870", "33.2910",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2860", "24.2700", "48.4740", "33.5420",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.8630", "24.5770", "49.8460", "33.4400",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.5600", "24.6610", "49.3470", "33.5520",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.8590", "24.2020", "48.2620", "33.3950",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2060", "24.4040", "48.6090", "33.1930",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2270", "24.1960", "48.6670", "33.3640",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.4380", "24.1730", "49.0770", "33.1880",  "F:H - R:H",     
Average,,,"01:46.9535", "24.7748", "48.8135", "33.3652"
Best possible,,, "01:45.3010", "23.9460", "48.1860", "33.1690"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:54.7510", "31.6040", "48.7490", "34.3980",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.0980", "24.2290", "48.5370", "33.3320",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.9750", "23.9980", "48.3750", "33.6020",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.3570", "24.2730", "48.5050", "33.5790",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.7370", "24.1710", "48.8160", "33.7500",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5510", "24.4350", "48.6530", "33.4630",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.7890", "24.1420", "49.0230", "33.6240",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.3500", "24.0220", "48.6630", "33.6650",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5500", "24.1740", "48.4420", "33.9340",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1170", "24.2390", "48.4750", "33.4030",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.9040", "24.1120", "48.5420", "33.2500",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5700", "24.1570", "48.6500", "33.7630",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.9890", "23.9280", "49.2660", "33.7950",  "F:H - R:H",     
Average,,,"01:47.0567", "24.7295", "48.6689", "33.6583"
Best possible,,, "01:45.5530", "23.9280", "48.3750", "33.2500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:54.9180", "31.9330", "48.9650", "34.0200",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.1540", "24.4890", "49.1030", "33.5620",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6950", "24.6060", "48.6980", "33.3910",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.1170", "24.3490", "49.0280", "33.7400",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.9410", "24.9460", "48.5230", "33.4720",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.0650", "24.2100", "48.6440", "33.2110",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6270", "24.3040", "48.7670", "33.5560",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6460", "24.5570", "48.6000", "33.4890",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6210", "24.7610", "48.7180", "33.1420",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.5620", "24.0980", "48.3130", "33.1510",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8360", "24.3190", "48.6850", "33.8320",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1730", "24.1640", "48.7080", "33.3010",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.7990", "24.0840", "48.6090", "33.1060",  "F:H - R:H",     
Average,,,"01:47.1658", "24.9862", "48.7201", "33.4595"
Best possible,,, "01:45.5030", "24.0840", "48.3130", "33.1060"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Georgin"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:55.1570", "32.4390", "48.8160", "33.9020",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.4710", "24.8240", "49.0050", "33.6420",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.6650", "24.4010", "49.7930", "33.4710",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.3390", "24.1210", "49.5130", "33.7050",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6840", "24.1770", "48.9240", "33.5830",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1070", "24.1080", "48.4420", "33.5570",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.7710", "24.2360", "48.6100", "33.9250",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6920", "24.2160", "48.7300", "33.7460",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1370", "24.0650", "48.6860", "33.3860",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.4610", "24.2140", "48.3890", "33.8580",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2620", "24.0610", "48.7080", "33.4930",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5800", "24.3070", "48.6400", "33.6330",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.7880", "24.1850", "48.4700", "34.1330",  "F:H - R:H",     
Average,,,"01:47.3934", "24.8734", "48.8251", "33.6949"
Best possible,,, "01:45.8360", "24.0610", "48.3890", "33.3860"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Salzeder"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:55.9080", "32.2570", "49.5540", "34.0970",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.1980", "24.5380", "49.0090", "33.6510",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6260", "24.2850", "48.7890", "33.5520",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.4680", "24.7040", "49.9680", "33.7960",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8970", "24.4930", "49.1620", "33.2420",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5020", "24.2110", "48.6540", "33.6370",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.4770", "24.2800", "48.7210", "33.4760",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6600", "24.2880", "48.7890", "33.5830",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.6920", "24.4940", "48.9420", "33.2560",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.5230", "24.2730", "48.5820", "33.6680",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.0720", "24.3110", "48.5380", "33.2230",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.2960", "24.2340", "48.4380", "33.6240",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.1500", "24.3630", "48.4470", "33.3400",  "F:H - R:H",     
Average,,,"01:47.4207", "24.9793", "48.8918", "33.5496"
Best possible,,, "01:45.8720", "24.2110", "48.4380", "33.2230"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Crosdale"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:57.2690", "32.6690", "50.1260", "34.4740",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.6560", "24.8520", "48.8290", "33.9750",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.5830", "24.4410", "49.2830", "33.8590",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:50.1820", "25.1860", "50.3820", "34.6140",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.1490", "24.8810", "48.8160", "34.4520",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.4850", "24.7520", "48.8260", "33.9070",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.9970", "24.7240", "48.9370", "34.3360",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.5570", "24.7450", "49.2160", "34.5960",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.1740", "24.6040", "49.6750", "33.8950",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.5260", "24.6600", "49.6890", "34.1770",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.8530", "24.7730", "48.8340", "34.2460",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.1750", "25.0060", "49.1310", "34.0380",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.0600", "24.7240", "48.9600", "34.3760",  "F:H - R:H",     
Average,,,"01:48.8973", "25.3859", "49.2849", "34.2265"
Best possible,,, "01:47.1160", "24.4410", "48.8160", "33.8590"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Echo51"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:05.3890", "42.1080", "49.0850", "34.1960",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.6040", "24.6740", "48.9200", "35.0100",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.3580", "24.4540", "48.8930", "34.0110",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.9010", "24.3080", "48.8430", "33.7500",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.5530", "24.4380", "48.5910", "34.5240",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.9270", "24.7450", "48.9560", "34.2260",  "F:H - R:H",     
"7 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.4480", "25.1930", "49.2710", "33.9840",  "F:H - R:H",     
"8 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.8530", "24.2380", "49.1360", "34.4790",  "F:H - R:H",     
"9 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.6490", "24.8390", "48.6180", "34.1920",  "F:H - R:H",     
"10 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8290", "24.5610", "48.5410", "33.7270",  "F:H - R:H",     
"11 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:46.8410", "24.2080", "48.7890", "33.8440",  "F:H - R:H",     
"12 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.2830", "24.8330", "48.6900", "33.7600",  "F:H - R:H",     
"13 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:47.1850", "24.4710", "48.7710", "33.9430",  "F:H - R:H",     
Average,,,"01:48.9093", "25.9285", "48.8542", "34.1266"
Best possible,,, "01:46.4760", "24.2080", "48.5410", "33.7270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
No laps for this driver


Race 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.8870", ""
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.9300", "0.043"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.9350", "0.048"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.9590", "0.072"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.9610", "0.074"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.9850", "0.098"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.0660", "0.179"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:45.1080", "0.221"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:45.1220", "0.235"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "01:45.1600", "0.273"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.1790", "0.292"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.1920", "0.305"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.1970", "0.31"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.2670", "0.38"
"Electro", "ks_porsche_cayman_gt4_clubsport", "01:45.2940", "0.407"
"Electro", "ks_porsche_cayman_gt4_clubsport", "01:45.3520", "0.465"
"NotJames", "ks_porsche_cayman_gt4_clubsport", "01:45.3780", "0.491"
"Electro", "ks_porsche_cayman_gt4_clubsport", "01:45.4010", "0.514"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:45.4020", "0.515"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "01:45.5040", "0.617"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:44.8870", ""
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:45.1080", "0.221"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "01:45.1600", "0.273"
"Electro", "ks_porsche_cayman_gt4_clubsport", "01:45.2940", "0.407"
"NotJames", "ks_porsche_cayman_gt4_clubsport", "01:45.3780", "0.491"
"MrGrinder", "ks_porsche_cayman_gt4_clubsport", "01:45.5620", "0.675"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "01:45.9040", "1.017"
"Salzeder", "ks_porsche_cayman_gt4_clubsport", "01:46.0720", "1.185"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "01:46.1070", "1.22"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "01:46.8290", "1.942"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "01:47.4850", "2.598"


Race 1 consistency
'======================
Driver, Vehicle, Consistency,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "99.80%  0.2105",
"Electro", "ks_porsche_cayman_gt4_clubsport", "99.48%  0.5437",
"gman197002", "ks_porsche_cayman_gt4_clubsport", "99.47%  0.5581",
"Georgin", "ks_porsche_cayman_gt4_clubsport", "99.34%  0.6975",
"Salzeder", "ks_porsche_cayman_gt4_clubsport", "99.34%  0.6997",
"Echo51", "ks_porsche_cayman_gt4_clubsport", "99.28%  0.7712",
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "99.27%  0.7797",
"MrGrinder", "ks_porsche_cayman_gt4_clubsport", "99.01%  1.0447",
"NotJames", "ks_porsche_cayman_gt4_clubsport", "98.98%  1.0785",
"gunciz", "ks_porsche_cayman_gt4_clubsport", "98.79%  1.2733",
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "98.74%  1.3264",
"Trempale", "ks_porsche_cayman_gt4_clubsport", "-",
"Waffles", "ks_porsche_cayman_gt4_clubsport", "-",




Race 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "23.7280", "-"
"Electro", "ks_porsche_cayman_gt4_clubsport", "23.7310", "0.0030"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "23.8120", "0.0840"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "23.8760", "0.1480"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "23.9280", "0.2000"
"NotJames", "ks_porsche_cayman_gt4_clubsport", "23.9460", "0.2180"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "24.0610", "0.3330"
"MrGrinder", "ks_porsche_cayman_gt4_clubsport", "24.0840", "0.3560"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "24.2080", "0.4800"
"Salzeder", "ks_porsche_cayman_gt4_clubsport", "24.2110", "0.4830"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "24.4410", "0.7130"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "48.0920", "-"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "48.1140", "0.0220"
"NotJames", "ks_porsche_cayman_gt4_clubsport", "48.1860", "0.0940"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "48.1990", "0.1070"
"Electro", "ks_porsche_cayman_gt4_clubsport", "48.2800", "0.1880"
"MrGrinder", "ks_porsche_cayman_gt4_clubsport", "48.3130", "0.2210"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "48.3750", "0.2830"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "48.3890", "0.2970"
"Salzeder", "ks_porsche_cayman_gt4_clubsport", "48.4380", "0.3460"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "48.5410", "0.4490"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "48.8160", "0.7240"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "32.7830", "-"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "32.8330", "0.0500"
"Electro", "ks_porsche_cayman_gt4_clubsport", "32.9760", "0.1930"
"gunciz", "ks_porsche_cayman_gt4_clubsport", "33.0120", "0.2290"
"MrGrinder", "ks_porsche_cayman_gt4_clubsport", "33.1060", "0.3230"
"NotJames", "ks_porsche_cayman_gt4_clubsport", "33.1690", "0.3860"
"Salzeder", "ks_porsche_cayman_gt4_clubsport", "33.2230", "0.4400"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "33.2500", "0.4670"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "33.3860", "0.6030"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "33.7270", "0.9440"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "33.8590", "1.0760"


Race 1 incidents worth reviewing
'======================
Date, Incident







'+++++++++++++++++++++
Race 2
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "hockenheim_2018"
Winner, "McLarenTim"
Led most laps, "McLarenTim"
Best lap, "McLarenTim (01:44.8200)"
Max laps, "13"
Lasted laps, "13"
Host, "Unknown"


Race 2 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "ks_porsche_cayman_gt4_clubsport", "McLarenTim", "13", "    22:51.6170", "01:44.8200", "99.71%", "12", "0", 
"2",  "", "", "ks_porsche_cayman_gt4_clubsport", "PhotonBurst", "13", "  '+00:07.0200", "01:45.2230", "99.64%", "0", "0", 
"3",  "", "", "ks_porsche_cayman_gt4_clubsport", "Electro", "13", "  '+00:07.5560", "01:45.1310", "99.47%", "0", "0", 
"4",  "", "", "ks_porsche_cayman_gt4_clubsport", "MrGrinder", "13", "  '+00:19.3770", "01:45.4680", "99.07%", "0", "0", 
"5",  "", "", "ks_porsche_cayman_gt4_clubsport", "NotJames", "13", "  '+00:22.9950", "01:45.6820", "99.34%", "0", "0", 
"6",  "", "", "ks_porsche_cayman_gt4_clubsport", "Georgin", "13", "  '+00:32.2870", "01:46.4450", "98.96%", "0", "0", 
