'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "vir, north course_prc"
Pole, "NotJames(01:36.8420)"
Lasted laps, "9"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_mazda_mx5_cup", "NotJames", "8", "01:36.8420", "-",
"2",   "", "", "ks_mazda_mx5_cup", "MrGrinder", "7", "01:37.1050", "00:00.2630",
"3",   "", "", "ks_mazda_mx5_cup", "McLarenTim", "9", "01:37.2720", "00:00.4300",
"4",   "", "", "ks_mazda_mx5_cup", "maestro", "8", "01:37.5420", "00:00.7000",
"5",   "", "", "ks_mazda_mx5_cup", "gunciz", "9", "01:37.5730", "00:00.7310",
"6",   "", "", "ks_mazda_mx5_cup", "NihonTiger", "9", "01:37.7930", "00:00.9510",
"7",   "", "", "ks_mazda_mx5_cup", "PhotonBurst", "9", "01:37.7950", "00:00.9530",
"8",   "", "", "ks_mazda_mx5_cup", "Salzeder", "9", "01:37.9240", "00:01.0820",
"maestro", "ks_mazda_mx5_cup", "01:37.6210", "0.779"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.6470", "0.805"
"maestro", "ks_mazda_mx5_cup", "01:37.6560", "0.814"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.7110", "0.869"
"NotJames", "ks_mazda_mx5_cup", "01:37.7520", "0.91"
"gunciz", "ks_mazda_mx5_cup", "01:37.7860", "0.944"
"NihonTiger", "ks_mazda_mx5_cup", "01:37.7930", "0.951"
"PhotonBurst", "ks_mazda_mx5_cup", "01:37.7950", "0.953"
"gunciz", "ks_mazda_mx5_cup", "01:37.7950", "0.953"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.8200", "0.978"
"NihonTiger", "ks_mazda_mx5_cup", "01:37.8420", "1"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"NotJames", "ks_mazda_mx5_cup", "01:36.8420", ""
"MrGrinder", "ks_mazda_mx5_cup", "01:37.1050", "0.263"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.2720", "0.43"
"maestro", "ks_mazda_mx5_cup", "01:37.5420", "0.7"
"gunciz", "ks_mazda_mx5_cup", "01:37.5730", "0.731"
"NihonTiger", "ks_mazda_mx5_cup", "01:37.7930", "0.951"
"PhotonBurst", "ks_mazda_mx5_cup", "01:37.7950", "0.953"
"Salzeder", "ks_mazda_mx5_cup", "01:37.9240", "1.082"
"Viperion_NZ", "ks_mazda_mx5_cup", "01:38.1630", "1.321"
"marzen224", "ks_mazda_mx5_cup", "01:38.1840", "1.342"
"Georgin", "ks_mazda_mx5_cup", "01:38.2490", "1.407"
"Waffles", "ks_mazda_mx5_cup", "01:38.2560", "1.414"
"nemaides", "ks_mazda_mx5_cup", "01:38.2630", "1.421"
"Trempale", "ks_mazda_mx5_cup", "01:38.3100", "1.468"
"Horanjo", "ks_mazda_mx5_cup", "01:41.5290", "4.687"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"maestro", "ks_mazda_mx5_cup", "99.53%  0.457",
"McLarenTim", "ks_mazda_mx5_cup", "99.50%  0.4855",
"marzen224", "ks_mazda_mx5_cup", "99.35%  0.636",
"Salzeder", "ks_mazda_mx5_cup", "99.23%  0.7532",
"Waffles", "ks_mazda_mx5_cup", "99.20%  0.7897",
"Trempale", "ks_mazda_mx5_cup", "99.19%  0.7925",
"Viperion_NZ", "ks_mazda_mx5_cup", "99.09%  0.8888",
"MrGrinder", "ks_mazda_mx5_cup", "99.05%  0.92",
"NotJames", "ks_mazda_mx5_cup", "98.65%  1.3028",
"PhotonBurst", "ks_mazda_mx5_cup", "98.60%  1.3657",
"gunciz", "ks_mazda_mx5_cup", "98.56%  1.4028",
"nemaides", "ks_mazda_mx5_cup", "98.26%  1.709",
"Georgin", "ks_mazda_mx5_cup", "98.18%  1.79",
"NihonTiger", "ks_mazda_mx5_cup", "97.14%  2.793",
"Horanjo", "ks_mazda_mx5_cup", "93.37%  6.7285",
"Electro", "ks_mazda_mx5_cup", "-",
"Jifu", "ks_mazda_mx5_cup", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"NotJames", "ks_mazda_mx5_cup", "44.3630", "-"
"MrGrinder", "ks_mazda_mx5_cup", "44.5140", "0.1510"
"McLarenTim", "ks_mazda_mx5_cup", "44.5950", "0.2320"
"NihonTiger", "ks_mazda_mx5_cup", "44.6880", "0.3250"
"PhotonBurst", "ks_mazda_mx5_cup", "44.7850", "0.4220"
"maestro", "ks_mazda_mx5_cup", "44.7910", "0.4280"
"gunciz", "ks_mazda_mx5_cup", "44.8150", "0.4520"
"Trempale", "ks_mazda_mx5_cup", "44.8400", "0.4770"
"marzen224", "ks_mazda_mx5_cup", "44.9360", "0.5730"
"Salzeder", "ks_mazda_mx5_cup", "44.9440", "0.5810"
"Waffles", "ks_mazda_mx5_cup", "45.0630", "0.7000"
"Viperion_NZ", "ks_mazda_mx5_cup", "45.1070", "0.7440"
"nemaides", "ks_mazda_mx5_cup", "45.2840", "0.9210"
"Georgin", "ks_mazda_mx5_cup", "45.3500", "0.9870"
"Horanjo", "ks_mazda_mx5_cup", "46.2920", "1.9290"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_mazda_mx5_cup", "21.4250", "-"
"nemaides", "ks_mazda_mx5_cup", "21.4430", "0.0180"
"MrGrinder", "ks_mazda_mx5_cup", "21.5010", "0.0760"
"NotJames", "ks_mazda_mx5_cup", "21.5780", "0.1530"
"Viperion_NZ", "ks_mazda_mx5_cup", "21.5860", "0.1610"
"gunciz", "ks_mazda_mx5_cup", "21.5960", "0.1710"
"PhotonBurst", "ks_mazda_mx5_cup", "21.6320", "0.2070"
"Waffles", "ks_mazda_mx5_cup", "21.6370", "0.2120"
"maestro", "ks_mazda_mx5_cup", "21.6490", "0.2240"
"Georgin", "ks_mazda_mx5_cup", "21.6820", "0.2570"
"NihonTiger", "ks_mazda_mx5_cup", "21.7350", "0.3100"
"marzen224", "ks_mazda_mx5_cup", "21.7350", "0.3100"
"Salzeder", "ks_mazda_mx5_cup", "21.8020", "0.3770"
"Trempale", "ks_mazda_mx5_cup", "22.0850", "0.6600"
"Horanjo", "ks_mazda_mx5_cup", "22.1940", "0.7690"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"MrGrinder", "ks_mazda_mx5_cup", "30.7890", "-"
"NotJames", "ks_mazda_mx5_cup", "30.9010", "0.1120"
"McLarenTim", "ks_mazda_mx5_cup", "30.9960", "0.2070"
"maestro", "ks_mazda_mx5_cup", "31.0060", "0.2170"
"gunciz", "ks_mazda_mx5_cup", "31.0450", "0.2560"
"PhotonBurst", "ks_mazda_mx5_cup", "31.0590", "0.2700"
"NihonTiger", "ks_mazda_mx5_cup", "31.1090", "0.3200"
"Georgin", "ks_mazda_mx5_cup", "31.1120", "0.3230"
"marzen224", "ks_mazda_mx5_cup", "31.1130", "0.3240"
"Salzeder", "ks_mazda_mx5_cup", "31.1450", "0.3560"
"Waffles", "ks_mazda_mx5_cup", "31.2210", "0.4320"
"Trempale", "ks_mazda_mx5_cup", "31.2490", "0.4600"
"nemaides", "ks_mazda_mx5_cup", "31.2980", "0.5090"
"Viperion_NZ", "ks_mazda_mx5_cup", "31.3250", "0.5360"
"Horanjo", "ks_mazda_mx5_cup", "32.7910", "2.0020"









'+++++++++++++++++++++
Race 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "vir, north course_prc"
Winner, "MrGrinder"
Led most laps, "MrGrinder"
Best lap, "NotJames (01:36.9400)"
Lasted laps, "10"
Host, "Unknown"


Race 1 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "ks_mazda_mx5_cup", "MrGrinder", "10", "    16:24.7050", "01:37.0280", "99.14%", "6", "0", 
"2",  "", "", "ks_mazda_mx5_cup", "NotJames", "10", "  '+00:00.6390", "01:36.9400", "98.94%", "3", "0", 
"3",  "", "", "ks_mazda_mx5_cup", "McLarenTim", "10", "  '+00:02.4500", "01:37.2280", "99.47%", "0", "0", 
"4",  "", "", "ks_mazda_mx5_cup", "maestro", "10", "  '+00:03.1620", "01:37.2410", "99.24%", "0", "0", 
"5",  "", "", "ks_mazda_mx5_cup", "gunciz", "10", "  '+00:07.6750", "01:37.7590", "99.51%", "0", "0", 
"6",  "", "", "ks_mazda_mx5_cup", "Waffles", "10", "  '+00:12.1490", "01:38.0290", "99.53%", "0", "0", 
"7",  "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "10", "  '+00:12.5480", "01:37.9430", "99.17%", "0", "0", 
"8",  "", "", "ks_mazda_mx5_cup", "Salzeder", "10", "  '+00:17.8420", "01:38.0610", "98.81%", "0", "0", 
"9",  "", "", "ks_mazda_mx5_cup", "NihonTiger", "10", "  '+00:22.9890", "01:38.3100", "98.28%", "0", "0", 
"10",  "", "", "ks_mazda_mx5_cup", "marzen224", "10", "  '+00:23.0660", "01:37.7920", "99.00%", "0", "0", 
"11",  "", "", "ks_mazda_mx5_cup", "PhotonBurst", "10", "  '+00:24.3830", "01:37.8320", "98.80%", "0", "0", 
"12",  "", "", "ks_mazda_mx5_cup", "Georgin", "10", "  '+00:34.5460", "01:38.5310", "97.38%", "0", "0", 
"13",  "", "", "ks_mazda_mx5_cup", "Trempale", "10", "  '+00:34.8850", "01:38.0350", "96.77%", "0", "0", 
"14",  "", "", "ks_mazda_mx5_cup", "nemaides", "10", "  '+00:51.9710", "01:37.9950", "98.48%", "0", "0", 
"15",  "", "", "ks_mazda_mx5_cup", "Horanjo", "10", "  '+01:05.4300", "01:41.9220", "98.28%", "0", "0", 
"16",  "", "", "ks_mazda_mx5_cup", "Electro", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "", "ks_mazda_mx5_cup", "Jifu", "0", " DNF", "-", "-", "0", "0", 


Race 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", ks_mazda_mx5_cup, no,"0", "01:44.7870", "52.2980", "21.7720", "30.7170",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.7290", "46.9930", "21.6990", "31.0370",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.0280", "44.5990", "21.7530", "30.6760",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:37.7060", "44.9260", "21.5950", "31.1850",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.1390", "44.6510", "21.5280", "30.9600",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.5810", "44.6830", "21.8920", "31.0060",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.2700", "45.0850", "21.6540", "31.5310",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.1260", "44.6920", "21.6040", "30.8300",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.8180", "45.1720", "21.7890", "30.8570",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.5510", "44.8550", "21.6720", "31.0240",  "F:H - R:H",     
Average,,,"01:38.4735", "45.7954", "21.6958", "30.9823"
Best possible,,, "01:36.8030", "44.5990", "21.5280", "30.6760"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", ks_mazda_mx5_cup, no,"0", "01:44.7030", "51.7920", "21.5900", "31.3210",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.0900", "46.1780", "21.7080", "31.2040",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.6000", "45.0400", "21.5780", "30.9820",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.1420", "45.5590", "21.7220", "30.8610",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.9640", "45.0080", "21.9610", "30.9950",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.6120", "44.5390", "22.1310", "30.9420",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.3170", "45.4470", "21.6260", "31.2440",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:36.9400", "44.5830", "21.4330", "30.9240",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.1510", "44.4120", "21.9060", "30.8330",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.8820", "44.8130", "21.7800", "31.2890",  "F:H - R:H",     
Average,,,"01:38.5401", "45.7371", "21.7435", "31.0595"
Best possible,,, "01:36.6780", "44.4120", "21.4330", "30.8330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_mazda_mx5_cup, no,"0", "01:48.0230", "54.5270", "22.2930", "31.2030",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:37.6160", "44.9030", "21.6900", "31.0230",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.9580", "44.8860", "21.7170", "31.3550",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.4980", "44.8090", "21.8160", "31.8730",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.9320", "45.1510", "21.6310", "31.1500",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.5230", "44.8690", "21.5460", "31.1080",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.5630", "44.7910", "21.4920", "31.2800",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.2850", "44.7200", "21.5240", "31.0410",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.5610", "44.8750", "21.6000", "31.0860",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.2280", "44.7130", "21.5230", "30.9920",  "F:H - R:H",     
Average,,,"01:38.7187", "45.8244", "21.6832", "31.2111"
Best possible,,, "01:37.1970", "44.7130", "21.4920", "30.9920"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
"1 ", ks_mazda_mx5_cup, no,"0", "01:46.8250", "53.7250", "21.7580", "31.3420",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.1190", "45.1770", "21.7170", "31.2250",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.0610", "44.8970", "22.1000", "31.0640",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:39.0850", "45.2150", "21.9430", "31.9270",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.4030", "45.5360", "21.7850", "31.0820",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.6950", "44.8600", "21.7670", "31.0680",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.5640", "44.6930", "21.7400", "31.1310",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.3940", "44.6770", "21.6760", "31.0410",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.4860", "44.6470", "21.6760", "31.1630",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.2410", "44.6090", "21.6180", "31.0140",  "F:H - R:H",     
Average,,,"01:38.7873", "45.8036", "21.7780", "31.2057"
Best possible,,, "01:37.2410", "44.6090", "21.6180", "31.0140"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", ks_mazda_mx5_cup, no,"0", "01:48.7660", "54.5000", "22.7610", "31.5050",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.4660", "45.0140", "21.7890", "31.6630",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.1130", "45.1170", "21.7440", "31.2520",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.2940", "44.8790", "22.1000", "31.3150",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.0310", "45.0110", "21.7630", "31.2570",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.7070", "45.6560", "21.7040", "31.3470",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.1010", "45.0320", "21.8790", "31.1900",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.7590", "44.8610", "21.6910", "31.2070",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:38.0070", "45.0140", "21.8250", "31.1680",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:38.1530", "44.9770", "21.9650", "31.2110",  "F:H - R:H",     
Average,,,"01:39.2397", "46.0061", "21.9221", "31.3115"
Best possible,,, "01:37.7200", "44.8610", "21.6910", "31.1680"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", ks_mazda_mx5_cup, no,"0", "01:50.9330", "56.7490", "22.5900", "31.5940",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.8180", "45.5560", "22.0190", "31.2430",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.0510", "45.0320", "21.8930", "31.1260",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.3140", "45.1470", "22.0130", "31.1540",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.0290", "44.9610", "21.8420", "31.2260",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.0880", "44.9780", "21.8080", "31.3020",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.0630", "45.0400", "21.8290", "31.1940",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.6420", "45.1110", "22.2830", "31.2480",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:39.3090", "45.5250", "22.2520", "31.5320",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:38.5990", "45.4000", "21.8380", "31.3610",  "F:H - R:H",     
Average,,,"01:39.6846", "46.3499", "22.0367", "31.2980"
Best possible,,, "01:37.8950", "44.9610", "21.8080", "31.1260"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", ks_mazda_mx5_cup, no,"0", "01:49.3110", "54.6710", "22.8880", "31.7520",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.1800", "46.0980", "21.6900", "31.3920",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.6390", "45.3960", "21.6540", "31.5890",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.1930", "45.2100", "21.9060", "31.0770",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.2300", "45.1260", "21.7980", "31.3060",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.9430", "44.9880", "21.6040", "31.3510",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.4040", "45.2230", "21.8470", "31.3340",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.7980", "45.3120", "21.8060", "31.6800",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:39.4930", "45.4570", "22.2800", "31.7560",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.0780", "46.0450", "21.6050", "31.4280",  "F:H - R:H",     
Average,,,"01:39.7269", "46.3526", "21.9078", "31.4665"
Best possible,,, "01:37.6690", "44.9880", "21.6040", "31.0770"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Salzeder"
"1 ", ks_mazda_mx5_cup, no,"0", "01:50.6900", "55.9530", "23.1560", "31.5810",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.8350", "46.5330", "21.9370", "31.3650",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.0610", "45.1140", "21.8430", "31.1040",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.8110", "45.1070", "22.1040", "31.6000",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.5180", "45.3230", "21.9060", "31.2890",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.9160", "45.3610", "22.1630", "31.3920",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:39.2870", "45.4270", "22.2880", "31.5720",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:39.0790", "45.7410", "21.9600", "31.3780",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:40.3010", "46.4540", "22.3250", "31.5220",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.0610", "45.1380", "21.9910", "31.9320",  "F:H - R:H",     
Average,,,"01:40.2559", "46.6151", "22.1673", "31.4735"
Best possible,,, "01:38.0540", "45.1070", "21.8430", "31.1040"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", ks_mazda_mx5_cup, no,"0", "01:49.4140", "55.0040", "22.9190", "31.4910",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:44.8460", "51.2510", "22.0240", "31.5710",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.7060", "45.5340", "21.8790", "31.2930",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:39.3330", "46.0980", "21.9510", "31.2840",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:40.3230", "46.7640", "22.0500", "31.5090",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.8730", "45.3910", "21.9510", "31.5310",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.4580", "45.2460", "21.9410", "31.2710",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.4740", "45.1220", "21.8980", "31.4540",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:38.3100", "45.2550", "21.8430", "31.2120",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:41.0240", "45.4270", "22.0640", "33.5330",  "F:H - R:H",     
Average,,,"01:40.7761", "47.1092", "22.0520", "31.6149"
Best possible,,, "01:38.1770", "45.1220", "21.8430", "31.2120"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"marzen224"
"1 ", ks_mazda_mx5_cup, no,"0", "01:59.8080", "65.2000", "22.7660", "31.8420",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.8360", "45.9490", "22.1440", "31.7430",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:39.0110", "45.3630", "22.4090", "31.2390",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.9570", "45.4430", "22.0640", "31.4500",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.7820", "45.6150", "21.9370", "31.2300",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.0340", "45.2130", "21.8160", "31.0050",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.5670", "45.5350", "21.8740", "31.1580",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.7920", "44.9980", "21.6540", "31.1400",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:38.0060", "45.2080", "21.9650", "30.8330",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.0020", "45.1820", "21.7270", "32.0930",  "F:H - R:H",     
Average,,,"01:40.7795", "47.3706", "22.0356", "31.3733"
Best possible,,, "01:37.4850", "44.9980", "21.6540", "30.8330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_mazda_mx5_cup, no,"0", "01:59.1990", "55.7120", "22.8700", "40.6170",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:42.0060", "48.6800", "22.0100", "31.3160",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:40.2410", "46.4490", "22.5450", "31.2470",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.5430", "45.1460", "21.7440", "31.6530",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.8320", "44.9080", "21.6490", "31.2750",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.0670", "45.1370", "21.7670", "31.1630",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:38.1360", "45.1210", "21.8020", "31.2130",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.0270", "44.9410", "21.9110", "31.1750",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.9000", "44.8580", "21.7890", "31.2530",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.1400", "44.7710", "21.9520", "32.4170",  "F:H - R:H",     
Average,,,"01:40.9091", "46.5723", "22.0039", "32.3329"
Best possible,,, "01:37.5830", "44.7710", "21.6490", "31.1630"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Georgin"
"1 ", ks_mazda_mx5_cup, no,"0", "01:51.8180", "56.8690", "23.2240", "31.7250",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.5520", "46.0690", "22.0810", "31.4020",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.5310", "45.3240", "21.8340", "31.3730",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:39.4030", "45.7400", "22.3120", "31.3510",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:48.7660", "45.6170", "21.8930", "41.2560",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.8440", "46.0900", "21.6310", "31.1230",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:44.1340", "50.8990", "21.7980", "31.4370",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:39.6440", "45.8240", "22.3290", "31.4910",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:39.0340", "45.8170", "21.8470", "31.3700",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.5540", "45.6220", "22.2260", "31.7060",  "F:H - R:H",     
Average,,,"01:41.9280", "47.3871", "22.1175", "32.4234"
