Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_mazda_mx5_cup", "marzen224", "7", "01:36.5010", "-",
"2",   "", "", "ks_mazda_mx5_cup", "PhotonBurst", "8", "01:36.8910", "00:00.3900",
"3",   "", "", "ks_mazda_mx5_cup", "gunciz", "9", "01:36.9430", "00:00.4420",
"4",   "", "", "ks_mazda_mx5_cup", "Georgin", "7", "01:37.0680", "00:00.5670",
"5",   "", "", "ks_mazda_mx5_cup", "Salzeder", "9", "01:37.1010", "00:00.6000",
"6",   "", "", "ks_mazda_mx5_cup", "Waffles", "7", "01:37.1190", "00:00.6180",
"7",   "", "", "ks_mazda_mx5_cup", "McLarenTim", "7", "01:37.1440", "00:00.6430",
"8",   "", "", "ks_mazda_mx5_cup", "NihonTiger", "9", "01:37.2170", "00:00.7160",
"9",   "", "", "ks_mazda_mx5_cup", "nemaides", "7", "01:37.3300", "00:00.8290",
"10",   "", "", "ks_mazda_mx5_cup", "MrGrinder", "7", "01:37.4610", "00:00.9600",
"11",   "", "", "ks_mazda_mx5_cup", "maestro", "8", "01:37.5050", "00:01.0040",
"12",   "", "", "ks_mazda_mx5_cup", "xPsychedelix", "7", "01:37.6760", "00:01.1750",
"13",   "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "4", "01:37.7470", "00:01.2460",
"14",   "", "", "ks_mazda_mx5_cup", "NotJames", "7", "01:37.9260", "00:01.4250",
"15",   "", "", "ks_mazda_mx5_cup", "Smartpipe", "8", "01:38.0710", "00:01.5700",
"16",   "", "", "ks_mazda_mx5_cup", "Barricade", "7", "01:39.9330", "00:03.4320",
"17",   "", "", "ks_mazda_mx5_cup", "Horanjo", "8", "01:40.1490", "00:03.6480",
"18",   "", "", "ks_mazda_mx5_cup", "Jifu", "8", "01:42.2200", "00:05.7190",
"19",   "", "", "ks_mazda_mx5_cup", "JEMknight657", "0", "-", "-",
"20",   "", "", "ks_mazda_mx5_cup", "Trempale", "0", "-", "-",
"21",   "", "", "ks_mazda_mx5_cup", "Electro", "0", "-", "-",

Qualify laps
'======================
"4 ", ks_mazda_mx5_cup, no,"0", "01:43.0140", "49.4140", "38.8030", "14.7970",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.9680", "45.6300", "38.5960", "14.7420",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.9780", "45.6990", "38.5370", "14.7420",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:41.8640", "47.7300", "39.4960", "14.6380",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.0710", "45.0520", "38.3720", "14.6470",  "F:H - R:H",     
Average,,,"01:41.0673", "47.5540", "38.7673", "14.7460"
Best possible,,, "01:37.9710", "45.0520", "38.2810", "14.6380"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Barricade"
"1 ", ks_mazda_mx5_cup, no,"0", "02:06.8550", "73.4170", "38.7310", "14.7070",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:40.7860", "46.5110", "39.0690", "15.2060",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:40.3290", "46.5310", "38.6870", "15.1110",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:54.5070", "60.4700", "39.1320", "14.9050",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:40.0520", "45.8910", "39.2750", "14.8860",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "02:00.3010", "46.2530", "59.2840", "14.7640",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:39.9330", "46.0630", "38.7950", "15.0750",  "F:H - R:H",     
Average,,,"01:48.9662", "52.1623", "41.8533", "14.9506"
Best possible,,, "01:39.2850", "45.8910", "38.6870", "14.7070"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Horanjo"
"1 ", ks_mazda_mx5_cup, no,"0", "02:34.9700", "100.5660", "39.5590", "14.8450",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:40.2090", "46.3800", "39.0050", "14.8240",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:42.4380", "45.9670", "41.4490", "15.0220",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:40.3400", "47.1410", "38.5480", "14.6510",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:40.9330", "47.5040", "38.8670", "14.5620",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:53.0010", "46.5850", "51.7910", "14.6250",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:40.4350", "47.0340", "38.8710", "14.5300",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:40.1490", "46.0580", "39.2670", "14.8240",  "F:H - R:H",     
Average,,,"01:49.0594", "53.4044", "40.9196", "14.7354"
Best possible,,, "01:39.0450", "45.9670", "38.5480", "14.5300"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jifu"
"1 ", ks_mazda_mx5_cup, no,"0", "01:52.4110", "56.4490", "41.0580", "14.9040",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:45.6660", "47.1570", "40.9680", "17.5410",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:42.5090", "47.2540", "40.0410", "15.2140",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:42.2200", "47.3510", "39.7360", "15.1330",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:45.4900", "47.1210", "42.8040", "15.5650",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:44.5540", "48.6960", "40.9360", "14.9220",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:42.5380", "47.4440", "39.9110", "15.1830",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:43.0640", "47.1250", "39.9460", "15.9930",  "F:H - R:H",     
Average,,,"01:44.8065", "48.5746", "40.6750", "15.5569"
Best possible,,, "01:41.7610", "47.1210", "39.7360", "14.9040"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Electro"
No laps for this driver


Qualify best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"marzen224", "ks_mazda_mx5_cup", "01:36.5010", ""
"marzen224", "ks_mazda_mx5_cup", "01:36.7630", "0.262"
"PhotonBurst", "ks_mazda_mx5_cup", "01:36.8910", "0.39"
"marzen224", "ks_mazda_mx5_cup", "01:36.8960", "0.395"
"gunciz", "ks_mazda_mx5_cup", "01:36.9430", "0.442"
"gunciz", "ks_mazda_mx5_cup", "01:36.9430", "0.442"
"Georgin", "ks_mazda_mx5_cup", "01:37.0680", "0.567"
"Salzeder", "ks_mazda_mx5_cup", "01:37.1010", "0.6"
"Waffles", "ks_mazda_mx5_cup", "01:37.1190", "0.618"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.1440", "0.643"
"gunciz", "ks_mazda_mx5_cup", "01:37.1650", "0.664"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.1810", "0.68"
"NihonTiger", "ks_mazda_mx5_cup", "01:37.2170", "0.716"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.2270", "0.726"
"gunciz", "ks_mazda_mx5_cup", "01:37.2280", "0.727"
"marzen224", "ks_mazda_mx5_cup", "01:37.2770", "0.776"
"gunciz", "ks_mazda_mx5_cup", "01:37.2780", "0.777"
"PhotonBurst", "ks_mazda_mx5_cup", "01:37.3000", "0.799"
"nemaides", "ks_mazda_mx5_cup", "01:37.3300", "0.829"
"PhotonBurst", "ks_mazda_mx5_cup", "01:37.3410", "0.84"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"marzen224", "ks_mazda_mx5_cup", "01:36.5010", ""
"PhotonBurst", "ks_mazda_mx5_cup", "01:36.8910", "0.39"
"gunciz", "ks_mazda_mx5_cup", "01:36.9430", "0.442"
"Georgin", "ks_mazda_mx5_cup", "01:37.0680", "0.567"
"Salzeder", "ks_mazda_mx5_cup", "01:37.1010", "0.6"
"Waffles", "ks_mazda_mx5_cup", "01:37.1190", "0.618"
"McLarenTim", "ks_mazda_mx5_cup", "01:37.1440", "0.643"
"NihonTiger", "ks_mazda_mx5_cup", "01:37.2170", "0.716"
"nemaides", "ks_mazda_mx5_cup", "01:37.3300", "0.829"
"MrGrinder", "ks_mazda_mx5_cup", "01:37.4610", "0.96"
"maestro", "ks_mazda_mx5_cup", "01:37.5050", "1.004"
"xPsychedelix", "ks_mazda_mx5_cup", "01:37.6760", "1.175"
"Viperion_NZ", "ks_mazda_mx5_cup", "01:37.7470", "1.246"
"NotJames", "ks_mazda_mx5_cup", "01:37.9260", "1.425"
"Smartpipe", "ks_mazda_mx5_cup", "01:38.0710", "1.57"
"Barricade", "ks_mazda_mx5_cup", "01:39.9330", "3.432"
"Horanjo", "ks_mazda_mx5_cup", "01:40.1490", "3.648"
"Jifu", "ks_mazda_mx5_cup", "01:42.2200", "5.719"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"McLarenTim", "ks_mazda_mx5_cup", "99.78%  0.2095",
"maestro", "ks_mazda_mx5_cup", "99.73%  0.261",
"Viperion_NZ", "ks_mazda_mx5_cup", "99.40%  0.583",
"xPsychedelix", "ks_mazda_mx5_cup", "99.38%  0.6045",
"marzen224", "ks_mazda_mx5_cup", "99.37%  0.6077",
"gunciz", "ks_mazda_mx5_cup", "99.35%  0.6322",
"Waffles", "ks_mazda_mx5_cup", "99.25%  0.7278",
"MrGrinder", "ks_mazda_mx5_cup", "98.23%  1.7215",
"Georgin", "ks_mazda_mx5_cup", "98.21%  1.7405",
"Jifu", "ks_mazda_mx5_cup", "98.29%  1.7502",
"Smartpipe", "ks_mazda_mx5_cup", "97.96%  2.0045",
"Horanjo", "ks_mazda_mx5_cup", "97.26%  2.7437",
"PhotonBurst", "ks_mazda_mx5_cup", "96.22%  3.6668",
"nemaides", "ks_mazda_mx5_cup", "96.02%  3.8698",
"NihonTiger", "ks_mazda_mx5_cup", "95.81%  4.0756",
"NotJames", "ks_mazda_mx5_cup", "93.79%  6.079",
"Barricade", "ks_mazda_mx5_cup", "92.73%  7.262",
"Salzeder", "ks_mazda_mx5_cup", "91.76%  8.0027",
"JEMknight657", "ks_mazda_mx5_cup", "-",
"Trempale", "ks_mazda_mx5_cup", "-",
"Electro", "ks_mazda_mx5_cup", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"marzen224", "ks_mazda_mx5_cup", "44.4050", "-"
"PhotonBurst", "ks_mazda_mx5_cup", "44.6820", "0.2770"
"gunciz", "ks_mazda_mx5_cup", "44.6940", "0.2890"
"NihonTiger", "ks_mazda_mx5_cup", "44.7250", "0.3200"
"McLarenTim", "ks_mazda_mx5_cup", "44.7590", "0.3540"
"Salzeder", "ks_mazda_mx5_cup", "44.7610", "0.3560"
"maestro", "ks_mazda_mx5_cup", "44.8110", "0.4060"
"Georgin", "ks_mazda_mx5_cup", "44.8450", "0.4400"
"nemaides", "ks_mazda_mx5_cup", "44.8560", "0.4510"
"Waffles", "ks_mazda_mx5_cup", "44.8860", "0.4810"
"Viperion_NZ", "ks_mazda_mx5_cup", "44.9620", "0.5570"
"MrGrinder", "ks_mazda_mx5_cup", "44.9770", "0.5720"
"Smartpipe", "ks_mazda_mx5_cup", "45.0520", "0.6470"
"xPsychedelix", "ks_mazda_mx5_cup", "45.1070", "0.7020"
"NotJames", "ks_mazda_mx5_cup", "45.1140", "0.7090"
"Barricade", "ks_mazda_mx5_cup", "45.8910", "1.4860"
"Horanjo", "ks_mazda_mx5_cup", "45.9670", "1.5620"
"Jifu", "ks_mazda_mx5_cup", "47.1210", "2.7160"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"marzen224", "ks_mazda_mx5_cup", "37.3820", "-"
"NihonTiger", "ks_mazda_mx5_cup", "37.6690", "0.2870"
"PhotonBurst", "ks_mazda_mx5_cup", "37.6740", "0.2920"
"gunciz", "ks_mazda_mx5_cup", "37.6820", "0.3000"
"McLarenTim", "ks_mazda_mx5_cup", "37.7330", "0.3510"
"Waffles", "ks_mazda_mx5_cup", "37.7410", "0.3590"
"Salzeder", "ks_mazda_mx5_cup", "37.7420", "0.3600"
"maestro", "ks_mazda_mx5_cup", "37.7460", "0.3640"
"nemaides", "ks_mazda_mx5_cup", "37.7730", "0.3910"
"MrGrinder", "ks_mazda_mx5_cup", "37.8080", "0.4260"
"Georgin", "ks_mazda_mx5_cup", "37.8410", "0.4590"
"xPsychedelix", "ks_mazda_mx5_cup", "37.9310", "0.5490"
"NotJames", "ks_mazda_mx5_cup", "38.0070", "0.6250"
"Viperion_NZ", "ks_mazda_mx5_cup", "38.0830", "0.7010"
"Smartpipe", "ks_mazda_mx5_cup", "38.2810", "0.8990"
"Horanjo", "ks_mazda_mx5_cup", "38.5480", "1.1660"
"Barricade", "ks_mazda_mx5_cup", "38.6870", "1.3050"
"Jifu", "ks_mazda_mx5_cup", "39.7360", "2.3540"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"marzen224", "ks_mazda_mx5_cup", "14.3510", "-"
"Georgin", "ks_mazda_mx5_cup", "14.3680", "0.0170"
"Waffles", "ks_mazda_mx5_cup", "14.3690", "0.0180"
"nemaides", "ks_mazda_mx5_cup", "14.3960", "0.0450"
"maestro", "ks_mazda_mx5_cup", "14.4050", "0.0540"
"gunciz", "ks_mazda_mx5_cup", "14.4310", "0.0800"
"McLarenTim", "ks_mazda_mx5_cup", "14.4410", "0.0900"
"NihonTiger", "ks_mazda_mx5_cup", "14.4580", "0.1070"
"PhotonBurst", "ks_mazda_mx5_cup", "14.4670", "0.1160"
"Viperion_NZ", "ks_mazda_mx5_cup", "14.5040", "0.1530"
"MrGrinder", "ks_mazda_mx5_cup", "14.5040", "0.1530"
"xPsychedelix", "ks_mazda_mx5_cup", "14.5160", "0.1650"
"Horanjo", "ks_mazda_mx5_cup", "14.5300", "0.1790"
"Salzeder", "ks_mazda_mx5_cup", "14.5480", "0.1970"
"NotJames", "ks_mazda_mx5_cup", "14.5530", "0.2020"
"Smartpipe", "ks_mazda_mx5_cup", "14.6380", "0.2870"
"Barricade", "ks_mazda_mx5_cup", "14.7070", "0.3560"
"Jifu", "ks_mazda_mx5_cup", "14.9040", "0.5530"


Qualify incidents worth reviewing
'======================
Date, Incident







'+++++++++++++++++++++
Race 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "oulton_park, island_prc"
Winner, "PhotonBurst"
Led most laps, "PhotonBurst"
Best lap, "PhotonBurst (01:36.9780)"
Lasted laps, "10"
Host, "Unknown"


Race 1 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "", "ks_mazda_mx5_cup", "PhotonBurst", "10", "    16:17.8300", "01:36.9780", "99.72%", "9", "0", 
"2",  "", "", "ks_mazda_mx5_cup", "Waffles", "10", "  '+00:04.6530", "01:37.2210", "99.57%", "0", "0", 
"3",  "", "", "ks_mazda_mx5_cup", "McLarenTim", "10", "  '+00:06.3390", "01:37.2170", "99.59%", "0", "0", 
"4",  "", "", "ks_mazda_mx5_cup", "gunciz", "10", "  '+00:06.7560", "01:37.0800", "99.41%", "0", "0", 
"5",  "", "", "ks_mazda_mx5_cup", "NihonTiger", "10", "  '+00:11.1970", "01:37.4900", "99.42%", "0", "0", 
"6",  "", "", "ks_mazda_mx5_cup", "Viperion_NZ", "10", "  '+00:20.1320", "01:38.3450", "99.53%", "0", "0", 
"7",  "", "", "ks_mazda_mx5_cup", "maestro", "10", "  '+00:26.0200", "01:37.2020", "98.38%", "0", "0", 
"8",  "", "", "ks_mazda_mx5_cup", "Horanjo", "10", "  '+00:27.3080", "01:38.7890", "99.22%", "0", "0", 
"9",  "", "", "ks_mazda_mx5_cup", "nemaides", "10", "  '+00:28.0300", "01:38.0840", "99.12%", "0", "0", 
"10",  "", "", "ks_mazda_mx5_cup", "marzen224", "10", "  '+00:29.0320", "01:37.2200", "98.10%", "0", "0", 
"11",  "", "", "ks_mazda_mx5_cup", "Smartpipe", "10", "  '+00:34.3190", "01:38.6090", "98.70%", "0", "0", 
"12",  "", "", "ks_mazda_mx5_cup", "Salzeder", "10", "  '+00:35.4390", "01:37.5500", "98.50%", "0", "0", 
"13",  "", "", "ks_mazda_mx5_cup", "NotJames", "10", "  '+00:43.3650", "01:38.4240", "97.65%", "0", "0", 
"14",  "", "", "ks_mazda_mx5_cup", "xPsychedelix", "10", "  '+00:44.1680", "01:38.3310", "97.46%", "0", "0", 
"15",  "", "", "ks_mazda_mx5_cup", "MrGrinder", "10", "  '+00:46.6710", "01:37.5660", "96.25%", "0", "0", 
"16",  "", "", "ks_mazda_mx5_cup", "Barricade", "10", "  '+00:57.6070", "01:39.2290", "96.17%", "0", "0", 
"17",  "", "", "ks_mazda_mx5_cup", "Jifu", "10", "  '+01:36.0340", "01:43.0020", "96.22%", "0", "0", 
"18",  "", "", "ks_mazda_mx5_cup", "Georgin", "9", "  '+03:01.8650", "01:37.6540", "98.02%", "0", "0", 
"19",  "", "", "ks_mazda_mx5_cup", "Trempale", "0", " DNF", "-", "-", "0", "0", 
"20",  "", "", "ks_mazda_mx5_cup", "Electro", "0", " DNF", "-", "-", "0", "0", 
"21",  "", "", "ks_mazda_mx5_cup", "JEMknight657", "0", " DNF", "-", "-", "0", "0", 


Race 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_mazda_mx5_cup, no,"0", "01:42.8490", "50.7200", "37.6480", "14.4810",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:37.1450", "44.8460", "37.7730", "14.5260",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:36.9780", "44.8090", "37.6970", "14.4720",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:37.1100", "44.9810", "37.6340", "14.4950",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.4200", "45.2970", "37.6650", "14.4580",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.0970", "44.8170", "37.7230", "14.5570",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.1310", "44.9210", "37.6830", "14.5270",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.5280", "45.0170", "38.0080", "14.5030",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.4030", "45.0780", "37.7770", "14.5480",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.1840", "45.0340", "37.6380", "14.5120",  "F:H - R:H",     
Average,,,"01:37.7845", "45.5520", "37.7246", "14.5079"
Best possible,,, "01:36.9010", "44.8090", "37.6340", "14.4580"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", ks_mazda_mx5_cup, no,"0", "01:44.1720", "51.8900", "37.7830", "14.4990",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:37.3030", "44.9770", "37.9170", "14.4090",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.6870", "45.1230", "37.9930", "14.5710",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:37.9800", "45.1760", "38.3540", "14.4500",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.5050", "45.0620", "38.6780", "14.7650",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.3930", "45.1160", "37.8180", "14.4590",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.3050", "44.8880", "37.6340", "14.7830",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.2310", "45.1970", "37.6340", "14.4000",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.6820", "45.2210", "37.9720", "14.4890",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.2210", "44.9400", "37.6920", "14.5890",  "F:H - R:H",     
Average,,,"01:38.2479", "45.7590", "37.9475", "14.5414"
Best possible,,, "01:36.9220", "44.8880", "37.6340", "14.4000"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_mazda_mx5_cup, no,"0", "01:46.0890", "52.3630", "39.1450", "14.5810",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:37.8840", "45.0270", "38.2630", "14.5940",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.4960", "45.0360", "37.8800", "14.5800",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:37.2880", "45.0250", "37.8360", "14.4270",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.2240", "44.9650", "37.7410", "14.5180",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.6580", "45.9710", "38.0660", "14.6210",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.3620", "45.2690", "37.6120", "14.4810",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.2170", "44.7480", "37.8990", "14.5700",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.6930", "45.3270", "37.7770", "14.5890",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.2820", "44.9290", "37.8180", "14.5350",  "F:H - R:H",     
Average,,,"01:38.4193", "45.8660", "38.0037", "14.5496"
Best possible,,, "01:36.7870", "44.7480", "37.6120", "14.4270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", ks_mazda_mx5_cup, no,"0", "01:46.3270", "53.4570", "38.3930", "14.4770",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.1320", "45.3480", "38.1870", "14.5970",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.5760", "45.3220", "37.7550", "14.4990",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:37.2680", "45.0460", "37.7190", "14.5030",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:37.0850", "45.0160", "37.6020", "14.4670",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.3110", "45.1100", "37.7690", "14.4320",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.7930", "45.4850", "37.8280", "14.4800",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:37.5360", "45.0200", "37.7820", "14.7340",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:38.4910", "46.0570", "37.9210", "14.5130",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.0800", "44.8350", "37.7270", "14.5180",  "F:H - R:H",     
Average,,,"01:38.4599", "46.0696", "37.8683", "14.5220"
Best possible,,, "01:36.8690", "44.8350", "37.6020", "14.4320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", ks_mazda_mx5_cup, no,"0", "01:47.1670", "54.1250", "38.2240", "14.8180",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.8700", "45.2620", "38.5880", "15.0200",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:37.8280", "45.3270", "37.8400", "14.6610",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.1330", "45.4420", "38.0970", "14.5940",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.4320", "45.5440", "38.1780", "14.7100",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:37.8150", "45.2590", "37.9890", "14.5670",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:37.4960", "44.9230", "37.8000", "14.7730",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:38.0940", "45.1920", "38.1150", "14.7870",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:37.7660", "44.9500", "38.1370", "14.6790",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:37.4900", "44.8850", "37.9000", "14.7050",  "F:H - R:H",     
Average,,,"01:38.9091", "46.0909", "38.0868", "14.7314"
Best possible,,, "01:37.2520", "44.8850", "37.8000", "14.5670"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", ks_mazda_mx5_cup, no,"0", "01:49.2080", "54.9650", "39.4650", "14.7780",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:38.4710", "45.3810", "38.3760", "14.7140",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.3450", "45.1550", "38.4530", "14.7370",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:38.4760", "45.1870", "38.5070", "14.7820",  "F:H - R:H",     
"5 ", ks_mazda_mx5_cup, no,"0", "01:38.5640", "45.6810", "38.2090", "14.6740",  "F:H - R:H",     
"6 ", ks_mazda_mx5_cup, no,"0", "01:38.3720", "45.2500", "38.4570", "14.6650",  "F:H - R:H",     
"7 ", ks_mazda_mx5_cup, no,"0", "01:39.3800", "46.0370", "38.6200", "14.7230",  "F:H - R:H",     
"8 ", ks_mazda_mx5_cup, no,"0", "01:39.5060", "45.9740", "38.8270", "14.7050",  "F:H - R:H",     
"9 ", ks_mazda_mx5_cup, no,"0", "01:38.5880", "45.3490", "38.5510", "14.6880",  "F:H - R:H",     
"10 ", ks_mazda_mx5_cup, no,"0", "01:39.0700", "45.6690", "38.6230", "14.7780",  "F:H - R:H",     
Average,,,"01:39.7980", "46.4648", "38.6088", "14.7244"
Best possible,,, "01:38.0290", "45.1550", "38.2090", "14.6650"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"maestro"
"1 ", ks_mazda_mx5_cup, no,"0", "01:56.4290", "60.0180", "40.7420", "15.6690",  "F:H - R:H",     
"2 ", ks_mazda_mx5_cup, no,"0", "01:39.9660", "46.7760", "38.3850", "14.8050",  "F:H - R:H",     
"3 ", ks_mazda_mx5_cup, no,"0", "01:38.7070", "45.8370", "38.1820", "14.6880",  "F:H - R:H",     
"4 ", ks_mazda_mx5_cup, no,"0", "01:39.2670", "45.6810", "38.9340", "14.6520",  "F:H - R:H",     
