'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "anderstorp2007"
"
Best lap, "McLarenTim (01:21.5370)"
Lasted laps, "6"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "urd_t5_maures_2018", "McLarenTim", "3", "01:21.5370", "-",
"2",   "", "", "urd_t5_maures_2018", "PhotonBurst", "5", "01:21.8360", "00:00.2990",
"3",   "", "", "urd_t5_aura_2018", "gunciz", "5", "01:22.8200", "00:01.2830",
"4",   "", "", "urd_t5_bayro_2018", "NihonTiger", "6", "01:24.6470", "00:03.1100",
"5",   "", "", "urd_t5_bayro_2018", "Trempale", "4", "01:24.8610", "00:03.3240",
"6",   "", "", "urd_t5_aura_2018", "gman197002", "5", "01:25.0650", "00:03.5280",
"7",   "", "", "urd_t5_maures_2018", "marzen224", "3", "01:25.4180", "00:03.8810",
"8",   "", "", "urd_t5_aura_2018", "Waffles", "2", "01:28.5960", "00:07.0590",
"9",   "", "", "urd_t5_aura_2018", "Viperion_NZ", "0", "-", "-",
"10",   "", "", "urd_t5_aura_2018", "MrGrinder", "0", "-", "-",
"11",   "", "", "ford_transit", "Broadcast", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "01:49.0630", "51.0360", "34.3030", "23.7240",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:21.8560", "25.9350", "33.3540", "22.5670",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:21.5370", "25.7630", "33.2240", "22.5500",  "F:M - R:M",     
Average,,,"01:30.8187", "34.2447", "33.6270", "22.9470"
Best possible,,, "01:21.5370", "25.7630", "33.2240", "22.5500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "01:48.2670", "49.6230", "35.6480", "22.9960",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:22.1430", "25.8520", "33.4760", "22.8150",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:21.8360", "25.8570", "33.2230", "22.7560",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:59.6040", "61.7070", "34.9510", "22.9460",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:23.1690", "26.6850", "33.8260", "22.6580",  "F:M - R:M",     
Average,,,"01:35.0038", "37.9448", "34.2248", "22.8342"
Best possible,,, "01:21.7330", "25.8520", "33.2230", "22.6580"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_aura_2018, no,"0", "02:48.5760", "110.4540", "35.0810", "23.0410",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:23.8160", "26.2800", "33.9380", "23.5980",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:39.3710", "29.4730", "35.8520", "34.0460",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:22.8200", "26.1790", "33.7140", "22.9270",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:23.0460", "26.2420", "33.8130", "22.9910",  "F:M - R:M",     
Average,,,"01:43.5258", "43.7256", "34.4796", "25.3206"
Best possible,,, "01:22.8200", "26.1790", "33.7140", "22.9270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", urd_t5_bayro_2018, no,"0", "02:45.6410", "104.5220", "36.5040", "24.6150",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:25.4570", "26.9620", "35.0060", "23.4890",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:24.9530", "26.5750", "35.0010", "23.3770",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:24.6470", "26.5340", "34.6950", "23.4180",  "F:M - R:M",     
