'+++++++++++++++++++++
Race
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "zolder, zolder2017online_prc"
Winner, "McLarenTim"
Led most laps, "McLarenTim"
Best lap, "McLarenTim (01:24.2790)"
Lasted laps, "29"
Host, "Unknown"


Race result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "Timberwolves Racing", "urd_t5_maures_2018", "McLarenTim", "29", "    41:37.3530", "01:24.2790", "99.15%", "26", "0", 
"2",  "", "Timberwolves Racing", "urd_t5_maures_2018", "PhotonBurst", "29", "  '+00:16.4760", "01:24.3390", "98.60%", "2", "0", 
"3",  "", "PRT Gold", "urd_t5_aura_2018", "MrGrinder", "29", "  '+00:21.6280", "01:24.6840", "98.84%", "0", "0", 
"4",  "", "PRT Gold", "urd_t5_aura_2018", "gunciz", "29", "  '+00:25.5170", "01:24.8340", "98.93%", "0", "0", 
"5",  "", "", "urd_t5_bayro_2018", "JEMknight657", "29", "  '+00:54.5250", "01:25.3020", "98.23%", "0", "0", 
"6",  "", "M Power", "urd_t5_bayro_2018", "SBD", "29", "  '+01:02.6610", "01:25.5810", "98.73%", "0", "0", 
"7",  "", "M Power", "urd_t5_bayro_2018", "bacsi97", "29", "  '+01:22.7770", "01:26.1540", "98.11%", "0", "0", 
"8",  "", "PRT Black", "urd_t5_aura_2018", "gman197002", "29", "  '+01:23.9010", "01:26.0680", "97.97%", "0", "0", 
"9",  "", "", "urd_t5_aura_2018", "Waffles", "29", "  '+01:25.8850", "01:25.9540", "97.87%", "0", "0", 
"10",  "", "", "urd_t5_bayro_2018", "NihonTiger", "28", "  '+01:41.4770", "01:27.3280", "98.79%", "0", "0", 
"11",  "", "Monterey SimSport", "urd_t5_bayro_2018", "Trempale", "28", "  '+01:52.3920", "01:26.4130", "97.27%", "0", "0", 
"12",  "", "PRT Black", "urd_t5_aura_2018", "Viperion_NZ", "28", "  '+02:13.4600", "01:27.0280", "97.82%", "0", "0", 
"13",  "", "", "urd_t5_bayro_2018", "marzen224", "27", "  '+03:03.4470", "01:28.5840", "96.50%", "0", "0", 
"14",  "", "Monterey SimSport", "urd_t5_bayro_2018", "NotJames", "0", " DNF", "-", "-", "0", "0", 
"15",  "", "", "ford_transit", "Broadcast", "0", " DNF", "-", "-", "0", "0", 
"16",  "", "", "urd_t5_bayro_2018", "007mnbb", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "", "urd_t5_bayro_2018", "SouP", "0", " DNF", "-", "-", "0", "0", 


Race laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"26 ", urd_t5_aura_2018, no,"0", "01:25.6140", "26.9830", "30.0870", "28.5440",  "F:M - R:M",     
"27 ", urd_t5_aura_2018, no,"0", "01:25.5350", "26.9860", "29.8670", "28.6820",  "F:M - R:M",     
"28 ", urd_t5_aura_2018, no,"0", "01:25.6460", "26.9760", "29.9920", "28.6780",  "F:M - R:M",     
"29 ", urd_t5_aura_2018, no,"0", "01:26.0470", "26.9760", "29.6910", "29.3800",  "F:M - R:M",     
Average,,,"01:26.9974", "28.2239", "30.0032", "28.7703"
Best possible,,, "01:24.7270", "26.8110", "29.5340", "28.3820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
"1 ", urd_t5_bayro_2018, no,"0", "01:38.8590", "37.8880", "31.6440", "29.3270",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:26.7460", "27.7470", "30.3020", "28.6970",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:27.6430", "27.3470", "30.4700", "29.8260",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:32.0480", "30.3130", "31.8240", "29.9110",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.6310", "27.5790", "31.3380", "28.7140",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:28.3140", "27.4280", "30.2590", "30.6270",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:28.6180", "28.0710", "30.4780", "30.0690",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:50.7550", "51.2960", "30.6360", "28.8230",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.3070", "27.4100", "30.0790", "28.8180",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:29.0370", "30.3660", "30.0510", "28.6200",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:26.1120", "27.2160", "30.3740", "28.5220",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:25.9680", "26.8820", "30.4030", "28.6830",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:25.9040", "27.0720", "30.0680", "28.7640",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:26.1150", "27.6510", "30.0550", "28.4090",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:26.3460", "27.4720", "30.1550", "28.7190",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:25.9760", "27.6120", "29.8930", "28.4710",  "F:M - R:M",     
"17 ", urd_t5_bayro_2018, no,"0", "01:26.4650", "27.1780", "30.1410", "29.1460",  "F:M - R:M",     
"18 ", urd_t5_bayro_2018, no,"0", "01:25.7630", "27.3890", "29.8670", "28.5070",  "F:M - R:M",     
"19 ", urd_t5_bayro_2018, no,"0", "01:25.3500", "27.0340", "29.9070", "28.4090",  "F:M - R:M",     
"20 ", urd_t5_bayro_2018, no,"0", "01:25.3020", "27.0360", "29.9650", "28.3010",  "F:M - R:M",     
"21 ", urd_t5_bayro_2018, no,"0", "01:25.7960", "27.2200", "30.0640", "28.5120",  "F:M - R:M",     
"22 ", urd_t5_bayro_2018, no,"0", "01:25.7550", "27.3270", "29.9510", "28.4770",  "F:M - R:M",     
"23 ", urd_t5_bayro_2018, no,"0", "01:27.1820", "27.4090", "30.1810", "29.5920",  "F:M - R:M",     
"24 ", urd_t5_bayro_2018, no,"0", "01:25.7860", "27.1110", "30.2300", "28.4450",  "F:M - R:M",     
"25 ", urd_t5_bayro_2018, no,"0", "01:26.1540", "27.2350", "30.1320", "28.7870",  "F:M - R:M",     
"26 ", urd_t5_bayro_2018, no,"0", "01:26.5440", "27.3820", "30.2350", "28.9270",  "F:M - R:M",     
"27 ", urd_t5_bayro_2018, no,"0", "01:26.2110", "27.2200", "30.2450", "28.7460",  "F:M - R:M",     
"28 ", urd_t5_bayro_2018, no,"0", "01:26.3320", "27.1250", "30.3940", "28.8130",  "F:M - R:M",     
"29 ", urd_t5_bayro_2018, no,"0", "01:26.9000", "27.3340", "30.5640", "29.0020",  "F:M - R:M",     
Average,,,"01:27.9972", "28.7362", "30.3416", "28.9194"
Best possible,,, "01:25.0500", "26.8820", "29.8670", "28.3010"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SBD"
"1 ", urd_t5_bayro_2018, no,"0", "01:44.6590", "43.0760", "31.7480", "29.8350",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:27.6700", "27.5550", "30.0770", "30.0380",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:28.1240", "29.2550", "29.9800", "28.8890",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:27.3120", "27.0390", "30.6440", "29.6290",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.5070", "27.5080", "30.2720", "29.7270",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:26.0840", "27.1170", "30.0960", "28.8710",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:26.2320", "27.3670", "30.1280", "28.7370",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:27.7360", "28.7140", "30.1730", "28.8490",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:25.7890", "27.0230", "30.1860", "28.5800",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:26.1440", "27.5180", "30.0560", "28.5700",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:26.8840", "27.4970", "30.4120", "28.9750",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:26.2430", "27.1590", "30.0730", "29.0110",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:26.4120", "27.4160", "30.2230", "28.7730",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:29.5590", "27.2870", "29.8890", "32.3830",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:51.4100", "51.9740", "30.5920", "28.8440",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:26.0870", "27.1380", "29.7630", "29.1860",  "F:M - R:M",     
"17 ", urd_t5_bayro_2018, no,"0", "01:25.7460", "26.9670", "29.8440", "28.9350",  "F:M - R:M",     
"18 ", urd_t5_bayro_2018, no,"0", "01:25.5810", "27.1390", "29.8530", "28.5890",  "F:M - R:M",     
"19 ", urd_t5_bayro_2018, no,"0", "01:25.7420", "27.0620", "30.0830", "28.5970",  "F:M - R:M",     
"20 ", urd_t5_bayro_2018, no,"0", "01:27.3650", "26.8950", "29.7620", "30.7080",  "F:M - R:M",     
"21 ", urd_t5_bayro_2018, no,"0", "01:25.7180", "27.3710", "29.5570", "28.7900",  "F:M - R:M",     
"22 ", urd_t5_bayro_2018, no,"0", "01:26.0470", "27.3220", "30.1000", "28.6250",  "F:M - R:M",     
"23 ", urd_t5_bayro_2018, no,"0", "01:28.2820", "27.9050", "30.0920", "30.2850",  "F:M - R:M",     
"24 ", urd_t5_bayro_2018, no,"0", "01:25.7750", "27.0240", "29.8610", "28.8900",  "F:M - R:M",     
"25 ", urd_t5_bayro_2018, no,"0", "01:26.1910", "27.1330", "30.3210", "28.7370",  "F:M - R:M",     
"26 ", urd_t5_bayro_2018, no,"0", "01:26.3150", "27.3020", "30.1730", "28.8400",  "F:M - R:M",     
"27 ", urd_t5_bayro_2018, no,"0", "01:26.4120", "27.7090", "29.9840", "28.7190",  "F:M - R:M",     
"28 ", urd_t5_bayro_2018, no,"0", "01:26.0310", "27.2020", "30.0510", "28.7780",  "F:M - R:M",     
"29 ", urd_t5_bayro_2018, no,"0", "01:25.9580", "26.9500", "30.0110", "28.9970",  "F:M - R:M",     
Average,,,"01:28.1040", "28.7801", "30.1381", "29.1858"
Best possible,,, "01:25.0220", "26.8950", "29.5570", "28.5700"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bacsi97"
"1 ", urd_t5_bayro_2018, no,"0", "01:39.9590", "38.6740", "31.8870", "29.3980",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:27.8200", "27.7500", "31.0900", "28.9800",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:27.5030", "28.0500", "30.4100", "29.0430",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:27.5280", "28.0550", "30.3620", "29.1110",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.5150", "27.7830", "30.5500", "29.1820",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:27.3110", "27.6590", "30.2950", "29.3570",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:27.5820", "28.1010", "30.2390", "29.2420",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:28.1100", "28.3450", "30.6310", "29.1340",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.8360", "27.4500", "30.3520", "29.0340",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:31.5990", "31.7440", "30.9110", "28.9440",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:27.1560", "27.6390", "30.4740", "29.0430",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:27.2140", "27.5260", "30.5820", "29.1060",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:27.5390", "27.9100", "30.5950", "29.0340",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:29.1250", "27.5610", "30.4550", "31.1090",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:51.7680", "51.7470", "31.1490", "28.8720",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:26.8540", "27.5480", "30.2320", "29.0740",  "F:M - R:M",     
"17 ", urd_t5_bayro_2018, no,"0", "01:26.1540", "27.3740", "30.0240", "28.7560",  "F:M - R:M",     
"18 ", urd_t5_bayro_2018, no,"0", "01:26.4450", "27.3960", "30.0590", "28.9900",  "F:M - R:M",     
"19 ", urd_t5_bayro_2018, no,"0", "01:27.0020", "27.6390", "30.3110", "29.0520",  "F:M - R:M",     
"20 ", urd_t5_bayro_2018, no,"0", "01:26.9340", "27.5380", "30.2580", "29.1380",  "F:M - R:M",     
"21 ", urd_t5_bayro_2018, no,"0", "01:29.9270", "27.4810", "30.7890", "31.6570",  "F:M - R:M",     
"22 ", urd_t5_bayro_2018, no,"0", "01:31.7750", "32.1690", "30.3480", "29.2580",  "F:M - R:M",     
"23 ", urd_t5_bayro_2018, no,"0", "01:26.4300", "27.4700", "30.2360", "28.7240",  "F:M - R:M",     
"24 ", urd_t5_bayro_2018, no,"0", "01:26.6430", "27.3960", "30.2480", "28.9990",  "F:M - R:M",     
"25 ", urd_t5_bayro_2018, no,"0", "01:27.6550", "27.5890", "31.3880", "28.6780",  "F:M - R:M",     
"26 ", urd_t5_bayro_2018, no,"0", "01:26.5770", "27.4910", "30.3170", "28.7690",  "F:M - R:M",     
"27 ", urd_t5_bayro_2018, no,"0", "01:26.9580", "27.4630", "30.3340", "29.1610",  "F:M - R:M",     
"28 ", urd_t5_bayro_2018, no,"0", "01:28.7940", "27.6480", "32.1830", "28.9630",  "F:M - R:M",     
"29 ", urd_t5_bayro_2018, no,"0", "01:27.4440", "27.5130", "31.0000", "28.9310",  "F:M - R:M",     
Average,,,"01:28.9710", "29.1624", "30.6107", "29.1979"
Best possible,,, "01:26.0760", "27.3740", "30.0240", "28.6780"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "01:38.7170", "37.5720", "31.5360", "29.6090",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:28.8510", "28.2530", "30.7710", "29.8270",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:27.0020", "27.5030", "30.4700", "29.0290",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:27.3070", "27.4390", "30.6450", "29.2230",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:27.4720", "27.9910", "30.4200", "29.0610",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:27.4670", "27.7520", "30.6500", "29.0650",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:27.9870", "27.6050", "31.0510", "29.3310",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:27.3810", "27.4900", "30.6180", "29.2730",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:27.8220", "27.6110", "30.8070", "29.4040",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:32.8620", "31.5090", "31.9130", "29.4400",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:26.8320", "27.7380", "30.0770", "29.0170",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:27.4430", "27.8500", "30.6270", "28.9660",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:28.0990", "28.2540", "30.5410", "29.3040",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:28.1160", "27.8070", "31.3910", "28.9180",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:29.9190", "27.7780", "31.1810", "30.9600",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:53.2550", "53.0100", "31.3370", "28.9080",  "F:M - R:M",     
"17 ", urd_t5_aura_2018, no,"0", "01:28.5040", "27.7360", "30.5770", "30.1910",  "F:M - R:M",     
"18 ", urd_t5_aura_2018, no,"0", "01:28.0350", "28.2380", "30.7710", "29.0260",  "F:M - R:M",     
"19 ", urd_t5_aura_2018, no,"0", "01:27.2500", "27.7060", "30.2540", "29.2900",  "F:M - R:M",     
"20 ", urd_t5_aura_2018, no,"0", "01:27.3330", "27.6350", "30.5290", "29.1690",  "F:M - R:M",     
"21 ", urd_t5_aura_2018, no,"0", "01:26.4450", "27.2870", "30.3940", "28.7640",  "F:M - R:M",     
"22 ", urd_t5_aura_2018, no,"0", "01:26.7100", "27.4140", "30.4110", "28.8850",  "F:M - R:M",     
"23 ", urd_t5_aura_2018, no,"0", "01:26.0680", "27.2440", "30.0960", "28.7280",  "F:M - R:M",     
"24 ", urd_t5_aura_2018, no,"0", "01:26.0900", "27.5500", "29.9300", "28.6100",  "F:M - R:M",     
"25 ", urd_t5_aura_2018, no,"0", "01:27.9730", "27.5420", "31.6710", "28.7600",  "F:M - R:M",     
"26 ", urd_t5_aura_2018, no,"0", "01:26.6350", "27.5010", "30.4010", "28.7330",  "F:M - R:M",     
"27 ", urd_t5_aura_2018, no,"0", "01:26.9590", "27.4650", "30.4960", "28.9980",  "F:M - R:M",     
"28 ", urd_t5_aura_2018, no,"0", "01:28.5830", "27.4200", "32.3590", "28.8040",  "F:M - R:M",     
"29 ", urd_t5_aura_2018, no,"0", "01:28.1400", "27.4790", "31.5410", "29.1200",  "F:M - R:M",     
Average,,,"01:29.0089", "29.0131", "30.8091", "29.1867"
Best possible,,, "01:25.7840", "27.2440", "29.9300", "28.6100"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", urd_t5_aura_2018, no,"0", "01:37.4540", "36.3850", "31.9810", "29.0880",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.9740", "27.4840", "30.8340", "28.6560",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:28.9570", "27.5370", "30.6720", "30.7480",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:31.6080", "28.2290", "33.9750", "29.4040",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:26.9310", "27.3510", "30.9280", "28.6520",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:25.9540", "26.9180", "30.4290", "28.6070",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:27.6920", "28.2470", "30.7000", "28.7450",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:28.2560", "27.7580", "30.6360", "29.8620",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:26.5820", "27.2990", "30.4970", "28.7860",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:28.0040", "28.7300", "30.6360", "28.6380",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:26.7900", "27.5160", "30.4550", "28.8190",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:26.5530", "27.4310", "30.2400", "28.8820",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:30.1660", "27.5400", "31.0360", "31.5900",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:52.3890", "51.9630", "31.4900", "28.9360",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:28.8020", "27.6470", "30.6720", "30.4830",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:26.8610", "27.2950", "30.7580", "28.8080",  "F:M - R:M",     
"17 ", urd_t5_aura_2018, no,"0", "01:26.7170", "27.5780", "30.5020", "28.6370",  "F:M - R:M",     
"18 ", urd_t5_aura_2018, no,"0", "01:26.6950", "27.3090", "30.7440", "28.6420",  "F:M - R:M",     
"19 ", urd_t5_aura_2018, no,"0", "01:26.6930", "27.4910", "30.6680", "28.5340",  "F:M - R:M",     
"20 ", urd_t5_aura_2018, no,"0", "01:27.3650", "27.4970", "30.8520", "29.0160",  "F:M - R:M",     
"21 ", urd_t5_aura_2018, no,"0", "01:27.6620", "27.2270", "31.3930", "29.0420",  "F:M - R:M",     
"22 ", urd_t5_aura_2018, no,"0", "01:26.9560", "27.4880", "30.5600", "28.9080",  "F:M - R:M",     
"23 ", urd_t5_aura_2018, no,"0", "01:28.0210", "28.1940", "30.4650", "29.3620",  "F:M - R:M",     
"24 ", urd_t5_aura_2018, no,"0", "01:27.5440", "27.5990", "30.8260", "29.1190",  "F:M - R:M",     
"25 ", urd_t5_aura_2018, no,"0", "01:28.8630", "27.8780", "30.8970", "30.0880",  "F:M - R:M",     
"26 ", urd_t5_aura_2018, no,"0", "01:28.5320", "27.2650", "31.1360", "30.1310",  "F:M - R:M",     
"27 ", urd_t5_aura_2018, no,"0", "01:26.6900", "27.2770", "30.8160", "28.5970",  "F:M - R:M",     
"28 ", urd_t5_aura_2018, no,"0", "01:27.4820", "27.5650", "31.1810", "28.7360",  "F:M - R:M",     
"29 ", urd_t5_aura_2018, no,"0", "01:29.0480", "27.0970", "31.0100", "30.9410",  "F:M - R:M",     
Average,,,"01:28.9049", "28.7171", "30.9307", "29.2571"
Best possible,,, "01:25.6920", "26.9180", "30.2400", "28.5340"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", urd_t5_bayro_2018, no,"0", "01:41.4440", "39.4440", "32.2110", "29.7890",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:29.2920", "28.1910", "31.2970", "29.8040",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:27.9930", "27.9080", "30.8530", "29.2320",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:29.7160", "27.8820", "31.1620", "30.6720",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.9800", "27.8510", "31.0320", "29.0970",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:29.6290", "27.8040", "30.8600", "30.9650",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:29.3080", "28.4410", "31.1980", "29.6690",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:28.4130", "28.3960", "30.9370", "29.0800",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:27.7310", "27.8370", "30.7620", "29.1320",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:28.3240", "28.3520", "31.0680", "28.9040",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:27.6160", "28.1260", "30.6760", "28.8140",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:28.3270", "27.9960", "31.0310", "29.3000",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:28.3720", "27.9600", "30.7170", "29.6950",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:27.8050", "28.0220", "30.8800", "28.9030",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:27.9350", "27.8110", "30.8970", "29.2270",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:28.1800", "28.0740", "31.0050", "29.1010",  "F:M - R:M",     
"17 ", urd_t5_bayro_2018, no,"0", "01:31.7920", "27.8250", "31.1930", "32.7740",  "F:M - R:M",     
"18 ", urd_t5_bayro_2018, no,"0", "01:55.4310", "54.2530", "32.0180", "29.1600",  "F:M - R:M",     
"19 ", urd_t5_bayro_2018, no,"0", "01:27.3630", "27.7470", "30.8110", "28.8050",  "F:M - R:M",     
"20 ", urd_t5_bayro_2018, no,"0", "01:27.4390", "27.8630", "30.7670", "28.8090",  "F:M - R:M",     
"21 ", urd_t5_bayro_2018, no,"0", "01:27.6830", "27.7250", "30.9510", "29.0070",  "F:M - R:M",     
"22 ", urd_t5_bayro_2018, no,"0", "01:27.4150", "27.7670", "30.6270", "29.0210",  "F:M - R:M",     
"23 ", urd_t5_bayro_2018, no,"0", "01:27.3280", "27.5770", "30.7570", "28.9940",  "F:M - R:M",     
"24 ", urd_t5_bayro_2018, no,"0", "01:27.9540", "27.6620", "31.4240", "28.8680",  "F:M - R:M",     
"25 ", urd_t5_bayro_2018, no,"0", "01:27.5510", "27.6610", "30.9920", "28.8980",  "F:M - R:M",     
"26 ", urd_t5_bayro_2018, no,"0", "01:28.2110", "28.0740", "31.2750", "28.8620",  "F:M - R:M",     
"27 ", urd_t5_bayro_2018, no,"0", "01:27.8200", "27.9660", "30.9330", "28.9210",  "F:M - R:M",     
"28 ", urd_t5_bayro_2018, no,"0", "01:29.8070", "28.3290", "31.8190", "29.6590",  "F:M - R:M",     
Average,,,"01:29.7806", "29.3051", "31.0769", "29.3986"
Best possible,,, "01:27.0090", "27.5770", "30.6270", "28.8050"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
"1 ", urd_t5_bayro_2018, no,"0", "01:45.8450", "41.1080", "32.4450", "32.2920",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:28.5540", "27.8580", "30.9060", "29.7900",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:27.7940", "27.9800", "30.5600", "29.2540",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:26.9290", "26.9760", "30.3210", "29.6320",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:28.3630", "27.5410", "31.1400", "29.6820",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:35.9950", "27.3650", "30.7090", "37.9210",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:28.9530", "27.7620", "30.7480", "30.4430",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:26.9300", "27.4090", "30.7080", "28.8130",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.5460", "27.1330", "30.4070", "29.0060",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:27.0150", "27.3350", "30.3890", "29.2910",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:28.8250", "27.4810", "32.2240", "29.1200",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:31.5220", "28.6210", "31.0090", "31.8920",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:53.1360", "52.6920", "31.2110", "29.2330",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:27.7230", "27.2780", "30.5200", "29.9250",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:26.4130", "27.2780", "30.2540", "28.8810",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:30.0010", "28.4360", "30.5830", "30.9820",  "F:M - R:M",     
"17 ", urd_t5_bayro_2018, no,"0", "01:31.5940", "28.4230", "30.6630", "32.5080",  "F:M - R:M",     
