'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "gilles-villeneuve"
"
Best lap, "PhotonBurst (01:27.7300)"
Lasted laps, "5"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "urd_t5_maures_2018", "PhotonBurst", "4", "01:27.7300", "-",
"2",   "", "", "urd_t5_maures_2018", "McLarenTim", "4", "01:28.1520", "00:00.4220",
"3",   "", "", "urd_t5_aura_2018", "gunciz", "4", "01:29.3700", "00:01.6400",
"4",   "", "", "urd_t5_bayro_2018", "Trempale", "5", "01:29.6160", "00:01.8860",
"5",   "", "", "urd_t5_aura_2018", "MrGrinder", "4", "01:29.7070", "00:01.9770",
"6",   "", "", "urd_t5_bayro_2018", "NihonTiger", "5", "01:29.8660", "00:02.1360",
"7",   "", "", "urd_t5_aura_2018", "Waffles", "3", "01:30.4960", "00:02.7660",
"8",   "", "", "urd_t5_aura_2018", "gman197002", "4", "01:31.2780", "00:03.5480",
"9",   "", "", "urd_t5_aura_2018", "Viperion_NZ", "4", "01:32.4800", "00:04.7500",
"10",   "", "", "urd_t5_maures_2018", "swordhaven", "4", "01:32.7830", "00:05.0530",
"11",   "", "", "urd_t5_maures_2018", "marzen224", "1", "02:21.9540", "00:54.2240",
"12",   "", "", "urd_t5_bayro_2018", "JEMknight657", "0", "-", "-",
"13",   "", "", "urd_t5_aura_2018", "Crosdale", "0", "-", "-",
"14",   "", "", "urd_t5_bayro_2018", "bacsi97", "0", "-", "-",
"15",   "", "", "ford_transit", "Broadcast", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "01:54.6290", "59.7030", "29.1860", "25.7400",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:27.7300", "34.1580", "27.9940", "25.5780",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "03:33.4410", "156.7490", "31.0600", "25.6320",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:27.8530", "34.1640", "28.1520", "25.5370",  "F:M - R:M",     
Average,,,"02:05.9133", "71.1935", "29.0980", "25.6218"
Best possible,,, "01:27.6890", "34.1580", "27.9940", "25.5370"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "02:06.8780", "72.1140", "28.9970", "25.7670",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:28.9900", "34.6070", "28.4490", "25.9340",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:28.2280", "34.3360", "28.1560", "25.7360",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:28.1520", "34.3320", "28.0790", "25.7410",  "F:M - R:M",     
Average,,,"01:38.0621", "43.8473", "28.4203", "25.7945"
Best possible,,, "01:28.1470", "34.3320", "28.0790", "25.7360"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_aura_2018, no,"0", "03:13.1320", "137.7100", "29.2770", "26.1450",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:30.1410", "35.3800", "28.5430", "26.2180",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:29.3700", "34.7350", "28.4940", "26.1410",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:29.7970", "34.8300", "28.4840", "26.4830",  "F:M - R:M",     
