'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "gilles-villeneuve"
"
Best lap, "PhotonBurst (01:41.8210)"
Lasted laps, "6"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_porsche_cayman_gt4_clubsport", "PhotonBurst", "6", "01:41.8210", "-",
"2",   "", "", "ks_porsche_cayman_gt4_clubsport", "Waffles", "5", "01:42.8980", "00:01.0770",
"3",   "", "", "ks_porsche_cayman_gt4_clubsport", "McLarenTim", "4", "01:42.9320", "00:01.1110",
"4",   "", "", "ks_porsche_cayman_gt4_clubsport", "gunciz", "4", "01:43.2210", "00:01.4000",
"5",   "", "", "ks_porsche_cayman_gt4_clubsport", "Trempale", "2", "01:44.2280", "00:02.4070",
"6",   "", "", "ks_porsche_cayman_gt4_clubsport", "Crosdale", "3", "01:44.4220", "00:02.6010",
"7",   "", "", "ks_porsche_cayman_gt4_clubsport", "bacsi97", "3", "01:45.0480", "00:03.2270",
"8",   "", "", "ks_porsche_cayman_gt4_clubsport", "Echo51", "3", "01:46.9890", "00:05.1680",
"9",   "", "", "ks_porsche_cayman_gt4_clubsport", "SBD", "3", "01:47.9190", "00:06.0980",
"10",   "", "", "ks_porsche_cayman_gt4_clubsport", "swordhaven", "2", "02:19.5640", "00:37.7430",
"11",   "", "", "ks_porsche_cayman_gt4_clubsport", "Viperion_NZ", "1", "06:24.4360", "04:42.6150",
"12",   "", "", "ks_porsche_cayman_gt4_clubsport", "Georgin", "0", "-", "-",
"13",   "", "", "ks_porsche_cayman_gt4_clubsport", "NotJames", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:05.4880", "63.0730", "32.8820", "29.5330",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.6420", "40.3980", "32.6790", "29.5650",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.5360", "40.2610", "32.6920", "29.5830",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:04.1750", "61.9180", "32.7370", "29.5200",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.2700", "40.2010", "32.5660", "29.5030",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:41.8210", "40.0050", "32.4170", "29.3990",  "F:H - R:H",     
Average,,,"01:49.8221", "47.6427", "32.6622", "29.5172"
Best possible,,, "01:41.8210", "40.0050", "32.4170", "29.3990"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:54.3130", "80.3040", "63.7200", "30.2890",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.1790", "41.1670", "33.9430", "30.0690",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:43.5610", "40.8400", "32.9530", "29.7680",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.8980", "40.5370", "32.7190", "29.6420",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:45.3870", "40.5600", "33.0210", "31.8060",  "F:H - R:H",     
Average,,,"01:58.2676", "48.6816", "39.2712", "30.3148"
Best possible,,, "01:42.8980", "40.5370", "32.7190", "29.6420"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:32.6180", "89.6190", "33.1280", "29.8710",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:44.2770", "40.5830", "34.0380", "29.6560",  "F:H - R:H",     
