'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "anderstorp2007"
"
Best lap, "McLarenTim (01:36.5600)"
Lasted laps, "6"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_porsche_cayman_gt4_clubsport", "McLarenTim", "6", "01:36.5600", "-",
"2",   "", "", "ks_porsche_cayman_gt4_clubsport", "PhotonBurst", "5", "01:37.0990", "00:00.5390",
"3",   "", "", "ks_porsche_cayman_gt4_clubsport", "Georgin", "4", "01:38.3710", "00:01.8110",
"4",   "", "", "ks_porsche_cayman_gt4_clubsport", "Waffles", "5", "01:39.6860", "00:03.1260",
"5",   "", "", "ks_porsche_cayman_gt4_clubsport", "Crosdale", "4", "01:40.3360", "00:03.7760",
"6",   "", "", "ks_porsche_cayman_gt4_clubsport", "coolyfrost", "2", "01:40.6980", "00:04.1380",
"7",   "", "", "ks_porsche_cayman_gt4_clubsport", "Viperion_NZ", "3", "01:41.7050", "00:05.1450",
"8",   "", "", "ks_porsche_cayman_gt4_clubsport", "gman197002", "5", "01:42.0000", "00:05.4400",
"9",   "", "", "ks_porsche_cayman_gt4_clubsport", "swordhaven", "2", "01:42.5380", "00:05.9780",
"10",   "", "", "ks_porsche_cayman_gt4_clubsport", "Echo51", "2", "01:50.7320", "00:14.1720",
"11",   "", "", "ks_porsche_cayman_gt4_clubsport", "gunciz", "0", "-", "-",
"12",   "", "", "ks_porsche_cayman_gt4_clubsport", "Trempale", "0", "-", "-",
"13",   "", "", "ks_porsche_cayman_gt4_clubsport", "Electro", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:10.3980", "62.8070", "40.7660", "26.8250",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.9920", "30.5090", "39.5550", "26.9280",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.0230", "30.4670", "39.7810", "26.7750",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.5600", "30.2530", "39.6450", "26.6620",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:00.3770", "53.2330", "40.2750", "26.8690",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.3650", "30.4630", "39.7930", "27.1090",  "F:H - R:H",     
Average,,,"01:46.4525", "39.6220", "39.9692", "26.8613"
Best possible,,, "01:36.4700", "30.2530", "39.5550", "26.6620"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:30.6610", "82.8330", "40.5180", "27.3100",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:38.4110", "30.8980", "40.7210", "26.7920",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.6430", "30.8370", "40.1210", "26.6850",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.0990", "30.4680", "40.0270", "26.6040",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.1340", "30.4750", "40.0190", "26.6400",  "F:H - R:H",     
Average,,,"01:48.1896", "41.1022", "40.2812", "26.8062"
Best possible,,, "01:37.0910", "30.4680", "40.0190", "26.6040"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Georgin"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "04:28.8490", "198.7930", "41.8090", "28.2470",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:39.2940", "30.9340", "41.1890", "27.1710",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:39.0850", "31.1210", "40.8240", "27.1400",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:38.3710", "30.8480", "40.4150", "27.1080",  "F:H - R:H",     
Average,,,"02:21.3998", "72.9240", "41.0593", "27.4165"
Best possible,,, "01:38.3710", "30.8480", "40.4150", "27.1080"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:33.3470", "83.9170", "41.5980", "27.8320",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.0640", "30.8010", "41.6880", "27.5750",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:39.6860", "30.9620", "41.0320", "27.6920",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.0920", "31.5430", "41.3150", "27.2340",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.4130", "30.8380", "40.9140", "28.6610",  "F:H - R:H",     
Average,,,"01:50.7204", "41.6122", "41.3094", "27.7988"
Best possible,,, "01:38.9490", "30.8010", "40.9140", "27.2340"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Crosdale"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:21.6120", "71.7720", "42.1910", "27.6490",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.7190", "31.0310", "42.0040", "27.6840",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.3360", "31.3600", "41.7690", "27.2070",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.3820", "31.5230", "41.3690", "27.4900",  "F:H - R:H",     
Average,,,"01:50.7623", "41.4215", "41.8333", "27.5075"
Best possible,,, "01:39.6070", "31.0310", "41.3690", "27.2070"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"coolyfrost"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "04:27.8320", "198.4510", "41.1700", "28.2110",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.6980", "32.2350", "40.9130", "27.5500",  "F:H - R:H",     
Average,,,"03:04.2650", "115.3430", "41.0415", "27.8805"
Best possible,,, "01:40.6980", "32.2350", "40.9130", "27.5500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:48.6380", "96.3050", "43.4160", "28.9170",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:43.7770", "31.8710", "42.5260", "29.3800",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:41.7050", "32.1040", "41.7550", "27.8460",  "F:H - R:H",     
Average,,,"02:04.7067", "53.4267", "42.5657", "28.7143"
Best possible,,, "01:41.4720", "31.8710", "41.7550", "27.8460"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:00.8480", "50.4010", "42.7500", "27.6970",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.0000", "31.0520", "42.9670", "27.9810",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:48.6700", "31.3060", "49.1580", "28.2060",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.0250", "31.2670", "43.0650", "27.6930",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:43.5420", "32.3200", "43.6720", "27.5500",  "F:H - R:H",     
Average,,,"01:47.4170", "35.2692", "44.3224", "27.8254"
Best possible,,, "01:41.3520", "31.0520", "42.7500", "27.5500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"swordhaven"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "06:08.2720", "296.2630", "43.1640", "28.8450",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:42.5380", "31.9560", "42.8850", "27.6970",  "F:H - R:H",     
Average,,,"03:55.4050", "164.1095", "43.0245", "28.2710"
Best possible,,, "01:42.5380", "31.9560", "42.8850", "27.6970"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Echo51"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:33.9550", "78.8360", "44.5690", "30.5500",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:50.7320", "36.2530", "46.2020", "28.2770",  "F:H - R:H",     
Average,,,"02:12.3435", "57.5445", "45.3855", "29.4135"
Best possible,,, "01:49.0990", "36.2530", "44.5690", "28.2770"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Electro"
No laps for this driver


Practice best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:36.5600", ""
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:36.9920", "0.432"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:37.0230", "0.463"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:37.0990", "0.539"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:37.1340", "0.574"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:37.3650", "0.805"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:37.6430", "1.083"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "01:38.3710", "1.811"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:38.4110", "1.851"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "01:39.0850", "2.525"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "01:39.2940", "2.734"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "01:39.6860", "3.126"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "01:40.0640", "3.504"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "01:40.0920", "3.532"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "01:40.3360", "3.776"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "01:40.3820", "3.822"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "01:40.4130", "3.853"
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "01:40.6980", "4.138"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "01:40.7190", "4.159"
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "01:41.7050", "5.145"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "01:36.5600", ""
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "01:37.0990", "0.539"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "01:38.3710", "1.811"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "01:39.6860", "3.126"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "01:40.3360", "3.776"
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "01:40.6980", "4.138"
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "01:41.7050", "5.145"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "01:42.0000", "5.44"
"swordhaven", "ks_porsche_cayman_gt4_clubsport", "01:42.5380", "5.978"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "01:50.7320", "14.172"


Practice consistency
'======================
Driver, Vehicle, Consistency,
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "99.79%  0.2145",
"Waffles", "ks_porsche_cayman_gt4_clubsport", "99.49%  0.5037",
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "99.41%  0.5667",
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "99.35%  0.6303",
"Georgin", "ks_porsche_cayman_gt4_clubsport", "99.17%  0.8185",
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "97.96%  2.072",
"gman197002", "ks_porsche_cayman_gt4_clubsport", "97.31%  2.7457",
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "-",
"swordhaven", "ks_porsche_cayman_gt4_clubsport", "-",
"Echo51", "ks_porsche_cayman_gt4_clubsport", "-",
"gunciz", "ks_porsche_cayman_gt4_clubsport", "-",
"Trempale", "ks_porsche_cayman_gt4_clubsport", "-",
"Electro", "ks_porsche_cayman_gt4_clubsport", "-",




Practice sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "30.2530", "-"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "30.4680", "0.2150"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "30.8010", "0.5480"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "30.8480", "0.5950"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "31.0310", "0.7780"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "31.0520", "0.7990"
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "31.8710", "1.6180"
"swordhaven", "ks_porsche_cayman_gt4_clubsport", "31.9560", "1.7030"
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "32.2350", "1.9820"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "36.2530", "6.0000"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "39.5550", "-"
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "40.0190", "0.4640"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "40.4150", "0.8600"
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "40.9130", "1.3580"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "40.9140", "1.3590"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "41.3690", "1.8140"
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "41.7550", "2.2000"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "42.7500", "3.1950"
"swordhaven", "ks_porsche_cayman_gt4_clubsport", "42.8850", "3.3300"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "44.5690", "5.0140"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"PhotonBurst", "ks_porsche_cayman_gt4_clubsport", "26.6040", "-"
"McLarenTim", "ks_porsche_cayman_gt4_clubsport", "26.6620", "0.0580"
"Georgin", "ks_porsche_cayman_gt4_clubsport", "27.1080", "0.5040"
"Crosdale", "ks_porsche_cayman_gt4_clubsport", "27.2070", "0.6030"
"Waffles", "ks_porsche_cayman_gt4_clubsport", "27.2340", "0.6300"
"coolyfrost", "ks_porsche_cayman_gt4_clubsport", "27.5500", "0.9460"
"gman197002", "ks_porsche_cayman_gt4_clubsport", "27.5500", "0.9460"
"swordhaven", "ks_porsche_cayman_gt4_clubsport", "27.6970", "1.0930"
"Viperion_NZ", "ks_porsche_cayman_gt4_clubsport", "27.8460", "1.2420"
"Echo51", "ks_porsche_cayman_gt4_clubsport", "28.2770", "1.6730"









'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "anderstorp2007"
Pole, "PhotonBurst(01:36.6580)"
Lasted laps, "6"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "", "ks_porsche_cayman_gt4_clubsport", "PhotonBurst", "6", "01:36.6580", "-",
"2",   "", "", "ks_porsche_cayman_gt4_clubsport", "McLarenTim", "6", "01:36.8070", "00:00.1490",
"3",   "", "", "ks_porsche_cayman_gt4_clubsport", "gunciz", "5", "01:37.2920", "00:00.6340",
"4",   "", "", "ks_porsche_cayman_gt4_clubsport", "Waffles", "5", "01:38.5430", "00:01.8850",
"5",   "", "", "ks_porsche_cayman_gt4_clubsport", "Georgin", "4", "01:38.6590", "00:02.0010",
"6",   "", "", "ks_porsche_cayman_gt4_clubsport", "Crosdale", "5", "01:39.6590", "00:03.0010",
"7",   "", "", "ks_porsche_cayman_gt4_clubsport", "Echo51", "5", "01:39.7720", "00:03.1140",
"8",   "", "", "ks_porsche_cayman_gt4_clubsport", "gman197002", "6", "01:39.7960", "00:03.1380",
"9",   "", "", "ks_porsche_cayman_gt4_clubsport", "Viperion_NZ", "5", "01:39.8190", "00:03.1610",
"10",   "", "", "ks_porsche_cayman_gt4_clubsport", "swordhaven", "3", "01:41.2200", "00:04.5620",
"11",   "", "", "ks_porsche_cayman_gt4_clubsport", "coolyfrost", "4", "01:57.1180", "00:20.4600",
"12",   "", "", "ks_porsche_cayman_gt4_clubsport", "Trempale", "0", "-", "-",
"13",   "", "", "ks_porsche_cayman_gt4_clubsport", "Electro", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:49.1200", "42.1650", "40.2120", "26.7430",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.7560", "30.2680", "39.8750", "26.6130",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.0240", "30.0780", "40.0680", "26.8780",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:03.8720", "55.8060", "41.0480", "27.0180",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.2830", "30.3910", "40.0190", "26.8730",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.6580", "30.1930", "39.7490", "26.7160",  "F:H - R:H",     
Average,,,"01:43.4521", "36.4835", "40.1618", "26.8068"
Best possible,,, "01:36.4400", "30.0780", "39.7490", "26.6130"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:51.7270", "44.7630", "40.2520", "26.7120",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:40.9230", "33.6380", "40.6670", "26.6180",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.6040", "30.6540", "40.1800", "26.7700",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.8340", "30.2970", "39.8650", "26.6720",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:23.4680", "76.4910", "40.0090", "26.9680",  "F:H - R:H",     
"6 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:36.8070", "30.3730", "39.6940", "26.7400",  "F:H - R:H",     
Average,,,"01:47.8939", "41.0360", "40.1112", "26.7467"
Best possible,,, "01:36.6090", "30.2970", "39.6940", "26.6180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:52.7740", "44.2300", "41.3460", "27.1980",  "F:H - R:H",     
"2 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:38.5640", "30.5470", "41.1030", "26.9140",  "F:H - R:H",     
"3 ", ks_porsche_cayman_gt4_clubsport, no,"0", "02:16.2260", "65.3600", "43.4970", "27.3690",  "F:H - R:H",     
"4 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.6340", "30.6390", "40.1670", "26.8280",  "F:H - R:H",     
"5 ", ks_porsche_cayman_gt4_clubsport, no,"0", "01:37.2920", "30.5620", "39.9190", "26.8110",  "F:H - R:H",     
Average,,,"01:48.4980", "40.2676", "41.2064", "27.0240"
