'+++++++++++++++++++++
Practice 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "PRACTICE"
Track:, "norisring, prc"
"
Best lap, "McLarenTim (00:47.8170)"
Lasted laps, "5"
Host, "Unknown"



Practice 1 result
'======================
Pos,  Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",  "", "", "urd_t5_maures_2018", "McLarenTim", "3", "00:47.8170", "-",
"2",  "", "", "urd_t5_bayro_2018", "gunciz", "4", "00:48.1050", "00:00.2880",
"3",  "", "", "urd_t5_bayro_2018", "sharkeh", "3", "00:48.1050", "00:00.2880",
"4",  "", "", "urd_t5_maures_2018", "PhotonBurst", "3", "00:48.4240", "00:00.6070",
"5",  "", "", "urd_t5_bayro_2018", "SouP", "4", "00:49.3930", "00:01.5760",
"6",  "", "", "urd_t5_aura_2018", "gman197002", "5", "00:49.8060", "00:01.9890",
"7",  "", "", "urd_t5_bayro_2018", "Jekay", "0", "-", "-",
"8",  "", "", "urd_t5_bayro_2018", "NihonTiger", "0", "-", "-",
"9",  "", "", "urd_t5_bayro_2018", "JEMknight657", "0", "-", "-",
"10",  "", "", "urd_t5_maures_2018", "Viperion_NZ", "0", "-", "-",
"11",  "", "", "urd_t5_bayro_2018", "Yames", "0", "-", "-",
"12",  "", "", "urd_t5_maures_2018", "misterbob", "0", "-", "-",
"13",  "", "", "urd_t5_maures_2018", "Trempale", "0", "-", "-",
"14",  "", "", "urd_t5_maures_2018", "krs-1", "0", "-", "-",
"15",  "", "", "urd_t5_maures_2018", "NotJames", "0", "-", "-",

Practice 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "01:19.0440", "44.4390", "16.8790", "17.7260",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "00:47.8170", "15.1060", "15.7550", "16.9560",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:34.0720", "60.2450", "16.6690", "17.1580",  "F:M - R:M",     
Average,,,"01:13.6443", "39.9300", "16.4343", "17.2800"
Best possible,,, "00:47.8170", "15.1060", "15.7550", "16.9560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_bayro_2018, no,"0", "01:58.4630", "83.3900", "17.1100", "17.9630",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "00:49.0120", "15.5370", "16.2270", "17.2480",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "00:48.1380", "15.0720", "15.9340", "17.1320",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "00:48.1050", "15.0830", "15.8590", "17.1630",  "F:M - R:M",     
Average,,,"01:05.9295", "32.2705", "16.2825", "17.3765"
Best possible,,, "00:48.0630", "15.0720", "15.8590", "17.1320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"sharkeh"
"1 ", urd_t5_bayro_2018, no,"0", "01:19.7320", "44.5150", "16.7940", "18.4230",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:11.6730", "36.5680", "17.3650", "17.7400",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "00:48.1050", "15.1330", "15.8850", "17.0870",  "F:M - R:M",     
Average,,,"01:06.5033", "32.0720", "16.6813", "17.7500"
Best possible,,, "00:48.1050", "15.1330", "15.8850", "17.0870"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "02:50.8300", "136.6390", "16.8170", "17.3740",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "00:48.6600", "15.2880", "15.9520", "17.4200",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "00:48.4240", "15.2180", "16.0390", "17.1670",  "F:M - R:M",     
Average,,,"01:29.3046", "55.7150", "16.2693", "17.3203"
Best possible,,, "00:48.3370", "15.2180", "15.9520", "17.1670"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SouP"
"1 ", urd_t5_bayro_2018, no,"0", "02:07.3730", "78.9310", "17.3700", "31.0720",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "00:51.5320", "17.3450", "16.5160", "17.6710",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "00:49.5190", "15.3320", "16.6230", "17.5640",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "00:49.3930", "15.3820", "16.4020", "17.6090",  "F:M - R:M",     
Average,,,"01:09.4543", "31.7475", "16.7278", "20.9790"
Best possible,,, "00:49.2980", "15.3320", "16.4020", "17.5640"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "01:15.0750", "39.1740", "17.5000", "18.4010",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:13.1430", "37.0700", "17.9380", "18.1350",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "00:50.6610", "16.4290", "16.4660", "17.7660",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "00:49.8060", "15.9210", "16.1010", "17.7840",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "00:49.9540", "15.9070", "16.3040", "17.7430",  "F:M - R:M",     
Average,,,"00:59.7278", "24.9002", "16.8618", "17.9658"
Best possible,,, "00:49.7510", "15.9070", "16.1010", "17.7430"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jekay"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Yames"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"misterbob"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"krs-1"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
No laps for this driver


Practice 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "00:47.8170", ""
"gunciz", "urd_t5_bayro_2018", "00:48.1050", "0.288"
"sharkeh", "urd_t5_bayro_2018", "00:48.1050", "0.288"
"gunciz", "urd_t5_bayro_2018", "00:48.1380", "0.321"
"PhotonBurst", "urd_t5_maures_2018", "00:48.4240", "0.607"
"PhotonBurst", "urd_t5_maures_2018", "00:48.6600", "0.843"
"gunciz", "urd_t5_bayro_2018", "00:49.0120", "1.195"
"SouP", "urd_t5_bayro_2018", "00:49.3930", "1.576"
"SouP", "urd_t5_bayro_2018", "00:49.5190", "1.702"
"gman197002", "urd_t5_aura_2018", "00:49.8060", "1.989"
"gman197002", "urd_t5_aura_2018", "00:49.9540", "2.137"
"gman197002", "urd_t5_aura_2018", "00:50.6610", "2.844"
"SouP", "urd_t5_bayro_2018", "00:51.5320", "3.715"
"sharkeh", "urd_t5_bayro_2018", "01:11.6730", "23.856"
"gman197002", "urd_t5_aura_2018", "01:13.1430", "25.326"
"gman197002", "urd_t5_aura_2018", "01:15.0750", "27.258"
"McLarenTim", "urd_t5_maures_2018", "01:19.0440", "31.227"
"sharkeh", "urd_t5_bayro_2018", "01:19.7320", "31.915"
"McLarenTim", "urd_t5_maures_2018", "01:34.0720", "46.255"
"gunciz", "urd_t5_bayro_2018", "01:58.4630", "70.646"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "00:47.8170", ""
"gunciz", "urd_t5_bayro_2018", "00:48.1050", "0.288"
"sharkeh", "urd_t5_bayro_2018", "00:48.1050", "0.288"
"PhotonBurst", "urd_t5_maures_2018", "00:48.4240", "0.607"
"SouP", "urd_t5_bayro_2018", "00:49.3930", "1.576"
"gman197002", "urd_t5_aura_2018", "00:49.8060", "1.989"


Practice 1 consistency
'======================
Driver, Vehicle, Consistency,
"PhotonBurst", "urd_t5_maures_2018", "99.51%  0.236",
"gunciz", "urd_t5_bayro_2018", "99.02%  0.47",
"gman197002", "urd_t5_aura_2018", "98.99%  0.5015",
"SouP", "urd_t5_bayro_2018", "97.71%  1.1325",
"McLarenTim", "urd_t5_maures_2018", "-",
"sharkeh", "urd_t5_bayro_2018", "-",
"Jekay", "urd_t5_bayro_2018", "-",
"NihonTiger", "urd_t5_bayro_2018", "-",
"JEMknight657", "urd_t5_bayro_2018", "-",
"Viperion_NZ", "urd_t5_maures_2018", "-",
"Yames", "urd_t5_bayro_2018", "-",
"misterbob", "urd_t5_maures_2018", "-",
"Trempale", "urd_t5_maures_2018", "-",
"krs-1", "urd_t5_maures_2018", "-",
"NotJames", "urd_t5_maures_2018", "-",




Practice 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"gunciz", "urd_t5_bayro_2018", "15.0720", "-"
"McLarenTim", "urd_t5_maures_2018", "15.1060", "0.0340"
"sharkeh", "urd_t5_bayro_2018", "15.1330", "0.0610"
"PhotonBurst", "urd_t5_maures_2018", "15.2180", "0.1460"
"SouP", "urd_t5_bayro_2018", "15.3320", "0.2600"
"gman197002", "urd_t5_aura_2018", "15.9070", "0.8350"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "15.7550", "-"
"gunciz", "urd_t5_bayro_2018", "15.8590", "0.1040"
"sharkeh", "urd_t5_bayro_2018", "15.8850", "0.1300"
"PhotonBurst", "urd_t5_maures_2018", "15.9520", "0.1970"
"gman197002", "urd_t5_aura_2018", "16.1010", "0.3460"
"SouP", "urd_t5_bayro_2018", "16.4020", "0.6470"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "16.9560", "-"
"sharkeh", "urd_t5_bayro_2018", "17.0870", "0.1310"
"gunciz", "urd_t5_bayro_2018", "17.1320", "0.1760"
"PhotonBurst", "urd_t5_maures_2018", "17.1670", "0.2110"
"SouP", "urd_t5_bayro_2018", "17.5640", "0.6080"
"gman197002", "urd_t5_aura_2018", "17.7430", "0.7870"









'+++++++++++++++++++++
Qualify 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "QUALIFY"
Track:, "norisring, prc"
Pole, "McLarenTim(00:47.4160)"
Lasted laps, "11"
Host, "Unknown"



Qualify 1 result
'======================
Pos,  Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",  "", "", "urd_t5_maures_2018", "McLarenTim", "11", "00:47.4160", "-",
"2",  "", "", "urd_t5_bayro_2018", "gunciz", "10", "00:47.6800", "00:00.2640",
"3",  "", "", "urd_t5_bayro_2018", "sharkeh", "10", "00:47.8070", "00:00.3910",
"4",  "", "", "urd_t5_maures_2018", "PhotonBurst", "11", "00:48.0060", "00:00.5900",
"5",  "", "", "urd_t5_bayro_2018", "NihonTiger", "9", "00:48.5400", "00:01.1240",
"6",  "", "", "urd_t5_bayro_2018", "SouP", "9", "00:48.9170", "00:01.5010",
"7",  "", "", "urd_t5_aura_2018", "gman197002", "10", "00:49.8370", "00:02.4210",
"8",  "", "", "urd_t5_bayro_2018", "Jekay", "0", "-", "-",
"9",  "", "", "urd_t5_bayro_2018", "JEMknight657", "0", "-", "-",
"10",  "", "", "urd_t5_maures_2018", "Viperion_NZ", "0", "-", "-",
"11",  "", "", "urd_t5_bayro_2018", "Yames", "0", "-", "-",
"12",  "", "", "urd_t5_maures_2018", "misterbob", "0", "-", "-",
"13",  "", "", "urd_t5_maures_2018", "Trempale", "0", "-", "-",
"14",  "", "", "urd_t5_maures_2018", "krs-1", "0", "-", "-",
"15",  "", "", "urd_t5_maures_2018", "NotJames", "0", "-", "-",

Qualify 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
