'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "zolder, zolder2017online_prc"
"
Best lap, "McLarenTim (01:25.1280)"
Lasted laps, "5"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "Timberwolves Racing", "urd_t5_maures_2018", "McLarenTim", "3", "01:25.1280", "-",
"2",   "", "", "urd_t5_bayro_2018", "JEMknight657", "5", "01:26.0720", "00:00.9440",
"3",   "", "Timberwolves Racing", "urd_t5_maures_2018", "PhotonBurst", "4", "01:26.1380", "00:01.0100",
"4",   "", "", "urd_t5_aura_2018", "Waffles", "5", "01:26.5740", "00:01.4460",
"5",   "", "PRT Gold", "urd_t5_aura_2018", "MrGrinder", "3", "01:26.6030", "00:01.4750",
"6",   "", "PRT Gold", "urd_t5_aura_2018", "gunciz", "2", "01:27.2140", "00:02.0860",
"7",   "", "PRT Black", "urd_t5_aura_2018", "gman197002", "5", "01:27.6830", "00:02.5550",
"7 ", urd_t5_aura_2018, no,"0", "01:25.6920", "27.1060", "29.9250", "28.6610",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:25.2830", "27.0130", "29.8480", "28.4220",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:26.9380", "28.3030", "29.8490", "28.7860",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:25.0420", "27.0510", "29.5550", "28.4360",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:25.2450", "27.0330", "29.6010", "28.6110",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:26.4170", "26.8560", "31.0220", "28.5390",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:25.4310", "27.1010", "29.7910", "28.5390",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:25.3470", "26.9190", "29.8520", "28.5760",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:25.3470", "26.9000", "29.8180", "28.6290",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:36.3400", "26.7250", "29.7320", "39.8830",  "F:M - R:M",     
Average,,,"01:27.3046", "27.8104", "30.1353", "29.3589"
Best possible,,, "01:24.7020", "26.7250", "29.5550", "28.4220"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", urd_t5_aura_2018, no,"0", "01:39.7410", "37.6360", "33.2370", "28.8680",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:27.5960", "27.9710", "30.7900", "28.8350",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:29.0570", "28.1090", "32.0850", "28.8630",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:31.3710", "27.7220", "30.8340", "32.8150",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:27.7180", "28.0070", "30.9790", "28.7320",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:26.9270", "27.0410", "31.0150", "28.8710",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:27.1360", "27.6640", "30.6220", "28.8500",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:27.2060", "27.2980", "30.9690", "28.9390",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:26.7760", "27.2370", "30.8340", "28.7050",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:26.2300", "27.2710", "30.4060", "28.5530",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:26.8330", "27.2670", "30.5000", "29.0660",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:26.6850", "27.0860", "30.5690", "29.0300",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:26.7550", "27.4490", "30.4560", "28.8500",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:26.5000", "27.3120", "30.3470", "28.8410",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:26.4370", "27.0960", "30.3560", "28.9850",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:26.8240", "27.5010", "30.6760", "28.6470",  "F:M - R:M",     
Average,,,"01:28.1120", "28.1042", "30.9172", "29.0906"
Best possible,,, "01:25.9410", "27.0410", "30.3470", "28.5530"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"JEMknight657"
"1 ", urd_t5_bayro_2018, no,"0", "01:45.8620", "46.3310", "30.4790", "29.0520",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:29.4700", "28.2390", "31.9040", "29.3270",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:26.6350", "27.8380", "29.8580", "28.9390",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:27.4320", "27.5550", "30.3390", "29.5380",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:29.5540", "28.4980", "30.4430", "30.6130",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:29.8080", "28.0360", "33.1150", "28.6570",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:26.6970", "27.1750", "30.6720", "28.8500",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:27.3440", "27.8820", "30.3790", "29.0830",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.3940", "27.1190", "30.3670", "28.9080",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:26.0940", "27.2110", "30.2090", "28.6740",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:26.2060", "27.2520", "30.2300", "28.7240",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:26.1620", "27.2080", "30.5100", "28.4440",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:26.7170", "27.4030", "30.5870", "28.7270",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:26.4970", "27.2100", "30.2620", "29.0250",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:26.6620", "27.3740", "30.4340", "28.8540",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:26.1720", "27.4730", "30.0110", "28.6880",  "F:M - R:M",     
Average,,,"01:28.3566", "28.7378", "30.6124", "29.0064"
Best possible,,, "01:25.4210", "27.1190", "29.8580", "28.4440"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SBD"
"1 ", urd_t5_bayro_2018, no,"0", "01:41.0540", "39.0440", "32.6890", "29.3210",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:28.0490", "28.3660", "30.5280", "29.1550",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:28.5710", "28.3610", "30.7000", "29.5100",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:30.0300", "27.5150", "30.1420", "32.3730",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:28.1680", "28.4310", "30.9770", "28.7600",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:29.5920", "30.0920", "30.3490", "29.1510",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:28.3260", "27.5310", "30.3610", "30.4340",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:27.6910", "27.6660", "29.9690", "30.0560",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.0230", "27.1450", "29.9480", "28.9300",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:26.4730", "27.3480", "30.2980", "28.8270",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:27.2070", "27.6940", "30.1810", "29.3320",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:26.1920", "27.0800", "30.1050", "29.0070",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:26.5830", "27.1920", "30.2300", "29.1610",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:26.7050", "27.1530", "30.1310", "29.4210",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:27.9100", "27.1420", "30.4380", "30.3300",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:28.1250", "27.6170", "29.9890", "30.5190",  "F:M - R:M",     
Average,,,"01:28.5437", "28.4611", "30.4397", "29.6429"
Best possible,,, "01:25.7880", "27.0800", "29.9480", "28.7600"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "01:40.6920", "38.6090", "32.5440", "29.5390",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:32.1690", "28.9340", "34.5830", "28.6520",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:27.2410", "27.6610", "30.3340", "29.2460",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:28.8940", "28.4370", "30.6000", "29.8570",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:28.9030", "28.4720", "30.5830", "29.8480",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:29.4790", "28.6970", "31.8740", "28.9080",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:27.4580", "27.8020", "30.8290", "28.8270",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:31.2900", "27.8080", "30.7620", "32.7200",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:28.5500", "28.4040", "31.1480", "28.9980",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:26.9830", "27.6590", "30.3530", "28.9710",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:28.9660", "27.5370", "31.0410", "30.3880",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:27.4050", "28.0130", "30.4750", "28.9170",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:27.3670", "27.7060", "30.6050", "29.0560",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:27.2700", "27.6940", "30.6590", "28.9170",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:27.4160", "27.5120", "30.8390", "29.0650",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:26.9780", "27.3940", "30.6360", "28.9480",  "F:M - R:M",     
Average,,,"01:29.1914", "28.6462", "31.1166", "29.4286"
Best possible,,, "01:26.3800", "27.3940", "30.3340", "28.6520"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", urd_t5_bayro_2018, no,"0", "01:45.4050", "39.9830", "34.2410", "31.1810",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:29.4590", "28.3540", "31.9320", "29.1730",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:31.7040", "28.8390", "31.2340", "31.6310",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:28.9280", "28.1790", "31.3200", "29.4290",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:28.9400", "28.1680", "31.4190", "29.3530",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:28.9720", "28.3660", "31.2080", "29.3980",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:29.2580", "28.5440", "31.2760", "29.4380",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:28.9400", "28.1730", "31.2480", "29.5190",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:28.8510", "28.0550", "31.3380", "29.4580",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:27.6600", "28.1340", "30.7930", "28.7330",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:28.1990", "27.7280", "31.1670", "29.3040",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:28.8410", "28.1100", "31.2610", "29.4700",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:29.0030", "28.0510", "30.8920", "30.0600",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:28.7340", "28.2900", "30.8970", "29.5470",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:29.3870", "28.4750", "31.3430", "29.5690",  "F:M - R:M",     
"16 ", urd_t5_bayro_2018, no,"0", "01:28.7290", "28.1320", "31.1810", "29.4160",  "F:M - R:M",     
Average,,,"01:30.0631", "28.9738", "31.4219", "29.6674"
Best possible,,, "01:27.2540", "27.7280", "30.7930", "28.7330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", urd_t5_aura_2018, no,"0", "01:41.6290", "38.8940", "33.4270", "29.3080",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:29.6820", "28.2250", "31.2260", "30.2310",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:28.7210", "27.6700", "30.4870", "30.5640",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:29.5520", "28.0240", "30.5320", "30.9960",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:29.1560", "28.8390", "31.0760", "29.2410",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:31.2130", "28.0550", "32.9310", "30.2270",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:27.5980", "27.7120", "30.5050", "29.3810",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:28.5930", "27.8920", "30.5550", "30.1460",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:27.4620", "27.9720", "30.6720", "28.8180",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:27.6950", "27.8500", "30.6760", "29.1690",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:29.8090", "27.5520", "31.1210", "31.1360",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:29.4110", "28.0670", "32.3380", "29.0060",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:27.7350", "27.3980", "30.6320", "29.7050",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:39.2920", "27.4540", "30.4470", "41.3910",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:31.8230", "29.5030", "32.4230", "29.8970",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:32.0450", "29.6480", "32.4010", "29.9960",  "F:M - R:M",     
Average,,,"01:30.7136", "28.7972", "31.3406", "30.5758"
Best possible,,, "01:26.6630", "27.3980", "30.4470", "28.8180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bacsi97"
"1 ", urd_t5_bayro_2018, no,"0", "01:43.9230", "40.7420", "33.7240", "29.4570",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:28.2040", "27.8810", "31.0550", "29.2680",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:44.1980", "27.6530", "30.7540", "45.7910",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:52.0080", "51.6490", "31.4190", "28.9400",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.3310", "27.7740", "30.6130", "28.9440",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:27.5760", "27.7710", "30.5280", "29.2770",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:27.1910", "27.8950", "30.4340", "28.8620",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:26.8750", "27.4120", "30.3930", "29.0700",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:26.9010", "27.8250", "30.3920", "28.6840",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:27.5470", "27.5170", "30.2090", "29.8210",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:32.3320", "27.5910", "30.3830", "34.3580",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:29.2130", "28.3910", "31.6090", "29.2130",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:27.7970", "28.1590", "30.4470", "29.1910",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:28.6260", "28.4830", "31.0460", "29.0970",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:27.8440", "28.0800", "30.9680", "28.7960",  "F:M - R:M",     
Average,,,"01:31.8377", "30.3215", "30.9316", "30.5846"
Best possible,,, "01:26.3050", "27.4120", "30.2090", "28.6840"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"marzen224"
"1 ", urd_t5_bayro_2018, no,"0", "01:56.2710", "41.5440", "33.4070", "41.3200",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:30.0040", "28.4530", "32.0080", "29.5430",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:29.7220", "28.3920", "31.9360", "29.3940",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:29.1410", "28.1660", "31.6310", "29.3440",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:28.6170", "28.3080", "30.9910", "29.3180",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:30.3950", "29.0830", "31.7700", "29.5420",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:35.6000", "28.2130", "32.3780", "35.0090",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:29.8590", "28.3340", "31.9410", "29.5840",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:30.5400", "28.3320", "32.3720", "29.8360",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:51.6000", "28.4660", "32.2470", "50.8870",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:35.9400", "31.5900", "34.6220", "29.7280",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:30.4410", "29.3080", "31.7110", "29.4220",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:30.5040", "28.6150", "32.0490", "29.8400",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:29.6390", "28.4310", "31.6070", "29.6010",  "F:M - R:M",     
"15 ", urd_t5_bayro_2018, no,"0", "01:34.1200", "28.4150", "32.0860", "33.6190",  "F:M - R:M",     
Average,,,"01:34.1595", "29.5767", "32.1837", "32.3991"
Best possible,,, "01:28.4750", "28.1660", "30.9910", "29.3180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
"1 ", urd_t5_bayro_2018, no,"0", "01:38.8910", "37.7100", "32.3820", "28.7990",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:27.3290", "27.3180", "31.1130", "28.8980",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:51.1530", "28.7130", "32.0750", "50.3650",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:56.0320", "55.3940", "31.3920", "29.2460",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.1250", "27.1860", "30.9590", "28.9800",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:27.5190", "27.8710", "30.8880", "28.7600",  "F:M - R:M",     
"7 ", urd_t5_bayro_2018, no,"0", "01:27.8350", "27.5570", "30.8250", "29.4530",  "F:M - R:M",     
"8 ", urd_t5_bayro_2018, no,"0", "01:34.1640", "27.5900", "31.1500", "35.4240",  "F:M - R:M",     
"9 ", urd_t5_bayro_2018, no,"0", "01:28.6410", "28.0610", "31.5680", "29.0120",  "F:M - R:M",     
"10 ", urd_t5_bayro_2018, no,"0", "01:26.8940", "27.2340", "30.4650", "29.1950",  "F:M - R:M",     
"11 ", urd_t5_bayro_2018, no,"0", "01:41.0370", "37.2440", "30.9420", "32.8510",  "F:M - R:M",     
"12 ", urd_t5_bayro_2018, no,"0", "01:26.7510", "27.6020", "30.4380", "28.7110",  "F:M - R:M",     
"13 ", urd_t5_bayro_2018, no,"0", "01:26.0580", "27.0450", "30.3160", "28.6970",  "F:M - R:M",     
"14 ", urd_t5_bayro_2018, no,"0", "01:41.0740", "27.1340", "30.1410", "43.7990",  "F:M - R:M",     
Average,,,"01:34.3216", "30.9756", "31.0467", "32.2993"
Best possible,,, "01:25.8830", "27.0450", "30.1410", "28.6970"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", urd_t5_bayro_2018, no,"0", "01:37.7960", "37.1550", "31.6620", "28.9790",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:27.9410", "27.5600", "31.4960", "28.8850",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:36.7880", "28.8970", "33.2820", "34.6090",  "F:M - R:M",     
Average,,,"01:34.1750", "31.2040", "32.1467", "30.8243"
Best possible,,, "01:27.9410", "27.5600", "31.4960", "28.8850"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"007mnbb"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SouP"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast"
No laps for this driver


Race 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:24.2730", ""
"McLarenTim", "urd_t5_maures_2018", "01:24.4480", "0.175"
"McLarenTim", "urd_t5_maures_2018", "01:24.6420", "0.369"
"McLarenTim", "urd_t5_maures_2018", "01:24.6550", "0.382"
"McLarenTim", "urd_t5_maures_2018", "01:24.7000", "0.427"
"McLarenTim", "urd_t5_maures_2018", "01:24.7140", "0.441"
"McLarenTim", "urd_t5_maures_2018", "01:24.8280", "0.555"
"McLarenTim", "urd_t5_maures_2018", "01:24.8350", "0.562"
"McLarenTim", "urd_t5_maures_2018", "01:24.8920", "0.619"
"McLarenTim", "urd_t5_maures_2018", "01:24.9150", "0.642"
"PhotonBurst", "urd_t5_maures_2018", "01:24.9170", "0.644"
"McLarenTim", "urd_t5_maures_2018", "01:24.9370", "0.664"
"MrGrinder", "urd_t5_aura_2018", "01:24.9410", "0.668"
"PhotonBurst", "urd_t5_maures_2018", "01:24.9440", "0.671"
"McLarenTim", "urd_t5_maures_2018", "01:24.9770", "0.704"
"PhotonBurst", "urd_t5_maures_2018", "01:25.0190", "0.746"
"gunciz", "urd_t5_aura_2018", "01:25.0420", "0.769"
"McLarenTim", "urd_t5_maures_2018", "01:25.0590", "0.786"
"MrGrinder", "urd_t5_aura_2018", "01:25.1070", "0.834"
"McLarenTim", "urd_t5_maures_2018", "01:25.1440", "0.871"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:24.2730", ""
"PhotonBurst", "urd_t5_maures_2018", "01:24.9170", "0.644"
"MrGrinder", "urd_t5_aura_2018", "01:24.9410", "0.668"
"gunciz", "urd_t5_aura_2018", "01:25.0420", "0.769"
"SBD", "urd_t5_bayro_2018", "01:26.0230", "1.75"
"Trempale", "urd_t5_bayro_2018", "01:26.0580", "1.785"
"JEMknight657", "urd_t5_bayro_2018", "01:26.0940", "1.821"
"Waffles", "urd_t5_aura_2018", "01:26.2300", "1.957"
"bacsi97", "urd_t5_bayro_2018", "01:26.8750", "2.602"
"gman197002", "urd_t5_aura_2018", "01:26.9780", "2.705"
"Viperion_NZ", "urd_t5_aura_2018", "01:27.4620", "3.189"
"NihonTiger", "urd_t5_bayro_2018", "01:27.6600", "3.387"
"NotJames", "urd_t5_bayro_2018", "01:27.9410", "3.668"
"marzen224", "urd_t5_bayro_2018", "01:28.6170", "4.344"


Race 1 consistency
'======================
Driver, Vehicle, Consistency,
"McLarenTim", "urd_t5_maures_2018", "99.32%  0.5769",
"PhotonBurst", "urd_t5_maures_2018", "98.69%  1.1108",
"JEMknight657", "urd_t5_bayro_2018", "98.64%  1.1739",
"Waffles", "urd_t5_aura_2018", "98.62%  1.1858",
"MrGrinder", "urd_t5_aura_2018", "98.49%  1.2795",
"NihonTiger", "urd_t5_bayro_2018", "98.31%  1.4789",
"gman197002", "urd_t5_aura_2018", "98.22%  1.5499",
"SBD", "urd_t5_bayro_2018", "97.90%  1.8071",
"gunciz", "urd_t5_aura_2018", "97.86%  1.8171",
"bacsi97", "urd_t5_bayro_2018", "96.91%  2.6883",
"Viperion_NZ", "urd_t5_aura_2018", "96.91%  2.7041",
"marzen224", "urd_t5_bayro_2018", "96.94%  2.7084",
"Trempale", "urd_t5_bayro_2018", "94.45%  4.7789",
"NotJames", "urd_t5_bayro_2018", "89.94%  8.847",
"007mnbb", "urd_t5_bayro_2018", "-",
"SouP", "urd_t5_bayro_2018", "-",
"Broadcast", "ford_transit", "-",




Race 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "26.6540", "-"
"gunciz", "urd_t5_aura_2018", "26.7250", "0.0710"
"PhotonBurst", "urd_t5_maures_2018", "26.8430", "0.1890"
"MrGrinder", "urd_t5_aura_2018", "26.8780", "0.2240"
"Waffles", "urd_t5_aura_2018", "27.0410", "0.3870"
"Trempale", "urd_t5_bayro_2018", "27.0450", "0.3910"
"SBD", "urd_t5_bayro_2018", "27.0800", "0.4260"
"JEMknight657", "urd_t5_bayro_2018", "27.1190", "0.4650"
"gman197002", "urd_t5_aura_2018", "27.3940", "0.7400"
"Viperion_NZ", "urd_t5_aura_2018", "27.3980", "0.7440"
"bacsi97", "urd_t5_bayro_2018", "27.4120", "0.7580"
"NotJames", "urd_t5_bayro_2018", "27.5600", "0.9060"
"NihonTiger", "urd_t5_bayro_2018", "27.7280", "1.0740"
"marzen224", "urd_t5_bayro_2018", "28.1660", "1.5120"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "29.3490", "-"
"gunciz", "urd_t5_aura_2018", "29.5550", "0.2060"
"MrGrinder", "urd_t5_aura_2018", "29.6060", "0.2570"
"PhotonBurst", "urd_t5_maures_2018", "29.6720", "0.3230"
"JEMknight657", "urd_t5_bayro_2018", "29.8580", "0.5090"
"SBD", "urd_t5_bayro_2018", "29.9480", "0.5990"
"Trempale", "urd_t5_bayro_2018", "30.1410", "0.7920"
"bacsi97", "urd_t5_bayro_2018", "30.2090", "0.8600"
"gman197002", "urd_t5_aura_2018", "30.3340", "0.9850"
"Waffles", "urd_t5_aura_2018", "30.3470", "0.9980"
