'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "zolder, zolder2017online_prc"
"
Best lap, "McLarenTim (01:25.1280)"
Lasted laps, "5"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "Timberwolves Racing", "urd_t5_maures_2018", "McLarenTim", "3", "01:25.1280", "-",
"2",   "", "", "urd_t5_bayro_2018", "JEMknight657", "5", "01:26.0720", "00:00.9440",
"3",   "", "Timberwolves Racing", "urd_t5_maures_2018", "PhotonBurst", "4", "01:26.1380", "00:01.0100",
"4",   "", "", "urd_t5_aura_2018", "Waffles", "5", "01:26.5740", "00:01.4460",
"5",   "", "PRT Gold", "urd_t5_aura_2018", "MrGrinder", "3", "01:26.6030", "00:01.4750",
"6",   "", "PRT Gold", "urd_t5_aura_2018", "gunciz", "2", "01:27.2140", "00:02.0860",
"7",   "", "PRT Black", "urd_t5_aura_2018", "gman197002", "5", "01:27.6830", "00:02.5550",
"4 ", urd_t5_maures_2018, no,"0", "01:25.2780", "27.0520", "30.1180", "28.1080",  "F:M - R:M",     
Average,,,"02:01.3881", "61.4455", "31.0493", "28.8933"
Best possible,,, "01:25.0630", "27.0520", "29.9030", "28.1080"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_aura_2018, no,"0", "01:50.2170", "48.6570", "32.9620", "28.5980",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.4080", "27.4180", "30.1680", "28.8220",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:26.0700", "27.1910", "30.2090", "28.6700",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:25.8780", "27.1080", "30.2580", "28.5120",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:25.5850", "27.0440", "29.9170", "28.6240",  "F:M - R:M",     
Average,,,"01:30.8316", "31.4836", "30.7028", "28.6452"
Best possible,,, "01:25.4730", "27.0440", "29.9170", "28.5120"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", urd_t5_aura_2018, no,"0", "02:09.7160", "64.5930", "33.3800", "31.7430",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.1010", "27.4350", "30.1140", "28.5520",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "02:50.9380", "110.3540", "31.6000", "28.9840",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:25.6990", "27.2530", "30.0280", "28.4180",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:25.7130", "27.2440", "30.0470", "28.4220",  "F:M - R:M",     
Average,,,"01:51.6334", "51.3758", "31.0338", "29.2238"
Best possible,,, "01:25.6900", "27.2440", "30.0280", "28.4180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Waffles"
"1 ", urd_t5_aura_2018, no,"0", "01:58.2940", "50.6050", "38.4660", "29.2230",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.4770", "27.5500", "30.6950", "28.2320",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:25.8940", "27.1690", "30.2400", "28.4850",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:29.1680", "29.5210", "30.8250", "28.8220",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:29.7950", "29.7110", "31.0870", "28.9970",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:26.2590", "27.2550", "30.3660", "28.6380",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:25.9810", "27.5400", "29.9740", "28.4670",  "F:M - R:M",     
Average,,,"01:31.6955", "31.3359", "31.6647", "28.6949"
Best possible,,, "01:25.3750", "27.1690", "29.9740", "28.2320"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SBD"
"1 ", urd_t5_bayro_2018, no,"0", "02:11.3100", "70.0150", "31.1220", "30.1730",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:32.3840", "31.6570", "30.3980", "30.3290",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:29.3540", "28.1810", "30.2680", "30.9050",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:31.8470", "27.5250", "30.1180", "34.2040",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:26.1140", "27.4030", "30.0290", "28.6820",  "F:M - R:M",     
Average,,,"01:38.2018", "36.9562", "30.3870", "30.8586"
Best possible,,, "01:26.1140", "27.4030", "30.0290", "28.6820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bacsi97"
"1 ", urd_t5_bayro_2018, no,"0", "01:54.4920", "54.6060", "31.2840", "28.6020",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:34.6390", "29.5560", "34.0290", "31.0540",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:26.7210", "27.6710", "30.1420", "28.9080",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "02:08.0870", "67.5080", "31.6040", "28.9750",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.2040", "27.6060", "30.5370", "29.0610",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:26.6920", "27.6570", "30.1990", "28.8360",  "F:M - R:M",     
Average,,,"01:39.6392", "39.1007", "31.2992", "29.2393"
Best possible,,, "01:26.3500", "27.6060", "30.1420", "28.6020"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NotJames"
"1 ", urd_t5_bayro_2018, no,"0", "02:55.9630", "108.2200", "35.8290", "31.9140",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:30.2620", "29.0210", "31.7030", "29.5380",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:26.8780", "27.4280", "30.6540", "28.7960",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:30.5050", "30.0030", "31.3460", "29.1560",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.1250", "27.2300", "30.8930", "29.0020",  "F:M - R:M",     
Average,,,"01:46.1466", "44.3804", "32.0850", "29.6812"
Best possible,,, "01:26.6800", "27.2300", "30.6540", "28.7960"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Trempale"
"1 ", urd_t5_bayro_2018, no,"0", "02:47.2620", "105.3820", "31.9270", "29.9530",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "01:27.2190", "27.2200", "30.8160", "29.1830",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "02:07.1700", "66.4110", "31.3910", "29.3680",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "02:12.7090", "68.5840", "33.5430", "30.5820",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:27.3060", "27.6440", "30.8430", "28.8190",  "F:M - R:M",     
Average,,,"02:00.3332", "59.0482", "31.7040", "29.5810"
Best possible,,, "01:26.8550", "27.2200", "30.8160", "28.8190"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"NihonTiger"
"1 ", urd_t5_bayro_2018, no,"0", "02:16.0070", "74.0870", "32.7610", "29.1590",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "02:03.9860", "62.5210", "32.1620", "29.3030",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:32.4680", "28.2630", "31.5360", "32.6690",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:27.2980", "27.6410", "30.6810", "28.9760",  "F:M - R:M",     
"5 ", urd_t5_bayro_2018, no,"0", "01:49.4100", "28.9140", "31.7340", "48.7620",  "F:M - R:M",     
"6 ", urd_t5_bayro_2018, no,"0", "01:28.3300", "28.1960", "31.1410", "28.9930",  "F:M - R:M",     
Average,,,"01:46.2499", "41.6037", "31.6692", "32.9770"
Best possible,,, "01:27.2980", "27.6410", "30.6810", "28.9760"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gman197002"
"1 ", urd_t5_aura_2018, no,"0", "01:55.7410", "55.5260", "31.1860", "29.0290",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:27.9400", "28.0000", "30.8480", "29.0920",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "03:08.3660", "124.6740", "34.0870", "29.6050",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:27.4200", "27.4430", "30.7990", "29.1780",  "F:M - R:M",     
Average,,,"01:59.8668", "58.9108", "31.7300", "29.2260"
Best possible,,, "01:27.2710", "27.4430", "30.7990", "29.0290"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viperion_NZ"
"1 ", urd_t5_aura_2018, no,"0", "02:02.0070", "58.4040", "33.5510", "30.0520",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:46.6670", "28.0980", "31.2660", "47.3030",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:32.7120", "28.4510", "31.5950", "32.6660",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "02:54.2570", "109.4940", "35.0100", "29.7530",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:28.5800", "27.7680", "31.3460", "29.4660",  "F:M - R:M",     
Average,,,"01:56.8446", "50.4430", "32.5536", "33.8480"
Best possible,,, "01:28.5000", "27.7680", "31.2660", "29.4660"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"marzen224"
"1 ", urd_t5_bayro_2018, no,"0", "02:12.4900", "63.8960", "33.2640", "35.3300",  "F:M - R:M",     
"2 ", urd_t5_bayro_2018, no,"0", "02:05.4700", "59.7750", "32.0440", "33.6510",  "F:M - R:M",     
"3 ", urd_t5_bayro_2018, no,"0", "01:29.5100", "28.2290", "31.5770", "29.7040",  "F:M - R:M",     
"4 ", urd_t5_bayro_2018, no,"0", "01:29.1840", "28.2270", "31.4190", "29.5380",  "F:M - R:M",     
Average,,,"01:49.1636", "45.0318", "32.0760", "32.0558"
Best possible,,, "01:29.1840", "28.2270", "31.4190", "29.5380"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"SouP"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"007mnbb"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Broadcast"
No laps for this driver


Qualify best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:24.0600", ""
"McLarenTim", "urd_t5_maures_2018", "01:24.2730", "0.213"
"McLarenTim", "urd_t5_maures_2018", "01:24.3520", "0.292"
"JEMknight657", "urd_t5_bayro_2018", "01:24.8960", "0.836"
"McLarenTim", "urd_t5_maures_2018", "01:24.9410", "0.881"
"PhotonBurst", "urd_t5_maures_2018", "01:25.2260", "1.166"
"PhotonBurst", "urd_t5_maures_2018", "01:25.2780", "1.218"
"JEMknight657", "urd_t5_bayro_2018", "01:25.3620", "1.302"
"gunciz", "urd_t5_aura_2018", "01:25.5850", "1.525"
"JEMknight657", "urd_t5_bayro_2018", "01:25.6710", "1.611"
"MrGrinder", "urd_t5_aura_2018", "01:25.6990", "1.639"
"MrGrinder", "urd_t5_aura_2018", "01:25.7130", "1.653"
"McLarenTim", "urd_t5_maures_2018", "01:25.7500", "1.69"
"JEMknight657", "urd_t5_bayro_2018", "01:25.7880", "1.728"
"JEMknight657", "urd_t5_bayro_2018", "01:25.8440", "1.784"
"gunciz", "urd_t5_aura_2018", "01:25.8780", "1.818"
"Waffles", "urd_t5_aura_2018", "01:25.8940", "1.834"
"JEMknight657", "urd_t5_bayro_2018", "01:25.9780", "1.918"
"Waffles", "urd_t5_aura_2018", "01:25.9810", "1.921"
"gunciz", "urd_t5_aura_2018", "01:26.0700", "2.01"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "01:24.0600", ""
"JEMknight657", "urd_t5_bayro_2018", "01:24.8960", "0.836"
"PhotonBurst", "urd_t5_maures_2018", "01:25.2260", "1.166"
"gunciz", "urd_t5_aura_2018", "01:25.5850", "1.525"
"MrGrinder", "urd_t5_aura_2018", "01:25.6990", "1.639"
"Waffles", "urd_t5_aura_2018", "01:25.8940", "1.834"
"SBD", "urd_t5_bayro_2018", "01:26.1140", "2.054"
"bacsi97", "urd_t5_bayro_2018", "01:26.6920", "2.632"
"NotJames", "urd_t5_bayro_2018", "01:26.8780", "2.818"
"Trempale", "urd_t5_bayro_2018", "01:27.2190", "3.159"
"NihonTiger", "urd_t5_bayro_2018", "01:27.2980", "3.238"
"gman197002", "urd_t5_aura_2018", "01:27.4200", "3.36"
"Viperion_NZ", "urd_t5_aura_2018", "01:28.5800", "4.52"
"marzen224", "urd_t5_bayro_2018", "01:29.1840", "5.124"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"PhotonBurst", "urd_t5_maures_2018", "99.94%  0.052",
"Trempale", "urd_t5_bayro_2018", "99.90%  0.087",
"MrGrinder", "urd_t5_aura_2018", "99.76%  0.208",
"marzen224", "urd_t5_bayro_2018", "99.63%  0.326",
"gman197002", "urd_t5_aura_2018", "99.41%  0.52",
"gunciz", "urd_t5_aura_2018", "99.38%  0.5337",
"McLarenTim", "urd_t5_maures_2018", "99.09%  0.769",
"JEMknight657", "urd_t5_bayro_2018", "99.02%  0.8326",
"Waffles", "urd_t5_aura_2018", "98.09%  1.642",
"NotJames", "urd_t5_bayro_2018", "97.22%  2.4193",
"bacsi97", "urd_t5_bayro_2018", "96.74%  2.8293",
"NihonTiger", "urd_t5_bayro_2018", "96.45%  3.101",
"SBD", "urd_t5_bayro_2018", "94.10%  5.081",
"Viperion_NZ", "urd_t5_aura_2018", "87.46%  11.1095",
"SouP", "urd_t5_bayro_2018", "-",
"007mnbb", "urd_t5_bayro_2018", "-",
"Broadcast", "ford_transit", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "26.6130", "-"
"JEMknight657", "urd_t5_bayro_2018", "26.7570", "0.1440"
"gunciz", "urd_t5_aura_2018", "27.0440", "0.4310"
"PhotonBurst", "urd_t5_maures_2018", "27.0520", "0.4390"
"Waffles", "urd_t5_aura_2018", "27.1690", "0.5560"
"Trempale", "urd_t5_bayro_2018", "27.2200", "0.6070"
"NotJames", "urd_t5_bayro_2018", "27.2300", "0.6170"
"MrGrinder", "urd_t5_aura_2018", "27.2440", "0.6310"
"SBD", "urd_t5_bayro_2018", "27.4030", "0.7900"
"gman197002", "urd_t5_aura_2018", "27.4430", "0.8300"
"bacsi97", "urd_t5_bayro_2018", "27.6060", "0.9930"
"NihonTiger", "urd_t5_bayro_2018", "27.6410", "1.0280"
"Viperion_NZ", "urd_t5_aura_2018", "27.7680", "1.1550"
"marzen224", "urd_t5_bayro_2018", "28.2270", "1.6140"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "29.1960", "-"
"JEMknight657", "urd_t5_bayro_2018", "29.7490", "0.5530"
"PhotonBurst", "urd_t5_maures_2018", "29.9030", "0.7070"
"gunciz", "urd_t5_aura_2018", "29.9170", "0.7210"
"Waffles", "urd_t5_aura_2018", "29.9740", "0.7780"
"MrGrinder", "urd_t5_aura_2018", "30.0280", "0.8320"
"SBD", "urd_t5_bayro_2018", "30.0290", "0.8330"
"bacsi97", "urd_t5_bayro_2018", "30.1420", "0.9460"
"NotJames", "urd_t5_bayro_2018", "30.6540", "1.4580"
"NihonTiger", "urd_t5_bayro_2018", "30.6810", "1.4850"
"gman197002", "urd_t5_aura_2018", "30.7990", "1.6030"
"Trempale", "urd_t5_bayro_2018", "30.8160", "1.6200"
"Viperion_NZ", "urd_t5_aura_2018", "31.2660", "2.0700"
"marzen224", "urd_t5_bayro_2018", "31.4190", "2.2230"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"McLarenTim", "urd_t5_maures_2018", "28.0000", "-"
"PhotonBurst", "urd_t5_maures_2018", "28.1080", "0.1080"
"Waffles", "urd_t5_aura_2018", "28.2320", "0.2320"
"JEMknight657", "urd_t5_bayro_2018", "28.2830", "0.2830"
"MrGrinder", "urd_t5_aura_2018", "28.4180", "0.4180"
"gunciz", "urd_t5_aura_2018", "28.5120", "0.5120"
"bacsi97", "urd_t5_bayro_2018", "28.6020", "0.6020"
"SBD", "urd_t5_bayro_2018", "28.6820", "0.6820"
"NotJames", "urd_t5_bayro_2018", "28.7960", "0.7960"
"Trempale", "urd_t5_bayro_2018", "28.8190", "0.8190"
"NihonTiger", "urd_t5_bayro_2018", "28.9760", "0.9760"
"gman197002", "urd_t5_aura_2018", "29.0290", "1.0290"
"Viperion_NZ", "urd_t5_aura_2018", "29.4660", "1.4660"
"marzen224", "urd_t5_bayro_2018", "29.5380", "1.5380"


Qualify incidents worth reviewing
'======================
Date, Incident







'+++++++++++++++++++++
Race 1
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "zolder, zolder2017online_prc"
Winner, "McLarenTim"
Led most laps, "McLarenTim"
Best lap, "McLarenTim (01:24.2730)"
Lasted laps, "16"
Host, "Unknown"


Race 1 result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "Timberwolves Racing", "urd_t5_maures_2018", "McLarenTim", "16", "    22:45.4330", "01:24.2730", "99.32%", "15", "0", 
"2",  "", "Timberwolves Racing", "urd_t5_maures_2018", "PhotonBurst", "16", "  '+00:18.4900", "01:24.9170", "98.69%", "0", "0", 
"3",  "", "PRT Gold", "urd_t5_aura_2018", "MrGrinder", "16", "  '+00:23.1700", "01:24.9410", "98.49%", "0", "0", 
"4",  "", "PRT Gold", "urd_t5_aura_2018", "gunciz", "16", "  '+00:31.4150", "01:25.0420", "97.86%", "0", "0", 
"5",  "", "", "urd_t5_aura_2018", "Waffles", "16", "  '+00:44.6620", "01:26.2300", "98.62%", "0", "0", 
"6",  "", "", "urd_t5_bayro_2018", "JEMknight657", "16", "  '+00:48.2540", "01:26.0940", "98.64%", "0", "0", 
"7",  "", "M Power", "urd_t5_bayro_2018", "SBD", "16", "  '+00:51.2620", "01:26.0230", "97.90%", "0", "0", 
"8",  "", "PRT Black", "urd_t5_aura_2018", "gman197002", "16", "  '+01:01.6280", "01:26.9780", "98.22%", "0", "0", 
"9",  "", "", "urd_t5_bayro_2018", "NihonTiger", "16", "  '+01:15.4780", "01:27.6600", "98.31%", "0", "0", 
"10",  "", "PRT Black", "urd_t5_aura_2018", "Viperion_NZ", "16", "  '+01:25.9470", "01:27.4620", "96.91%", "0", "0", 
"11",  "", "M Power", "urd_t5_bayro_2018", "bacsi97", "15", "  '+01:37.0050", "01:26.8750", "96.91%", "0", "0", 
"12",  "", "", "urd_t5_bayro_2018", "marzen224", "15", "  '+02:11.8200", "01:28.6170", "96.94%", "0", "0", 
"13",  "", "Monterey SimSport", "urd_t5_bayro_2018", "Trempale", "14", "  '+02:04.7890", "01:26.0580", "94.45%", "0", "0", 
"14",  "", "Monterey SimSport", "urd_t5_bayro_2018", "NotJames", "3", " ", "01:27.9410", "89.94%", "0", "0", 
"15",  "", "", "urd_t5_bayro_2018", "007mnbb", "0", " DNF", "-", "-", "0", "0", 
"16",  "", "", "urd_t5_bayro_2018", "SouP", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "", "ford_transit", "Broadcast", "0", " DNF", "-", "-", "0", "0", 


Race 1 laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"McLarenTim"
"1 ", urd_t5_maures_2018, no,"0", "01:33.2970", "34.3380", "30.5100", "28.4490",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:25.1530", "26.9730", "29.7350", "28.4450",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:24.4480", "26.6680", "29.6150", "28.1650",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:24.6550", "26.7450", "29.7580", "28.1520",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:24.7140", "26.8970", "29.5570", "28.2600",  "F:M - R:M",     
"6 ", urd_t5_maures_2018, no,"0", "01:25.1440", "26.9590", "29.7940", "28.3910",  "F:M - R:M",     
"7 ", urd_t5_maures_2018, no,"0", "01:24.8350", "26.9870", "29.4850", "28.3630",  "F:M - R:M",     
"8 ", urd_t5_maures_2018, no,"0", "01:24.6420", "26.6540", "29.6780", "28.3100",  "F:M - R:M",     
"9 ", urd_t5_maures_2018, no,"0", "01:24.9150", "26.8200", "29.7000", "28.3950",  "F:M - R:M",     
"10 ", urd_t5_maures_2018, no,"0", "01:25.0590", "26.9090", "29.8080", "28.3420",  "F:M - R:M",     
"11 ", urd_t5_maures_2018, no,"0", "01:24.9370", "27.0900", "29.6500", "28.1970",  "F:M - R:M",     
"12 ", urd_t5_maures_2018, no,"0", "01:24.7000", "26.7270", "29.6320", "28.3410",  "F:M - R:M",     
"13 ", urd_t5_maures_2018, no,"0", "01:24.2730", "26.6910", "29.3490", "28.2330",  "F:M - R:M",     
"14 ", urd_t5_maures_2018, no,"0", "01:24.9770", "26.7970", "29.7310", "28.4490",  "F:M - R:M",     
"15 ", urd_t5_maures_2018, no,"0", "01:24.8280", "26.8670", "29.8040", "28.1570",  "F:M - R:M",     
"16 ", urd_t5_maures_2018, no,"0", "01:24.8920", "26.6800", "29.9120", "28.3000",  "F:M - R:M",     
Average,,,"01:25.3418", "27.3001", "29.7324", "28.3093"
Best possible,,, "01:24.1550", "26.6540", "29.3490", "28.1520"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PhotonBurst"
"1 ", urd_t5_maures_2018, no,"0", "01:34.6400", "35.2130", "31.0550", "28.3720",  "F:M - R:M",     
"2 ", urd_t5_maures_2018, no,"0", "01:25.4260", "27.1460", "29.8980", "28.3820",  "F:M - R:M",     
"3 ", urd_t5_maures_2018, no,"0", "01:28.2100", "29.5890", "29.6720", "28.9490",  "F:M - R:M",     
"4 ", urd_t5_maures_2018, no,"0", "01:27.7650", "27.1320", "29.9600", "30.6730",  "F:M - R:M",     
"5 ", urd_t5_maures_2018, no,"0", "01:27.3180", "28.0390", "30.8290", "28.4500",  "F:M - R:M",     
"6 ", urd_t5_maures_2018, no,"0", "01:26.1290", "27.3150", "29.9700", "28.8440",  "F:M - R:M",     
"7 ", urd_t5_maures_2018, no,"0", "01:25.5340", "27.0480", "29.8970", "28.5890",  "F:M - R:M",     
"8 ", urd_t5_maures_2018, no,"0", "01:25.6720", "26.9830", "29.9880", "28.7010",  "F:M - R:M",     
"9 ", urd_t5_maures_2018, no,"0", "01:25.9550", "27.7160", "29.7680", "28.4710",  "F:M - R:M",     
"10 ", urd_t5_maures_2018, no,"0", "01:25.4570", "27.4980", "29.7270", "28.2320",  "F:M - R:M",     
"11 ", urd_t5_maures_2018, no,"0", "01:24.9440", "26.9350", "29.8890", "28.1200",  "F:M - R:M",     
"12 ", urd_t5_maures_2018, no,"0", "01:25.8800", "26.9940", "30.4830", "28.4030",  "F:M - R:M",     
"13 ", urd_t5_maures_2018, no,"0", "01:25.8130", "27.1920", "30.1050", "28.5160",  "F:M - R:M",     
"14 ", urd_t5_maures_2018, no,"0", "01:25.2670", "26.9070", "29.7350", "28.6250",  "F:M - R:M",     
"15 ", urd_t5_maures_2018, no,"0", "01:25.0190", "26.8430", "29.7630", "28.4130",  "F:M - R:M",     
"16 ", urd_t5_maures_2018, no,"0", "01:24.9170", "26.9440", "29.7220", "28.2510",  "F:M - R:M",     
Average,,,"01:26.4966", "27.8434", "30.0288", "28.6244"
Best possible,,, "01:24.6350", "26.8430", "29.6720", "28.1200"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"MrGrinder"
"1 ", urd_t5_aura_2018, no,"0", "01:36.5880", "36.5670", "31.1490", "28.8720",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.6740", "27.2070", "30.3570", "29.1100",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:30.1940", "27.8830", "30.2990", "32.0120",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:26.3750", "27.4980", "30.2890", "28.5880",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:26.5110", "27.3810", "30.2570", "28.8730",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:26.0670", "27.0900", "30.1810", "28.7960",  "F:M - R:M",     
"7 ", urd_t5_aura_2018, no,"0", "01:25.5710", "26.9230", "29.9840", "28.6640",  "F:M - R:M",     
"8 ", urd_t5_aura_2018, no,"0", "01:25.1070", "26.9760", "30.0050", "28.1260",  "F:M - R:M",     
"9 ", urd_t5_aura_2018, no,"0", "01:24.9410", "26.8780", "29.6060", "28.4570",  "F:M - R:M",     
"10 ", urd_t5_aura_2018, no,"0", "01:25.5030", "27.0930", "30.0500", "28.3600",  "F:M - R:M",     
"11 ", urd_t5_aura_2018, no,"0", "01:25.2110", "26.8910", "29.8900", "28.4300",  "F:M - R:M",     
"12 ", urd_t5_aura_2018, no,"0", "01:27.0280", "26.9350", "30.9100", "29.1830",  "F:M - R:M",     
"13 ", urd_t5_aura_2018, no,"0", "01:25.2490", "26.9070", "29.9330", "28.4090",  "F:M - R:M",     
"14 ", urd_t5_aura_2018, no,"0", "01:25.5050", "27.2710", "29.9480", "28.2860",  "F:M - R:M",     
"15 ", urd_t5_aura_2018, no,"0", "01:26.1150", "27.0570", "30.2840", "28.7740",  "F:M - R:M",     
"16 ", urd_t5_aura_2018, no,"0", "01:25.9770", "26.9730", "29.9110", "29.0930",  "F:M - R:M",     
Average,,,"01:26.7885", "27.7206", "30.1908", "28.8771"
Best possible,,, "01:24.6100", "26.8780", "29.6060", "28.1260"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"gunciz"
"1 ", urd_t5_aura_2018, no,"0", "01:35.8030", "36.0740", "30.9790", "28.7500",  "F:M - R:M",     
"2 ", urd_t5_aura_2018, no,"0", "01:26.8290", "27.5910", "30.5320", "28.7060",  "F:M - R:M",     
"3 ", urd_t5_aura_2018, no,"0", "01:26.6070", "27.8910", "30.0960", "28.6200",  "F:M - R:M",     
"4 ", urd_t5_aura_2018, no,"0", "01:26.7320", "27.3370", "30.2260", "29.1690",  "F:M - R:M",     
"5 ", urd_t5_aura_2018, no,"0", "01:28.1260", "27.9880", "31.2700", "28.8680",  "F:M - R:M",     
"6 ", urd_t5_aura_2018, no,"0", "01:25.6940", "27.0780", "30.0690", "28.5470",  "F:M - R:M",     
